## FlyBase disease model annotation report
## Generated: Thu Jul 21 06:25:05 2022
## Using datasource: fb_2022_04_reporting
##
## FBgn ID	Gene symbol	HGNC ID	DO qualifier	DO ID	DO term	Allele used in model (FBal ID)	Allele used in model (symbol)	Based on orthology with (HGNC ID)	Based on orthology with (symbol)	Evidence/interacting alleles	Reference (FBrf ID)
FBgn0000008	a		exacerbates	DOID:2129	atypical teratoid rhabdoid tumor	FBal0299140	a[HMC03685]			modeled by FLYBASE:Snr1[KK101602]; FB:FBal0231379	FBrf0241270
FBgn0000317	ck		model of	DOID:0110543	autosomal dominant nonsyndromic deafness 11			HGNC:7606	MYO7A	IEA	FBrf0241599
FBgn0000317	ck		model of	DOID:0110477	autosomal recessive nonsyndromic deafness 2	FBal0001693	ck[13]			CEC	FBrf0210248
FBgn0000317	ck		model of	DOID:0110477	autosomal recessive nonsyndromic deafness 2	FBal0001693	ck[13]			CEC with FLYBASE:ck[07130]; FB:FBal0008515	FBrf0210248
FBgn0000317	ck		model of	DOID:0110477	autosomal recessive nonsyndromic deafness 2	FBal0008515	ck[07130]			CEC with FLYBASE:ck[13]; FB:FBal0001693	FBrf0210248
FBgn0000317	ck		model of	DOID:0110477	autosomal recessive nonsyndromic deafness 2			HGNC:7606	MYO7A	IEA	FBrf0241599
FBgn0000319	Chc		ameliorates	DOID:12858	Huntington's disease	FBal0033511	Chc[1]			modeled by FLYBASE:Hsap\HTT[128Q.1-336.UAS]; FB:FBal0294194	FBrf0201545
FBgn0000319	Chc		ameliorates	DOID:12858	Huntington's disease	FBal0100260	Chc[G0438]			modeled by FLYBASE:Hsap\HTT[128Q.1-336.UAS]; FB:FBal0294194	FBrf0201545
FBgn0000319	Chc		ameliorates	DOID:12858	Huntington's disease	FBal0124371	Chc[BG02593a]			modeled by FLYBASE:Hsap\HTT[128Q.1-336.UAS]; FB:FBal0294194	FBrf0201545
FBgn0000319	Chc		model of	DOID:0080226	autosomal dominant mental retardation 56			HGNC:2092	CLTC	IEA	FBrf0241599
FBgn0000319	Chc		exacerbates	DOID:680	tauopathy	FBal0020040	Chc[4]			modeled by FLYBASE:Hsap\MAPT[R406W.UAS]; FB:FBal0126527	FBrf0227164
FBgn0000319	Chc		exacerbates	DOID:680	tauopathy	FBal0033511	Chc[1]			modeled by FLYBASE:Hsap\MAPT[R406W.UAS]; FB:FBal0126527	FBrf0227164
FBgn0000320	eya		model of	DOID:0110542	autosomal dominant nonsyndromic deafness 10			HGNC:3522	EYA4	IEA	FBrf0241599
FBgn0000320	eya		model of	DOID:0060232	branchiootic syndrome			HGNC:3519	EYA1	IEA	FBrf0241599
FBgn0000320	eya		model of	DOID:14702	branchiootorenal syndrome	FBal0179929	eya[S655P.UAS.Tag:FLAG]			CEA	FBrf0188574
FBgn0000320	eya		model of	DOID:14702	branchiootorenal syndrome	FBal0179935	eya[L673R.UAS.Tag:FLAG]			CEA	FBrf0188574
FBgn0000320	eya		model of	DOID:14702	branchiootorenal syndrome	FBal0179939	eya[G594S.UAS.Tag:FLAG]			CEA	FBrf0188574
FBgn0000320	eya		model of	DOID:0111423	branchiootorenal syndrome 1			HGNC:3519	EYA1	IEA	FBrf0241599
FBgn0000320	eya		model of	DOID:0110440	dilated cardiomyopathy 1J			HGNC:3522	EYA4	IEA	FBrf0241599
FBgn0000320	eya		model of	DOID:5614	eye disease	FBal0179931	eya[R715G.UAS.Tag:FLAG]			CEA	FBrf0188574
FBgn0000320	eya		model of	DOID:5614	eye disease	FBal0179937	eya[G723E.UAS.Tag:FLAG]			CEA	FBrf0188574
FBgn0000320	eya		model of	DOID:5614	eye disease	FBal0179939	eya[G594S.UAS.Tag:FLAG]			CEA	FBrf0188574
FBgn0000320	eya		model of	DOID:5614	eye disease	FBal0179941	eya[E528K.UAS.Tag:FLAG]			CEA	FBrf0188574
FBgn0000330	cm		exacerbates	DOID:3753	Hermansky-Pudlak syndrome	FBal0001720	cm[1]			modeled by FLYBASE:Blos1[ex2]; FB:FBal0242577	FBrf0209903
FBgn0000337	cn		ameliorates	DOID:12858	Huntington's disease	FBal0001734	cn[3]			modeled by FLYBASE:Hsap\HTT[Q93.ex1.UAS]; FB:FBal0127292	FBrf0214220
FBgn0000337	cn		ameliorates	DOID:12858	Huntington's disease	FBal0231571	cn[KK101938]			modeled by FLYBASE:Hsap\HTT[Q93.ex1.UAS]; FB:FBal0127292	FBrf0214220
FBgn0000337	cn		ameliorates	DOID:1289	neurodegenerative disease	FBal0001731	cn[1]			modeled by FLYBASE:st[1]; FB:FBal0016127	FBrf0240062
FBgn0000346	comt		model of	DOID:14330	Parkinson's disease	FBal0001755	comt[1]			CEA	FBrf0227470
FBgn0000346	comt		model of	DOID:14330	Parkinson's disease	FBal0001758	comt[4]			CEA	FBrf0227470
FBgn0000346	comt		model of	DOID:14330	Parkinson's disease	FBal0001760	comt[6]			CEA	FBrf0227470
FBgn0000346	comt		model of	DOID:14330	Parkinson's disease	FBal0233132	comt[KK104679]			CEA	FBrf0227470
FBgn0000346	comt		model of	DOID:14330	Parkinson's disease	FBal0001760	comt[6]			CEA	FBrf0249438
FBgn0000346	comt		model of	DOID:14330	Parkinson's disease	FBal0001760	comt[6]			is exacerbated by FLYBASE:ari-1[3747]; FB:FBal0095524	FBrf0249438
FBgn0000346	comt		model of	DOID:1826	epilepsy	FBal0245723	comt[JF01459]			CEA	FBrf0245961
FBgn0000346	comt		ameliorates	DOID:5419	schizophrenia	FBal0243647	comt[UAS.Tag:FLAG]			modeled by FLYBASE:Dysb[e01028]; FB:FBal0161105	FBrf0228417
FBgn0000352	cos		model of	DOID:9250	acrocallosal syndrome			HGNC:30497	KIF7	IEA	FBrf0241599
FBgn0000352	cos		model of	DOID:0111356	hydrolethalus syndrome 2			HGNC:30497	KIF7	IEA	FBrf0241599
FBgn0000370	crc		ameliorates	DOID:0080348	Alzheimer's disease 1	FBal0001818	crc[1]			modeled by FLYBASE:Hsap\APP[3-42.E3Q.UAS.Tag:SS(rPENK)]; FB:FBal0365877	FBrf0237241
FBgn0000370	crc		exacerbates	DOID:0080348	Alzheimer's disease 1	FBal0219991	crc[JF02007]			modeled by FLYBASE:Hsap\APP[Arctic.UAS.Tag:SS(nec)]; FB:FBal0248069	FBrf0248974
FBgn0000370	crc		exacerbates	DOID:14330	Parkinson's disease	FBal0237163	crc[KK111018]			modeled by FLYBASE:Pink1[B9]; FB:FBal0193144	FBrf0235083
FBgn0000370	crc		exacerbates	DOID:14330	Parkinson's disease	FBal0237163	crc[KK111018]			modeled by FLYBASE:park[25]; FB:FBal0146938	FBrf0235083
FBgn0000370	crc		ameliorates	DOID:649	prion disease	FBal0237163	crc[KK111018]			modeled by FLYBASE:Hsap\PRNP[V129.UAS]; FB:FBal0344043	FBrf0235623
FBgn0000382	csw		model of	DOID:0060578	Noonan syndrome 1	FBal0241536	csw[N308D.UASp]			CEA	FBrf0208999
FBgn0000382	csw		model of	DOID:0060578	Noonan syndrome 1	FBal0279480	csw[A72S.UASp]			CEA	FBrf0208999
FBgn0000382	csw		model of	DOID:0060578	Noonan syndrome 1	FBal0360797	csw[I282V.UASp]			CEA	FBrf0208999
FBgn0000382	csw		model of	DOID:0060578	Noonan syndrome 1	FBal0360799	csw[T73I.UASp]			CEA	FBrf0208999
FBgn0000382	csw		model of	DOID:0060578	Noonan syndrome 1			HGNC:9644	PTPN11	IEA	FBrf0241599
FBgn0000382	csw		model of	DOID:0060578	Noonan syndrome 1	FBal0001925	csw[6]			CEA	FBrf0245782
FBgn0000382	csw		model of	DOID:0060578	Noonan syndrome 1	FBal0360799	csw[T73I.UASp]			CEA	FBrf0245782
FBgn0000382	csw		model of	DOID:0080548	Noonan syndrome with multiple lentigines 1			HGNC:9644	PTPN11	IEA	FBrf0241599
FBgn0000382	csw		model of	DOID:0050458	juvenile myelomonocytic leukemia	FBal0279479	csw[E76K.UASp]			CEA	FBrf0208999
FBgn0000382	csw		model of	DOID:0050458	juvenile myelomonocytic leukemia	FBal0360798	csw[D61Y.UASp]			CEA	FBrf0208999
FBgn0000382	csw		model of	DOID:0050458	juvenile myelomonocytic leukemia	FBal0360799	csw[T73I.UASp]			CEA	FBrf0208999
FBgn0000382	csw		model of	DOID:0050458	juvenile myelomonocytic leukemia			HGNC:9644	PTPN11	IEA	FBrf0241599
FBgn0000382	csw		model of	DOID:0050458	juvenile myelomonocytic leukemia	FBal0360799	csw[T73I.UASp]			CEC	FBrf0245782
FBgn0000382	csw		model of	DOID:1240	leukemia	FBal0360799	csw[T73I.UASp]			CEA	FBrf0245782
FBgn0000382	csw		model of	DOID:0111512	metachondromatosis			HGNC:9644	PTPN11	IEA	FBrf0241599
FBgn0000392	cup		exacerbates	DOID:0060213	frontotemporal dementia and/or amyotrophic lateral sclerosis-1	FBal0270772	cup[NIG.11181R]			modeled by FLYBASE:Zzzz\poly-PR[PO-36.UAS]; FB:FBal0300906	FBrf0251796
FBgn0000404	CycA		exacerbates	DOID:162	cancer	FBal0242157	CycA[JF02472]			modeled by FLYBASE:Rbf[HMS03004]; FB:FBal0266576	FBrf0248245
FBgn0000404	CycA		exacerbates	DOID:680	tauopathy	FBal0086884	CycA[UAS.cWa]			modeled by FLYBASE:dap[UAS.cdNa]; FB:FBal0141198, FLYBASE:Hsap\MAPT[R406W.UAS]; FB:FBal0126527	FBrf0190026
FBgn0000404	CycA		exacerbates	DOID:13515	tuberous sclerosis	FBal0009496	CycA[03946]			modeled by FLYBASE:Tsc1[UAS.cTa]; FB:FBal0123961, FLYBASE:gig[UAS.cTa]; FB:FBal0248567	FBrf0135684
FBgn0000405	CycB		ameliorates	DOID:0050457	Sertoli cell-only syndrome	FBal0086881	CycB[UAS.cWa]			modeled by FLYBASE:bel[neo30]; FB:FBal0001100, FLYBASE:bel[6]; FB:FBal0001099	FBrf0232080
FBgn0000405	CycB		ameliorates	DOID:162	cancer	FBal0094855	CycB[2]			modeled by FLYBASE:Dl[UAS.cDa]; FB:FBal0048207, FLYBASE:Not3[KK102144]; FB:FBal0231638	FBrf0239832
FBgn0000405	CycB		ameliorates	DOID:162	cancer	FBal0094855	CycB[2]			modeled by FLYBASE:Dl[UAS.cDa]; FB:FBal0048207, FLYBASE:twin[KK108897]; FB:FBal0235908	FBrf0239832
FBgn0000405	CycB		ameliorates	DOID:162	cancer	FBal0257682	CycB[HMS01015]			modeled by FLYBASE:Dl[UAS.cDa]; FB:FBal0048207, FLYBASE:Not3[KK102144]; FB:FBal0231638	FBrf0239832
FBgn0000405	CycB		ameliorates	DOID:162	cancer	FBal0257682	CycB[HMS01015]			modeled by FLYBASE:Dl[UAS.cDa]; FB:FBal0048207, FLYBASE:twin[KK108897]; FB:FBal0235908	FBrf0239832
FBgn0000405	CycB		ameliorates	DOID:2994	germ cell cancer	FBal0094855	CycB[2]			modeled by FLYBASE:snf[148]; FB:FBal0124934	FBrf0207693
FBgn0000405	CycB		model of	DOID:0110600	primary ciliary dyskinesia 29			HGNC:18576	CCNO	IEA	FBrf0241599
FBgn0000414	Dab		ameliorates	DOID:1440	Machado-Joseph disease	FBal0206815	Dab[GD4886]			modeled by FLYBASE:Hsap\ATXN3[tr.Q78.UAS.Tag:HA]; FB:FBal0090630	FBrf0219927
FBgn0000414	Dab		exacerbates	DOID:8552	chronic myeloid leukemia	FBal0206815	Dab[GD4886]			modeled by FLYBASE:Hsap\ABL1::Hsap\BCR[UAS.cBa]; FB:FBal0348146	FBrf0241911
FBgn0000414	Dab		ameliorates	DOID:8552	chronic myeloid leukemia	FBal0348145	Dab[UAS.cUa]			modeled by FLYBASE:Hsap\ABL1::Hsap\BCR[UAS.cBa]; FB:FBal0348146	FBrf0241911
FBgn0000414	Dab		model of	DOID:0050984	spinocerebellar ataxia type 37			HGNC:2661	DAB1	IEA	FBrf0241599
FBgn0000414	Dab		exacerbates	DOID:680	tauopathy	FBal0206815	Dab[GD4886]			modeled by FLYBASE:Hsap\MAPT[R406W.UAS]; FB:FBal0126527	FBrf0228684
FBgn0000416	Sap-r		model of	DOID:0110961	atypical Gaucher's disease due to saposin c deficiency			HGNC:9498	PSAP	IEA	FBrf0241599
FBgn0000416	Sap-r		model of	DOID:0111330	combined saposin deficiency			HGNC:9498	PSAP	IEA	FBrf0241599
FBgn0000416	Sap-r		model of	DOID:9455	lipid storage disease	FBal0327346	Sap-r[2.2]			CEA	FBrf0235733
FBgn0000416	Sap-r		model of	DOID:9455	lipid storage disease	FBal0327346	Sap-r[2.2]			is ameliorated by FLYBASE:Sap-r[UAS.cSa]; FB:FBal0327348	FBrf0235733
FBgn0000416	Sap-r		ameliorates	DOID:9455	lipid storage disease	FBal0327348	Sap-r[UAS.cSa]			modeled by FLYBASE:Sap-r[2.2]; FB:FBal0327346	FBrf0235733
FBgn0000416	Sap-r		model of	DOID:3211	lysosomal storage disease	FBal0159842	Sap-r[e01294]			CEA	FBrf0234409
FBgn0000416	Sap-r		model of	DOID:3211	lysosomal storage disease	FBal0159842	Sap-r[e01294]			CEA with FLYBASE:Sap-r[C27]; FB:FBal0325022	FBrf0234409
FBgn0000416	Sap-r		model of	DOID:3211	lysosomal storage disease	FBal0159842	Sap-r[e01294]			is ameliorated by FLYBASE:Sap-r[UAS.cHa]; FB:FBal0325023	FBrf0234409
FBgn0000416	Sap-r		model of	DOID:3211	lysosomal storage disease	FBal0159842	Sap-r[e01294]			is exacerbated by FLYBASE:Calx[ninaE.PW]; FB:FBal0193743	FBrf0234409
FBgn0000416	Sap-r		model of	DOID:3211	lysosomal storage disease	FBal0325022	Sap-r[C27]			CEA	FBrf0234409
FBgn0000416	Sap-r		model of	DOID:3211	lysosomal storage disease	FBal0325022	Sap-r[C27]			CEA with FLYBASE:Sap-r[e01294]; FB:FBal0159842	FBrf0234409
FBgn0000416	Sap-r		model of	DOID:3211	lysosomal storage disease	FBal0325022	Sap-r[C27]			is ameliorated by FLYBASE:Sap-r[UAS.cHa]; FB:FBal0325023	FBrf0234409
FBgn0000416	Sap-r		ameliorates	DOID:3211	lysosomal storage disease	FBal0325023	Sap-r[UAS.cHa]			modeled by FLYBASE:Sap-r[C27]; FB:FBal0325022	FBrf0234409
FBgn0000416	Sap-r		ameliorates	DOID:3211	lysosomal storage disease	FBal0325023	Sap-r[UAS.cHa]			modeled by FLYBASE:Sap-r[C27]; FB:FBal0325022, FLYBASE:Sap-r[e01294]; FB:FBal0159842	FBrf0234409
FBgn0000416	Sap-r		ameliorates	DOID:3211	lysosomal storage disease	FBal0325023	Sap-r[UAS.cHa]			modeled by FLYBASE:Sap-r[e01294]; FB:FBal0159842	FBrf0234409
FBgn0000416	Sap-r		model of	DOID:10581	metachromatic leukodystrophy			HGNC:9498	PSAP	IEA	FBrf0241599
FBgn0000416	Sap-r		model of	DOID:12120	pulmonary alveolar proteinosis			HGNC:10801	SFTPB	IEA	FBrf0241599
FBgn0000422	Ddc		model of	DOID:0090123	aromatic L-amino acid decarboxylase deficiency			HGNC:2719	DDC	IEA	FBrf0241599
FBgn0000426	SmF		ameliorates	DOID:162	cancer	FBal0220666	SmF[JF02276]			modeled by FLYBASE:Pten[HMS00044]; FB:FBal0257084, FLYBASE:Ras85D[G13Q.UAS]; FB:FBal0058376, FLYBASE:Rbf[HMS03004]; FB:FBal0266576	FBrf0248245
FBgn0000426	SmF		exacerbates	DOID:162	cancer	FBal0220666	SmF[JF02276]			modeled by FLYBASE:Rbf[HMS03004]; FB:FBal0266576	FBrf0248245
FBgn0000439	Dfd		model of	DOID:1240	leukemia	FBal0346204	Dfd[UAS.cGa.Tag:HA]			CEA	FBrf0247817
FBgn0000442	Pkg21D		model of	DOID:14004	thoracic aortic aneurysm			HGNC:9414	PRKG1	IEA	FBrf0241599
FBgn0000447	Dhod		model of	DOID:0111259	postaxial acrofacial dysostosis			HGNC:2867	DHODH	IEA	FBrf0241599
FBgn0000448	Hr3		model of	DOID:0111316	idiopathic generalized epilepsy 15			HGNC:10259	RORB	IEA	FBrf0241599
FBgn0000448	Hr3		model of	DOID:0111940	immunodeficiency 42			HGNC:10260	RORC	IEA	FBrf0241599
FBgn0000455	Dip-C		model of	DOID:0111540	prolidase deficiency			HGNC:8840	PEPD	IEA	FBrf0241599
FBgn0000459	disco		model of	DOID:0080873	primary ovarian insufficiency 16			HGNC:1081	BNC1	IEA	FBrf0241599
FBgn0000463	Dl		ameliorates	DOID:332	amyotrophic lateral sclerosis	FBal0029366	Dl[RevF10]			modeled by FLYBASE:Hsap\TARDBP[UAS.cHa]; FB:FBal0294176, FLYBASE:Ser[RX82]; FB:FBal0030223	FBrf0220979
FBgn0000463	Dl		exacerbates	DOID:12704	ataxia telangiectasia	FBal0002642	Dl[05151]			modeled by FLYBASE:tefu[dsRNA.UAS]; FB:FBal0244112	FBrf0204663
FBgn0000463	Dl		ameliorates	DOID:1319	brain cancer	FBal0065272	Dl[DN.UAS]			modeled by FLYBASE:Vps35[E42]; FB:FBal0221801	FBrf0240088
FBgn0000463	Dl		ameliorates	DOID:1319	brain cancer	FBal0257902	Dl[HMS01309]			modeled by FLYBASE:Vps35[E42]; FB:FBal0221801	FBrf0240088
FBgn0000463	Dl		model of	DOID:162	cancer	FBal0048207	Dl[UAS.cDa]			CEA with FLYBASE:lola[GS88A8]; FB:FBal0190040, FLYBASE:psq[GS88A8]; FB:FBal0192088	FBrf0191239
FBgn0000463	Dl		model of	DOID:162	cancer	FBal0048207	Dl[UAS.cDa]			CEA with FLYBASE:ato[ERD.UAS.Tag:MYC]; FB:FBal0288764	FBrf0207469
FBgn0000463	Dl		model of	DOID:162	cancer	FBal0048207	Dl[UAS.cDa]			CEA with FLYBASE:ato[dsRNA.UAS.J]; FB:FBal0288763	FBrf0207469
FBgn0000463	Dl		model of	DOID:162	cancer	FBal0048207	Dl[UAS.cDa]			CEA with FLYBASE:bsk[DN.UAS]; FB:FBal0097043	FBrf0207469
FBgn0000463	Dl		model of	DOID:162	cancer	FBal0048207	Dl[UAS.cDa]			CEA with FLYBASE:lola[GS88A8]; FB:FBal0190040, FLYBASE:psq[GS88A8]; FB:FBal0192088	FBrf0207469
FBgn0000463	Dl		model of	DOID:162	cancer	FBal0048207	Dl[UAS.cDa]			CEA with FLYBASE:lola[GS88A8]; FB:FBal0190040, FLYBASE:psq[GS88A8]; FB:FBal0192088	FBrf0213063
FBgn0000463	Dl		model of	DOID:162	cancer	FBal0048207	Dl[UAS.cDa]			CEA	FBrf0217859
FBgn0000463	Dl		model of	DOID:162	cancer	FBal0048207	Dl[UAS.cDa]			CEA with FLYBASE:ct[dsRNA.cGa.UAS]; FB:FBal0220357	FBrf0217859
FBgn0000463	Dl		model of	DOID:162	cancer	FBal0048207	Dl[UAS.cDa]			is exacerbated by FLYBASE:ItgaPS4[KK105806]; FB:FBal0259400	FBrf0217859
FBgn0000463	Dl		model of	DOID:162	cancer	FBal0048207	Dl[UAS.cDa]			is exacerbated by FLYBASE:ct[dsRNA.cGa.UAS]; FB:FBal0220357	FBrf0217859
FBgn0000463	Dl		model of	DOID:162	cancer	FBal0048207	Dl[UAS.cDa]			is exacerbated by FLYBASE:mys[HMS00043]; FB:FBal0257083	FBrf0217859
FBgn0000463	Dl		model of	DOID:162	cancer	FBal0048207	Dl[UAS.cDa]			is exacerbated by FLYBASE:Not3[GD4068]; FB:FBal0209860	FBrf0220606
FBgn0000463	Dl		model of	DOID:162	cancer	FBal0048207	Dl[UAS.cDa]			is exacerbated by FLYBASE:Not3[KG10496]; FB:FBal0148147	FBrf0220606
FBgn0000463	Dl		model of	DOID:162	cancer	FBal0048207	Dl[UAS.cDa]			is exacerbated by FLYBASE:Not3[KK102144]; FB:FBal0231638	FBrf0220606
FBgn0000463	Dl		DOES NOT ameliorate	DOID:162	cancer	FBal0065272	Dl[DN.UAS]			modeled by FLYBASE:Hipk[UAS.Tag:HA]; FB:FBal0240413	FBrf0237780
FBgn0000463	Dl		model of	DOID:162	cancer	FBal0048207	Dl[UAS.cDa]			CEA with FLYBASE:Not1[GD9640]; FB:FBal0207779	FBrf0239832
FBgn0000463	Dl		model of	DOID:162	cancer	FBal0048207	Dl[UAS.cDa]			CEA with FLYBASE:Not3[GD4068]; FB:FBal0209860	FBrf0239832
FBgn0000463	Dl		model of	DOID:162	cancer	FBal0048207	Dl[UAS.cDa]			CEA with FLYBASE:Not3[KK102144]; FB:FBal0231638	FBrf0239832
FBgn0000463	Dl		model of	DOID:162	cancer	FBal0048207	Dl[UAS.cDa]			CEA with FLYBASE:Pop2[GD12804]; FB:FBal0208101	FBrf0239832
FBgn0000463	Dl		model of	DOID:162	cancer	FBal0048207	Dl[UAS.cDa]			CEA with FLYBASE:Rga[GL00386]; FB:FBal0262852	FBrf0239832
FBgn0000463	Dl		model of	DOID:162	cancer	FBal0048207	Dl[UAS.cDa]			CEA with FLYBASE:twin[KK108897]; FB:FBal0235908	FBrf0239832
FBgn0000463	Dl		model of	DOID:162	cancer	FBal0048207	Dl[UAS.cDa]			CEA with FLYBASE:lola[GS88A8]; FB:FBal0190040, FLYBASE:psq[GS88A8]; FB:FBal0192088	FBrf0241681
FBgn0000463	Dl		ameliorates	DOID:305	carcinoma	FBal0240836	Dl[JF02867]			modeled by FLYBASE:Egfr[UAS.cBa]; FB:FBal0090687, FLYBASE:psq[KK111691]; FB:FBal0237600	FBrf0245723
FBgn0000463	Dl		model of	DOID:12930	dilated cardiomyopathy	FBal0065272	Dl[DN.UAS]			CEA	FBrf0210603
FBgn0000463	Dl		model of	DOID:2531	hematologic cancer	FBal0048207	Dl[UAS.cDa]			CEA with FLYBASE:ct[dsRNA.cGa.UAS]; FB:FBal0220357, FLYBASE:lola[GS88A8]; FB:FBal0190040, FLYBASE:psq[GS88A8]; FB:FBal0192088	FBrf0217859
FBgn0000463	Dl		ameliorates	DOID:0050430	multiple endocrine neoplasia type 2A	FBal0002474	Dl[9P]			modeled by FLYBASE:Ret[MEN2A.GMR]; FB:FBal0189983	FBrf0190765
FBgn0000463	Dl		ameliorates	DOID:0050430	multiple endocrine neoplasia type 2A	FBal0083545	Dl[S049520]			modeled by FLYBASE:Ret[MEN2A.GMR]; FB:FBal0189983	FBrf0190765
FBgn0000463	Dl		ameliorates	DOID:10016	multiple endocrine neoplasia type 2B	FBal0002474	Dl[9P]			modeled by FLYBASE:Ret[MEN2B.GMR]; FB:FBal0190909	FBrf0190765
FBgn0000463	Dl		ameliorates	DOID:10016	multiple endocrine neoplasia type 2B	FBal0083545	Dl[S049520]			modeled by FLYBASE:Ret[MEN2B.GMR]; FB:FBal0190909	FBrf0190765
FBgn0000464	Lar		model of	DOID:14227	azoospermia	FBal0302960	Lar[dsRNA.UAS.THFC]			CEA	FBrf0227519
FBgn0000464	Lar		exacerbates	DOID:680	tauopathy	FBal0207480	Lar[GD14391]			modeled by FLYBASE:Hsap\MAPT[V337M.UAS]; FB:FBal0126525	FBrf0223922
FBgn0000464	Lar		exacerbates	DOID:680	tauopathy	FBal0263220	Lar[HMS00822]			modeled by FLYBASE:Hsap\MAPT[V337M.UAS]; FB:FBal0126525	FBrf0223922
FBgn0000473	Cyp6a2		model of	DOID:0112251	Ghosal hematodiaphyseal syndrome			HGNC:11609	TBXAS1	IEA	FBrf0241599
FBgn0000473	Cyp6a2		model of	DOID:10825	essential hypertension			HGNC:2638	CYP3A5	IEA	FBrf0241599
FBgn0000479	dnc		ameliorates	DOID:14330	Parkinson's disease	FBal0002713	dnc[1]			modeled by FLYBASE:Hsap\APP[Aβ42.UAS.Tag:SS(rPENK)]; FB:FBal0324739	FBrf0209556
FBgn0000479	dnc		model of	DOID:14669	acrodysostosis			HGNC:8783	PDE4D	IEA	FBrf0241599
FBgn0000479	dnc		ameliorates	DOID:14261	fragile X syndrome	FBal0002713	dnc[1]			modeled by FLYBASE:Fmr1[3]; FB:FBal0137500	FBrf0219485
FBgn0000479	dnc		ameliorates	DOID:14261	fragile X syndrome	FBal0002718	dnc[ML]			modeled by FLYBASE:Fmr1[3]; FB:FBal0137500	FBrf0219485
FBgn0000479	dnc		ameliorates	DOID:14261	fragile X syndrome	FBal0002713	dnc[1]			modeled by FLYBASE:Fmr1[FS]; FB:FBal0137499	FBrf0227263
FBgn0000479	dnc		ameliorates	DOID:8712	neurofibromatosis	FBal0002713	dnc[1]			modeled by FLYBASE:Nf1[E2]; FB:FBal0197115	FBrf0223429
FBgn0000479	dnc		ameliorates	DOID:8712	neurofibromatosis	FBal0002717	dnc[M14]			modeled by FLYBASE:Nf1[E2]; FB:FBal0197115	FBrf0223429
FBgn0000479	dnc		ameliorates	DOID:8712	neurofibromatosis	FBal0002718	dnc[ML]			modeled by FLYBASE:Nf1[E2]; FB:FBal0197115	FBrf0223429
FBgn0000479	dnc		ameliorates	DOID:8712	neurofibromatosis	FBal0235636	dnc[KK108541]			modeled by FLYBASE:Nf1[E2]; FB:FBal0197115	FBrf0223429
FBgn0000482	dor		model of	DOID:162	cancer	FBal0002736	dor[8]			CEA with FLYBASE:Ras85D[V12.UAS]; FB:FBal0060587	FBrf0211186
FBgn0000482	dor		model of	DOID:162	cancer	FBal0247336	dor[C107]			CEA with FLYBASE:Ras85D[V12.UAS]; FB:FBal0060587	FBrf0211186
FBgn0000482	dor		model of	DOID:162	cancer	FBal0247337	dor[D185]			CEA with FLYBASE:Ras85D[V12.UAS]; FB:FBal0060587	FBrf0211186
FBgn0000482	dor		ameliorates	DOID:1289	neurodegenerative disease	FBal0301187	dor[30]			modeled by FLYBASE:sky[2]; FB:FBal0258561	FBrf0226837
FBgn0000482	dor		ameliorates	DOID:1289	neurodegenerative disease	FBal0301188	dor[35]			modeled by FLYBASE:sky[2]; FB:FBal0258561	FBrf0226837
FBgn0000482	dor		ameliorates	DOID:1289	neurodegenerative disease	FBal0301189	dor[36]			modeled by FLYBASE:sky[2]; FB:FBal0258561	FBrf0226837
FBgn0000482	dor		ameliorates	DOID:8712	neurofibromatosis	FBal0002736	dor[8]			modeled by FLYBASE:Nf1[E2]; FB:FBal0197115	FBrf0223429
FBgn0000490	dpp		model of	DOID:0080591	Klippel-Feil syndrome 3			HGNC:4218	GDF3	IEA	FBrf0241599
FBgn0000490	dpp		ameliorates	DOID:0060728	NGLY1-deficiency	FBal0362401	dpp[HA-3NQ]			modeled by FLYBASE:Pngl[ex14]; FB:FBal0244826	FBrf0246343
FBgn0000490	dpp		exacerbates	DOID:2129	atypical teratoid rhabdoid tumor	FBal0266611	dpp[JF02455]			modeled by FLYBASE:Snr1[KK101602]; FB:FBal0231379	FBrf0241270
FBgn0000490	dpp		model of	DOID:0110965	brachydactyly type A2			HGNC:1069	BMP2	IEA	FBrf0241599
FBgn0000490	dpp		ameliorates	DOID:162	cancer	FBal0219809	dpp[JF01371]			modeled by FLYBASE:Egfr[UAS.cBa]; FB:FBal0090687, FLYBASE:psq[KK111691]; FB:FBal0237600	FBrf0225573
FBgn0000490	dpp		model of	DOID:0111029	hemochromatosis type 1			HGNC:1069	BMP2	IEA	FBrf0241599
FBgn0000490	dpp		model of	DOID:0060838	isolated microphthalmia 7			HGNC:4218	GDF3	IEA	FBrf0241599
FBgn0000490	dpp		model of	DOID:0050787	juvenile polyposis syndrome	FBal0248856	dpp[dsRNA.UAS.cUa]			CEA	FBrf0221791
FBgn0000490	dpp		model of	DOID:0060772	multiple types of congenital heart defects 6			HGNC:4214	GDF1	IEA	FBrf0241599
FBgn0000490	dpp		model of	DOID:0080404	orofacial cleft 11			HGNC:1071	BMP4	IEA	FBrf0241599
FBgn0000490	dpp		model of	DOID:0060856	right atrial isomerism			HGNC:4214	GDF1	IEA	FBrf0241599
FBgn0000490	dpp		model of	DOID:0111805	syndromic microphthalmia 6			HGNC:1071	BMP4	IEA	FBrf0241599
