gene_id,gene_name,hgnc_id,do_qualifier,do_id,do_term,allele_used_in_model_fbal,allele_used_in_model_symbol,orthology_with_hgnc_id,orthology_with_symbol,evidence,reference
FBgn0001138,grn,NA,model of,DOID:0111767,X-linked thrombocytopenia with beta-thalassemia,NA,NA,HGNC:4170,GATA1,IEA,FBrf0241599
FBgn0001138,grn,NA,model of,DOID:9119,acute myeloid leukemia,NA,NA,HGNC:4171,GATA2,IEA,FBrf0241599
FBgn0001138,grn,NA,model of,DOID:0060878,hypoparathyroidism-deafness-renal disease syndrome,NA,NA,HGNC:4172,GATA3,IEA,FBrf0241599
FBgn0001138,grn,NA,model of,DOID:0111947,immunodeficiency,NA,NA,HGNC:4171,GATA2,IEA,FBrf0241599
FBgn0001138,grn,NA,model of,DOID:0050908,myelodysplastic syndrome,NA,NA,HGNC:4171,GATA2,IEA,FBrf0241599
FBgn0001138,grn,NA,model of,DOID:1588,thrombocytopenia,NA,NA,HGNC:4170,GATA1,IEA,FBrf0241599
FBgn0001139,gro,NA,ameliorates,DOID:0060490,Schimke immuno-osseous dysplasia,FBal0005217,gro[1],NA,NA,modeled by FLYBASE:Marcal1[UAS.cBa]; FB:FBal0276695,FBrf0233913
FBgn0001147,gsb-n,NA,model of,DOID:0110948,Waardenburg syndrome,NA,NA,HGNC:8617,PAX3,IEA,FBrf0241599
FBgn0001147,gsb-n,NA,model of,DOID:0110949,Waardenburg syndrome,NA,NA,HGNC:8617,PAX3,IEA,FBrf0241599
FBgn0001147,gsb-n,NA,model of,DOID:4051,alveolar rhabdomyosarcoma,NA,NA,HGNC:8621,PAX7,IEA,FBrf0241599
FBgn0001147,gsb-n,NA,model of,DOID:4051,alveolar rhabdomyosarcoma,NA,NA,HGNC:8617,PAX3,IEA,FBrf0241599
FBgn0001147,gsb-n,NA,model of,DOID:0111336,craniofacial-deafness-hand syndrome,NA,NA,HGNC:8617,PAX3,IEA,FBrf0241599
FBgn0001148,gsb,NA,model of,DOID:0110948,Waardenburg syndrome,NA,NA,HGNC:8617,PAX3,IEA,FBrf0241599
FBgn0001148,gsb,NA,model of,DOID:0110949,Waardenburg syndrome,NA,NA,HGNC:8617,PAX3,IEA,FBrf0241599
FBgn0001148,gsb,NA,model of,DOID:4051,alveolar rhabdomyosarcoma,NA,NA,HGNC:8617,PAX3,IEA,FBrf0241599
FBgn0001148,gsb,NA,model of,DOID:0111336,craniofacial-deafness-hand syndrome,NA,NA,HGNC:8617,PAX3,IEA,FBrf0241599
FBgn0001168,h,NA,exacerbates,DOID:680,tauopathy,FBal0005318,h[1],NA,NA,modeled by FLYBASE:Hsap\MAPT[UAS.cWa]; FB:FBal0126526,FBrf0244983
FBgn0001169,H,NA,ameliorates,DOID:0060490,Schimke immuno-osseous dysplasia,FBal0005293,H[2],NA,NA,modeled by FLYBASE:Marcal1[UAS.cBa]; FB:FBal0276695,FBrf0233913
FBgn0001169,H,NA,ameliorates,DOID:0060490,Schimke immuno-osseous dysplasia,FBal0005294,H[3],NA,NA,modeled by FLYBASE:Marcal1[UAS.cBa]; FB:FBal0276695,FBrf0233913
FBgn0001174,halo,NA,exacerbates,DOID:1319,brain cancer,FBal0234019,halo[KK106139],NA,NA,modeled by FLYBASE:l(3)mbt[ts1]; FB:FBal0028387,FBrf0236531
FBgn0001179,hay,NA,model of,DOID:2962,Cockayne syndrome,FBal0005384,hay[nc2],NA,NA,CEA,FBrf0055584
FBgn0001179,hay,NA,model of,DOID:2962,Cockayne syndrome,FBal0031460,hay[nc2rv8],NA,NA,CEA,FBrf0055584
FBgn0001179,hay,NA,model of,DOID:2962,Cockayne syndrome,FBal0031462,hay[nc2rvP18],NA,NA,CEA,FBrf0055584
FBgn0001179,hay,NA,model of,DOID:0111869,photosensitive trichothiodystrophy,NA,NA,HGNC:3435,ERCC3,IEA,FBrf0241599
FBgn0001179,hay,NA,model of,DOID:0050427,xeroderma pigmentosum,FBal0005384,hay[nc2],NA,NA,CEA,FBrf0055584
FBgn0001179,hay,NA,model of,DOID:0050427,xeroderma pigmentosum,FBal0031460,hay[nc2rv8],NA,NA,CEA,FBrf0055584
FBgn0001179,hay,NA,model of,DOID:0050427,xeroderma pigmentosum,FBal0031462,hay[nc2rvP18],NA,NA,CEA,FBrf0055584
FBgn0001179,hay,NA,model of,DOID:0110850,xeroderma pigmentosum,NA,NA,HGNC:3435,ERCC3,IEA,FBrf0241599
FBgn0001180,hb,NA,exacerbates,DOID:2129,atypical teratoid rhabdoid tumor,FBal0234391,hb[KK106631],NA,NA,modeled by FLYBASE:Snr1[KK101602]; FB:FBal0231379,FBrf0241270
FBgn0001186,Hex-A,NA,model of,DOID:0110196,Charcot-Marie-Tooth disease,NA,NA,HGNC:4922,HK1,IEA,FBrf0241599
FBgn0001186,Hex-A,NA,model of,DOID:0070216,familial hyperinsulinemic hypoglycemia,NA,NA,HGNC:4195,GCK,IEA,FBrf0241599
FBgn0001186,Hex-A,NA,model of,DOID:4194,glucose metabolism disease,FBal0207283,Hex-A[GD9964],NA,NA,CEA,FBrf0247873
FBgn0001186,Hex-A,NA,model of,DOID:0111100,maturity-onset diabetes of the young,NA,NA,HGNC:4195,GCK,IEA,FBrf0241599
FBgn0001186,Hex-A,NA,model of,DOID:0060639,permanent neonatal diabetes mellitus,NA,NA,HGNC:4195,GCK,IEA,FBrf0241599
FBgn0001186,Hex-A,NA,model of,DOID:9352,type 2 diabetes mellitus,NA,NA,HGNC:4195,GCK,IEA,FBrf0241599
FBgn0001187,Hex-C,NA,model of,DOID:0070216,familial hyperinsulinemic hypoglycemia,NA,NA,HGNC:4195,GCK,IEA,FBrf0241599
FBgn0001187,Hex-C,NA,model of,DOID:4194,glucose metabolism disease,FBal0207284,Hex-C[GD12378],NA,NA,CEA,FBrf0247873
FBgn0001187,Hex-C,NA,model of,DOID:0111100,maturity-onset diabetes of the young,NA,NA,HGNC:4195,GCK,IEA,FBrf0241599
FBgn0001187,Hex-C,NA,model of,DOID:0060639,permanent neonatal diabetes mellitus,NA,NA,HGNC:4195,GCK,IEA,FBrf0241599
FBgn0001187,Hex-C,NA,model of,DOID:9352,type 2 diabetes mellitus,NA,NA,HGNC:4195,GCK,IEA,FBrf0241599
FBgn0001197,His2Av,NA,exacerbates,DOID:680,tauopathy,FBal0009530,His2Av[05146],NA,NA,modeled by FLYBASE:Hsap\MAPT[GMR.Ex.PJ]; FB:FBal0137485,FBrf0217690
FBgn0001202,hook,NA,exacerbates,DOID:0111227,chromosome 3-linked frontotemporal dementia,FBal0086542,hook[11],NA,NA,modeled by FLYBASE:Hsap\CHMP2B[Intron5.UAS]; FB:FBal0241178,FBrf0246588
FBgn0001202,hook,NA,exacerbates,DOID:0111227,chromosome 3-linked frontotemporal dementia,FBal0095357,hook[7],NA,NA,modeled by FLYBASE:Hsap\CHMP2B[Intron5.UAS]; FB:FBal0241178,FBrf0246588
FBgn0001202,hook,NA,exacerbates,DOID:0111227,chromosome 3-linked frontotemporal dementia,FBal0209693,hook[GD12598],NA,NA,modeled by FLYBASE:Hsap\CHMP2B[Intron5.UAS]; FB:FBal0241178,FBrf0246588
FBgn0001208,Hn,NA,model of,DOID:9281,phenylketonuria,NA,NA,HGNC:8582,PAH,IEA,FBrf0241599
FBgn0001215,Hrb98DE,NA,model of,DOID:0060211,amyotrophic lateral sclerosis,NA,NA,HGNC:5031,HNRNPA1,IEA,FBrf0241599
FBgn0001215,Hrb98DE,NA,ameliorates,DOID:0050879,fragile X-associated tremor/ataxia syndrome,FBal0279776,Hrb98DE[UAS.cSa],NA,NA,modeled by FLYBASE:Zzzz\CGG[90.UAS.EGFP]; FB:FBal0280774,FBrf0200897
FBgn0001215,Hrb98DE,NA,model of,DOID:0111384,inclusion body myopathy with early-onset Paget disease of bone with or without frontotemporal dementia,NA,NA,HGNC:5033,HNRNPA2B1,IEA,FBrf0241599
FBgn0001215,Hrb98DE,NA,model of,DOID:0111386,inclusion body myopathy with early-onset Paget disease of bone with or without frontotemporal dementia,NA,NA,HGNC:5031,HNRNPA1,IEA,FBrf0241599
FBgn0001215,Hrb98DE,NA,model of,DOID:423,myopathy,FBal0319287,Hrb98DE[D302V.UAS.Tag:FLAG],NA,NA,CEA,FBrf0231072
FBgn0001215,Hrb98DE,NA,model of,DOID:423,myopathy,FBal0319287,Hrb98DE[D302V.UAS.Tag:FLAG],NA,NA,is ameliorated by FLYBASE:mrj[UAS.WT.Tag:FLAG]; FB:FBal0319291,FBrf0231072
FBgn0001215,Hrb98DE,NA,exacerbates,DOID:1289,neurodegenerative disease,FBal0245541,Hrb98DE[JF01249],NA,NA,"modeled by FLYBASE:TBPH[GD6943]; FB:FBal0208690, FLYBASE:TBPH[&Dgr;23]; FB:FBal0221488",FBrf0224848
FBgn0001215,Hrb98DE,NA,model of,DOID:1289,neurodegenerative disease,FBal0245541,Hrb98DE[JF01249],NA,NA,CEA,FBrf0224848
FBgn0001215,Hrb98DE,NA,exacerbates,DOID:1289,neurodegenerative disease,FBal0245541,Hrb98DE[JF01249],NA,NA,modeled by FLYBASE:Zzzz\CGG[90.UAS.EGFP]; FB:FBal0280774,FBrf0226189
FBgn0001215,Hrb98DE,NA,ameliorates,DOID:1289,neurodegenerative disease,FBal0245541,Hrb98DE[JF01249],NA,NA,modeled by FLYBASE:TBPH[UAS.Tag:FLAG]; FB:FBal0221490,FBrf0236460
FBgn0001216,Hsc70-1,NA,ameliorates,DOID:1440,Machado-Joseph disease,FBal0207328,Hsc70-1[GD13532],NA,NA,modeled by FLYBASE:Hsap\ATXN3[tr.Q78.UAS.Tag:HA]; FB:FBal0090630,FBrf0219927
FBgn0001216,Hsc70-1,NA,exacerbates,DOID:162,cancer,FBal0257563,Hsc70-1[HMS00888],NA,NA,modeled by FLYBASE:Rbf[HMS03004]; FB:FBal0266576,FBrf0248245
FBgn0001218,Hsc70-3,NA,exacerbates,DOID:12858,Huntington's disease,FBal0060647,Hsc70-3[K97S.UAS],NA,NA,modeled by FLYBASE:Hsap\HTT[128Q.1-336.UAS]; FB:FBal0294194,FBrf0203043
FBgn0001218,Hsc70-3,NA,ameliorates,DOID:1440,Machado-Joseph disease,FBal0248158,Hsc70-3[HMS00397],NA,NA,modeled by FLYBASE:Hsap\ATXN3[tr.Q78.UAS.Tag:HA]; FB:FBal0090630,FBrf0230072
FBgn0001218,Hsc70-3,NA,ameliorates,DOID:1441,autosomal dominant cerebellar ataxia,FBal0098845,Hsc70-3[UAS.cEa],NA,NA,modeled by FLYBASE:Hsap\ATXN7[102Q.T.UAS.Tag:NLS(SV40-largeT)]; FB:FBal0290348,FBrf0192686
FBgn0001218,Hsc70-3,NA,ameliorates,DOID:0050467,erythrokeratodermia variabilis,FBal0098845,Hsc70-3[UAS.cEa],NA,NA,modeled by FLYBASE:Hsap\GJB3[F137L.UAS.Tag:MYC]; FB:FBal0316797,FBrf0229808
FBgn0001218,Hsc70-3,NA,exacerbates,DOID:14784,olivopontocerebellar atrophy,FBal0060647,Hsc70-3[K97S.UAS],NA,NA,modeled by FLYBASE:Hsap\ATXN1[82Q.UAS]; FB:FBal0119474,FBrf0203043
FBgn0001220,Hsc70-5,NA,model of,DOID:14330,Parkinson's disease,FBal0207334,Hsc70-5[GD13957],NA,NA,CEA,FBrf0251563
FBgn0001220,Hsc70-5,NA,model of,DOID:14330,Parkinson's disease,FBal0230627,Hsc70-5[KK100233],NA,NA,CEA,FBrf0251563
FBgn0001220,Hsc70-5,NA,model of,DOID:14330,Parkinson's disease,FBal0230627,Hsc70-5[KK100233],NA,NA,is ameliorated by FLYBASE:Atg101[HMS01349]; FB:FBal0257942,FBrf0251563
FBgn0001220,Hsc70-5,NA,model of,DOID:14330,Parkinson's disease,FBal0230627,Hsc70-5[KK100233],NA,NA,is ameliorated by FLYBASE:Atg12[JF02704]; FB:FBal0242291,FBrf0251563
FBgn0001220,Hsc70-5,NA,model of,DOID:14330,Parkinson's disease,FBal0230627,Hsc70-5[KK100233],NA,NA,is ameliorated by FLYBASE:Atg1[JF02273]; FB:FBal0220663,FBrf0251563
FBgn0001220,Hsc70-5,NA,model of,DOID:14330,Parkinson's disease,FBal0230627,Hsc70-5[KK100233],NA,NA,is ameliorated by FLYBASE:Atg5[JF02703]; FB:FBal0242290,FBrf0251563
FBgn0001220,Hsc70-5,NA,model of,DOID:14330,Parkinson's disease,FBal0230627,Hsc70-5[KK100233],NA,NA,is ameliorated by FLYBASE:Atg7[JF02787]; FB:FBal0242369,FBrf0251563
FBgn0001220,Hsc70-5,NA,model of,DOID:14330,Parkinson's disease,FBal0230627,Hsc70-5[KK100233],NA,NA,is ameliorated by FLYBASE:Atg8a[HMS01328]; FB:FBal0257921,FBrf0251563
FBgn0001220,Hsc70-5,NA,model of,DOID:14330,Parkinson's disease,FBal0230627,Hsc70-5[KK100233],NA,NA,is ameliorated by FLYBASE:Buffy[dsRNA.UAS]; FB:FBal0245185,FBrf0251563
FBgn0001220,Hsc70-5,NA,model of,DOID:14330,Parkinson's disease,FBal0230627,Hsc70-5[KK100233],NA,NA,is ameliorated by FLYBASE:DCTN1-p150[JF02803]; FB:FBal0242383,FBrf0251563
FBgn0001220,Hsc70-5,NA,model of,DOID:14330,Parkinson's disease,FBal0230627,Hsc70-5[KK100233],NA,NA,is ameliorated by FLYBASE:DCTN2-p50[HM05084]; FB:FBal0239414,FBrf0251563
FBgn0001220,Hsc70-5,NA,model of,DOID:14330,Parkinson's disease,FBal0230627,Hsc70-5[KK100233],NA,NA,is ameliorated by FLYBASE:Hsap\HSPA9[UAS.cZa]; FB:FBal0374150,FBrf0251563
FBgn0001220,Hsc70-5,NA,model of,DOID:14330,Parkinson's disease,FBal0230627,Hsc70-5[KK100233],NA,NA,is ameliorated by FLYBASE:Lrrk[HMS00456]; FB:FBal0248212,FBrf0251563
FBgn0001220,Hsc70-5,NA,model of,DOID:14330,Parkinson's disease,FBal0230627,Hsc70-5[KK100233],NA,NA,is ameliorated by FLYBASE:Vps15[GL00085]; FB:FBal0262571,FBrf0251563
FBgn0001220,Hsc70-5,NA,model of,DOID:14330,Parkinson's disease,FBal0230627,Hsc70-5[KK100233],NA,NA,is ameliorated by FLYBASE:dj-1β[JF01202]; FB:FBal0245494,FBrf0251563
FBgn0001220,Hsc70-5,NA,model of,DOID:14330,Parkinson's disease,FBal0230627,Hsc70-5[KK100233],NA,NA,is exacerbated by FLYBASE:Atg1[UAS.cSa]; FB:FBal0221315,FBrf0251563
FBgn0001220,Hsc70-5,NA,model of,DOID:14330,Parkinson's disease,FBal0230627,Hsc70-5[KK100233],NA,NA,is exacerbated by FLYBASE:EndoA[JF02758]; FB:FBal0242340,FBrf0251563
FBgn0001220,Hsc70-5,NA,model of,DOID:14330,Parkinson's disease,FBal0230627,Hsc70-5[KK100233],NA,NA,is exacerbated by FLYBASE:Eps-15[JF03257]; FB:FBal0242433,FBrf0251563
FBgn0001220,Hsc70-5,NA,model of,DOID:14330,Parkinson's disease,FBal0230627,Hsc70-5[KK100233],NA,NA,is exacerbated by FLYBASE:Rop[HM05140]; FB:FBal0240269,FBrf0251563
FBgn0001220,Hsc70-5,NA,model of,DOID:14330,Parkinson's disease,FBal0230627,Hsc70-5[KK100233],NA,NA,is exacerbated by FLYBASE:Rph[JF01970]; FB:FBal0219956,FBrf0251563
FBgn0001220,Hsc70-5,NA,model of,DOID:14330,Parkinson's disease,FBal0230627,Hsc70-5[KK100233],NA,NA,is exacerbated by FLYBASE:Sec15[JF02649]; FB:FBal0242238,FBrf0251563
FBgn0001220,Hsc70-5,NA,model of,DOID:14330,Parkinson's disease,FBal0230627,Hsc70-5[KK100233],NA,NA,is exacerbated by FLYBASE:Snap25[JF02615]; FB:FBal0239315,FBrf0251563
FBgn0001220,Hsc70-5,NA,model of,DOID:14330,Parkinson's disease,FBal0230627,Hsc70-5[KK100233],NA,NA,is exacerbated by FLYBASE:Sytβ[JF02593]; FB:FBal0239293,FBrf0251563
FBgn0001220,Hsc70-5,NA,model of,DOID:14330,Parkinson's disease,FBal0230627,Hsc70-5[KK100233],NA,NA,is exacerbated by FLYBASE:Syx7[JF02436]; FB:FBal0242142,FBrf0251563
FBgn0001220,Hsc70-5,NA,model of,DOID:14330,Parkinson's disease,FBal0230627,Hsc70-5[KK100233],NA,NA,is exacerbated by FLYBASE:VGlut[JF02689]; FB:FBal0242277,FBrf0251563
FBgn0001220,Hsc70-5,NA,model of,DOID:14330,Parkinson's disease,FBal0230627,Hsc70-5[KK100233],NA,NA,is exacerbated by FLYBASE:brp[dsRNA.UAS.cUa]; FB:FBal0347165,FBrf0251563
FBgn0001220,Hsc70-5,NA,model of,DOID:14330,Parkinson's disease,FBal0230627,Hsc70-5[KK100233],NA,NA,is exacerbated by FLYBASE:tko[HMS01695]; FB:FBal0278813,FBrf0251563
FBgn0001220,Hsc70-5,NA,ameliorates,DOID:0060198,amyotrophic lateral sclerosis,FBal0230627,Hsc70-5[KK100233],NA,NA,"modeled by FLYBASE:Hsap\FUS[WT.UAS.RFP(Unk),Tag:HA]; FB:FBal0285342",FBrf0240609
FBgn0001220,Hsc70-5,NA,model of,DOID:0060335,autosomal dominant sideroblastic anemia,NA,NA,HGNC:5244,HSPA9,IEA,FBrf0241599
FBgn0001220,Hsc70-5,NA,ameliorates,DOID:162,cancer,FBal0230627,Hsc70-5[KK100233],NA,NA,"modeled by FLYBASE:Dl[UAS.cDa]; FB:FBal0048207, FLYBASE:lola[GS88A8]; FB:FBal0190040, FLYBASE:psq[GS88A8]; FB:FBal0192088",FBrf0241681
FBgn0001220,Hsc70-5,NA,ameliorates,DOID:1289,neurodegenerative disease,FBal0367834,Hsc70-5[UAS.cPa],NA,NA,modeled by FLYBASE:Afg3l2[GD3606]; FB:FBal0205116,FBrf0247082
FBgn0001222,Hsf,NA,exacerbates,DOID:12858,Huntington's disease,FBal0207337,Hsf[GD16368],NA,NA,modeled by FLYBASE:Hsap\HTT[Q93.ex1.UAS]; FB:FBal0127292,FBrf0227003
FBgn0001222,Hsf,NA,exacerbates,DOID:1440,Machado-Joseph disease,FBal0207337,Hsf[GD16368],NA,NA,modeled by FLYBASE:Hsap\ATXN3[tr.Q78.UAS.Tag:HA]; FB:FBal0090630,FBrf0219927
FBgn0001222,Hsf,NA,model of,DOID:0110255,cataract 5 multiple types,NA,NA,HGNC:5227,HSF4,IEA,FBrf0241599
FBgn0001223,Hsp22,NA,model of,DOID:0110174,Charcot-Marie-Tooth disease axonal,NA,NA,HGNC:30171,HSPB8,IEA,FBrf0241599
FBgn0001223,Hsp22,NA,model of,DOID:0110250,cataract 16 multiple types,NA,NA,HGNC:2389,CRYAB,IEA,FBrf0241599
FBgn0001223,Hsp22,NA,model of,DOID:0110266,cataract 9 multiple types,NA,NA,HGNC:2388,CRYAA,IEA,FBrf0241599
FBgn0001223,Hsp22,NA,model of,DOID:0110450,dilated cardiomyopathy 1II,NA,NA,HGNC:2389,CRYAB,IEA,FBrf0241599
FBgn0001223,Hsp22,NA,model of,DOID:0111208,distal hereditary motor neuronopathy,NA,NA,HGNC:30171,HSPB8,IEA,FBrf0241599
FBgn0001223,Hsp22,NA,model of,DOID:0080309,fatal infantile hypertonic myofibrillar myopathy,NA,NA,HGNC:2389,CRYAB,IEA,FBrf0241599
FBgn0001223,Hsp22,NA,model of,DOID:0080093,myofibrillar myopathy,NA,NA,HGNC:2389,CRYAB,IEA,FBrf0241599
FBgn0001224,Hsp23,NA,model of,DOID:0110174,Charcot-Marie-Tooth disease axonal,NA,NA,HGNC:30171,HSPB8,IEA,FBrf0241599
FBgn0001224,Hsp23,NA,model of,DOID:0110250,cataract 16 multiple types,NA,NA,HGNC:2389,CRYAB,IEA,FBrf0241599
FBgn0001224,Hsp23,NA,model of,DOID:0110450,dilated cardiomyopathy 1II,NA,NA,HGNC:2389,CRYAB,IEA,FBrf0241599
FBgn0001224,Hsp23,NA,model of,DOID:0111208,distal hereditary motor neuronopathy,NA,NA,HGNC:30171,HSPB8,IEA,FBrf0241599
FBgn0001224,Hsp23,NA,model of,DOID:0111209,distal hereditary motor neuronopathy,NA,NA,HGNC:5248,HSPB3,IEA,FBrf0241599
FBgn0001224,Hsp23,NA,model of,DOID:0080309,fatal infantile hypertonic myofibrillar myopathy,NA,NA,HGNC:2389,CRYAB,IEA,FBrf0241599
FBgn0001224,Hsp23,NA,model of,DOID:0080093,myofibrillar myopathy,NA,NA,HGNC:2389,CRYAB,IEA,FBrf0241599
FBgn0001225,Hsp26,NA,ameliorates,DOID:4252,Alexander disease,FBal0283576,Hsp26[UAS.cWa],NA,NA,modeled by FLYBASE:Hsap\GFAP[R79H.UAS]; FB:FBal0283570,FBrf0213281
FBgn0001225,Hsp26,NA,model of,DOID:0110163,Charcot-Marie-Tooth disease axonal,NA,NA,HGNC:5246,HSPB1,IEA,FBrf0241599
FBgn0001225,Hsp26,NA,model of,DOID:0110174,Charcot-Marie-Tooth disease axonal,NA,NA,HGNC:30171,HSPB8,IEA,FBrf0241599
FBgn0001225,Hsp26,NA,ameliorates,DOID:2316,brain ischemia,FBal0369138,Hsp26[UAS.cUa],NA,NA,modeled by FLYBASE:Mmus\Gria1[Lc.UAS]; FB:FBal0293685,FBrf0236164
FBgn0001225,Hsp26,NA,model of,DOID:0110250,cataract 16 multiple types,NA,NA,HGNC:2389,CRYAB,IEA,FBrf0241599
FBgn0001225,Hsp26,NA,model of,DOID:0110266,cataract 9 multiple types,NA,NA,HGNC:2388,CRYAA,IEA,FBrf0241599
FBgn0001225,Hsp26,NA,model of,DOID:0110450,dilated cardiomyopathy 1II,NA,NA,HGNC:2389,CRYAB,IEA,FBrf0241599
FBgn0001225,Hsp26,NA,model of,DOID:0111208,distal hereditary motor neuronopathy,NA,NA,HGNC:30171,HSPB8,IEA,FBrf0241599
FBgn0001225,Hsp26,NA,model of,DOID:0111209,distal hereditary motor neuronopathy,NA,NA,HGNC:5248,HSPB3,IEA,FBrf0241599
FBgn0001225,Hsp26,NA,model of,DOID:0111207,distal hereditary motor neuropathy,NA,NA,HGNC:5246,HSPB1,IEA,FBrf0241599
FBgn0001225,Hsp26,NA,model of,DOID:0080309,fatal infantile hypertonic myofibrillar myopathy,NA,NA,HGNC:2389,CRYAB,IEA,FBrf0241599
FBgn0001225,Hsp26,NA,model of,DOID:0080093,myofibrillar myopathy,NA,NA,HGNC:2389,CRYAB,IEA,FBrf0241599
FBgn0001226,Hsp27,NA,ameliorates,DOID:4252,Alexander disease,FBal0283577,Hsp27[UAS.cWa],NA,NA,modeled by FLYBASE:Hsap\GFAP[R79H.UAS]; FB:FBal0283570,FBrf0213281
FBgn0001226,Hsp27,NA,model of,DOID:0110163,Charcot-Marie-Tooth disease axonal,NA,NA,HGNC:5246,HSPB1,IEA,FBrf0241599
FBgn0001226,Hsp27,NA,ameliorates,DOID:2316,brain ischemia,FBal0369140,Hsp27[UAS.cUa],NA,NA,modeled by FLYBASE:Mmus\Gria1[Lc.UAS]; FB:FBal0293685,FBrf0236164
FBgn0001226,Hsp27,NA,model of,DOID:0110250,cataract 16 multiple types,NA,NA,HGNC:2389,CRYAB,IEA,FBrf0241599
FBgn0001226,Hsp27,NA,model of,DOID:0110266,cataract 9 multiple types,NA,NA,HGNC:2388,CRYAA,IEA,FBrf0241599
FBgn0001226,Hsp27,NA,model of,DOID:0110450,dilated cardiomyopathy 1II,NA,NA,HGNC:2389,CRYAB,IEA,FBrf0241599
FBgn0001226,Hsp27,NA,model of,DOID:0111207,distal hereditary motor neuropathy,NA,NA,HGNC:5246,HSPB1,IEA,FBrf0241599
FBgn0001226,Hsp27,NA,model of,DOID:0080309,fatal infantile hypertonic myofibrillar myopathy,NA,NA,HGNC:2389,CRYAB,IEA,FBrf0241599
FBgn0001226,Hsp27,NA,model of,DOID:0080093,myofibrillar myopathy,NA,NA,HGNC:2389,CRYAB,IEA,FBrf0241599
FBgn0001226,Hsp27,NA,ameliorates,DOID:1289,neurodegenerative disease,FBal0183168,Hsp27[UAS.Tag:HA],NA,NA,modeled by FLYBASE:Zzzz\CAG[41Q.UAS.Tag:HA]; FB:FBal0243413,FBrf0219012
FBgn0001226,Hsp27,NA,exacerbates,DOID:1289,neurodegenerative disease,FBal0207339,Hsp27[GD11327],NA,NA,modeled by FLYBASE:Zzzz\CAG[41Q.UAS.Tag:HA]; FB:FBal0243413,FBrf0219012
FBgn0001227,Hsp67Ba,NA,model of,DOID:0110163,Charcot-Marie-Tooth disease axonal,NA,NA,HGNC:5246,HSPB1,IEA,FBrf0241599
FBgn0001227,Hsp67Ba,NA,model of,DOID:0110174,Charcot-Marie-Tooth disease axonal,NA,NA,HGNC:30171,HSPB8,IEA,FBrf0241599
FBgn0001227,Hsp67Ba,NA,model of,DOID:0110250,cataract 16 multiple types,NA,NA,HGNC:2389,CRYAB,IEA,FBrf0241599
FBgn0001227,Hsp67Ba,NA,model of,DOID:0110266,cataract 9 multiple types,NA,NA,HGNC:2388,CRYAA,IEA,FBrf0241599
FBgn0001227,Hsp67Ba,NA,model of,DOID:0110450,dilated cardiomyopathy 1II,NA,NA,HGNC:2389,CRYAB,IEA,FBrf0241599
FBgn0001227,Hsp67Ba,NA,model of,DOID:0111208,distal hereditary motor neuronopathy,NA,NA,HGNC:30171,HSPB8,IEA,FBrf0241599
FBgn0001227,Hsp67Ba,NA,model of,DOID:0111209,distal hereditary motor neuronopathy,NA,NA,HGNC:5248,HSPB3,IEA,FBrf0241599
FBgn0001227,Hsp67Ba,NA,model of,DOID:0111207,distal hereditary motor neuropathy,NA,NA,HGNC:5246,HSPB1,IEA,FBrf0241599
FBgn0001227,Hsp67Ba,NA,model of,DOID:0080309,fatal infantile hypertonic myofibrillar myopathy,NA,NA,HGNC:2389,CRYAB,IEA,FBrf0241599
FBgn0001227,Hsp67Ba,NA,model of,DOID:0080093,myofibrillar myopathy,NA,NA,HGNC:2389,CRYAB,IEA,FBrf0241599
FBgn0001229,Hsp67Bc,NA,model of,DOID:0110174,Charcot-Marie-Tooth disease axonal,FBal0343936,Hsp67Bc[R126N.UASp.Venus],NA,NA,CEA,FBrf0240374
FBgn0001229,Hsp67Bc,NA,model of,DOID:0110174,Charcot-Marie-Tooth disease axonal,NA,NA,HGNC:30171,HSPB8,IEA,FBrf0241599
FBgn0001229,Hsp67Bc,NA,ameliorates,DOID:332,amyotrophic lateral sclerosis,FBal0248463,Hsp67Bc[UAS.Tag:V5],NA,NA,modeled by FLYBASE:Hsap\TARDBP[M337V.UAS.Tag:MYC]; FB:FBal0261050,FBrf0234619
FBgn0001229,Hsp67Bc,NA,model of,DOID:0110266,cataract 9 multiple types,NA,NA,HGNC:2388,CRYAA,IEA,FBrf0241599
FBgn0001229,Hsp67Bc,NA,model of,DOID:0111208,distal hereditary motor neuronopathy,FBal0343937,Hsp67Bc[R126E.UASp.Venus],NA,NA,CEA,FBrf0240374
FBgn0001229,Hsp67Bc,NA,model of,DOID:0111208,distal hereditary motor neuronopathy,NA,NA,HGNC:30171,HSPB8,IEA,FBrf0241599
FBgn0001229,Hsp67Bc,NA,model of,DOID:0111209,distal hereditary motor neuronopathy,NA,NA,HGNC:5248,HSPB3,IEA,FBrf0241599
FBgn0001229,Hsp67Bc,NA,ameliorates,DOID:1289,neurodegenerative disease,FBal0248463,Hsp67Bc[UAS.Tag:V5],NA,NA,modeled by FLYBASE:Hsap\TARDBP[NLSmut.UAS.Tag:MYC]; FB:FBal0261047,FBrf0234619
FBgn0001229,Hsp67Bc,NA,ameliorates,DOID:1289,neurodegenerative disease,FBal0248463,Hsp67Bc[UAS.Tag:V5],NA,NA,modeled by FLYBASE:Hsap\TARDBP[TDP-35.UAS.Tag:HA]; FB:FBal0325712,FBrf0234619
