mmus_gene_id,mmus_gene_name,dmel_gene_id,dmel_gene_name,diopt_score
ENSMUSG00000024785,Rcl1,FBgn0020909,Rtc1,15
ENSMUSG00000060036,Rpl3,FBgn0020910,RpL3,15
ENSMUSG00000002500,Rpl3l,FBgn0020910,RpL3,13
ENSMUSG00000028023,Pitx2,FBgn0020912,Ptx1,10
ENSMUSG00000000276,Dgke,FBgn0020930,Dgkepsilon,14
ENSMUSG00000070699,Sars2,FBgn0021750,SerRS-m,16
ENSMUSG00000064302,Clasp1,FBgn0021760,chb,16
ENSMUSG00000033392,Clasp2,FBgn0021760,chb,15
ENSMUSG00000022142,Nup155,FBgn0021761,Nup154,16
ENSMUSG00000041592,Sdk2,FBgn0021764,sdk,14
ENSMUSG00000039683,Sdk1,FBgn0021764,sdk,12
ENSMUSG00000025260,Hsd17b10,FBgn0021765,scu,16
ENSMUSG00000009097,Tbx1,FBgn0021767,org-1,12
ENSMUSG00000037477,Tbx10,FBgn0021767,org-1,11
ENSMUSG00000028851,Nudc,FBgn0021768,nudC,15
ENSMUSG00000002014,Ssr4,FBgn0021795,Tapdelta,16
ENSMUSG00000028991,Mtor,FBgn0021796,Tor,16
ENSMUSG00000115987,Vps28,FBgn0021814,Vps28,14
ENSMUSG00000025410,Dctn2,FBgn0021825,DCTN2-p50,17
ENSMUSG00000036918,Ttc7,FBgn0021847,Ttc7,14
ENSMUSG00000033530,Ttc7b,FBgn0021847,Ttc7,13
ENSMUSG00000042709,Atpaf2,FBgn0021856,l(2)k14505,15
ENSMUSG00000020484,Xbp1,FBgn0021872,Xbp1,8
ENSMUSG00000020692,Nle1,FBgn0021874,Nle,15
ENSMUSG00000014771,Pdcd2,FBgn0021875,Zfrp8,17
ENSMUSG00000001158,Snrnp27,FBgn0021895,ytr,12
ENSMUSG00000038462,Uqcrfs1,FBgn0021906,RFeSP,15
ENSMUSG00000022742,Cpox,FBgn0021944,Coprox,16
ENSMUSG00000040048,Ndufb10,FBgn0021967,ND-PDSW,16
ENSMUSG00000017999,Ddx27,FBgn0021995,Rs1,14
ENSMUSG00000022312,Eif3h,FBgn0022023,eIF3h,15
ENSMUSG00000078656,Vps25,FBgn0022027,Vps25,16
ENSMUSG00000089917,Uckl1,FBgn0022029,l(2)k01209,15
ENSMUSG00000058392,Rrp1b,FBgn0022069,Nnp-1,14
ENSMUSG00000061032,Rrp1,FBgn0022069,Nnp-1,13
ENSMUSG00000021114,Atp6v1d,FBgn0022097,Vha36-1,15
ENSMUSG00000020747,Tmem94,FBgn0022153,l(2)k05819,15
ENSMUSG00000026827,Gpd2,FBgn0022160,Gpo1,14
ENSMUSG00000002718,Cse1l,FBgn0022213,Cse1,16
ENSMUSG00000084786,Ubl5,FBgn0022224,ubl,15
ENSMUSG00000113489,Ubl5b,FBgn0022224,ubl,12
ENSMUSG00000113951,Ubl5c,FBgn0022224,ubl,11
ENSMUSG00000053801,Grwd1,FBgn0022288,l(2)09851,15
ENSMUSG00000035824,Tk2,FBgn0022338,dnk,17
ENSMUSG00000028710,Atpaf1,FBgn0022344,CG10340,14
ENSMUSG00000027227,Sord,FBgn0022359,Sodh-2,16
ENSMUSG00000043991,Pura,FBgn0022361,Pur-alpha,16
ENSMUSG00000094483,Purb,FBgn0022361,Pur-alpha,15
ENSMUSG00000049184,Purg,FBgn0022361,Pur-alpha,11
ENSMUSG00000032601,Prkar2a,FBgn0022382,Pka-R2,16
ENSMUSG00000002997,Prkar2b,FBgn0022382,Pka-R2,15
ENSMUSG00000062778,Chia1,FBgn0022700,Cht4,10
ENSMUSG00000026817,Ak1,FBgn0022709,Adk1,14
ENSMUSG00000005580,Adcy9,FBgn0022710,Ac13E,17
ENSMUSG00000023980,Taf8,FBgn0022724,Taf8,15
ENSMUSG00000042557,Sin3a,FBgn0022764,Sin3A,15
ENSMUSG00000031622,Sin3b,FBgn0022764,Sin3A,13
ENSMUSG00000020525,Ppm1d,FBgn0022768,Pp2C1,12
ENSMUSG00000030934,Oat,FBgn0022774,Oat,17
ENSMUSG00000022702,Hira,FBgn0022786,Hira,16
ENSMUSG00000040565,Btaf1,FBgn0022787,Hel89B,17
ENSMUSG00000021548,Ccnh,FBgn0022936,CycH,17
ENSMUSG00000028330,Ncbp1,FBgn0022942,Cbp80,15
ENSMUSG00000022774,Ncbp2,FBgn0022943,Cbp20,16
ENSMUSG00000018554,Ybx2,FBgn0022959,yps,12
ENSMUSG00000028639,Ybx1,FBgn0022959,yps,12
ENSMUSG00000030189,Ybx3,FBgn0022959,yps,12
ENSMUSG00000028149,Rap1gds1,FBgn0022960,vimar,15
ENSMUSG00000020704,Asic2,FBgn0022981,rpk,10
ENSMUSG00000022332,Khdrbs3,FBgn0022984,qkr58E-3,11
ENSMUSG00000028790,Khdrbs1,FBgn0022984,qkr58E-3,10
ENSMUSG00000022332,Khdrbs3,FBgn0022986,qkr58E-1,10
ENSMUSG00000022332,Khdrbs3,FBgn0022987,qkr54B,13
ENSMUSG00000028790,Khdrbs1,FBgn0022987,qkr54B,12
ENSMUSG00000026058,Khdrbs2,FBgn0022987,qkr54B,10
ENSMUSG00000027831,Veph1,FBgn0023001,melt,16
ENSMUSG00000022304,Dpys,FBgn0023023,CRMP,18
ENSMUSG00000024501,Dpysl3,FBgn0023023,CRMP,14
ENSMUSG00000025478,Dpysl4,FBgn0023023,CRMP,13
ENSMUSG00000026077,Npas2,FBgn0023076,Clk,12
ENSMUSG00000029238,Clock,FBgn0023076,Clk,12
ENSMUSG00000026490,Cdc42bpa,FBgn0023081,gek,16
ENSMUSG00000021279,Cdc42bpb,FBgn0023081,gek,14
ENSMUSG00000024769,Cdc42bpg,FBgn0023081,gek,12
ENSMUSG00000027030,Stk39,FBgn0023083,fray,14
ENSMUSG00000036737,Oxsr1,FBgn0023083,fray,14
ENSMUSG00000031831,Dnaaf1,FBgn0023090,dtr,10
ENSMUSG00000052271,Bhlha15,FBgn0023091,dimm,11
ENSMUSG00000055116,Arntl,FBgn0023094,cyc,15
ENSMUSG00000040187,Arntl2,FBgn0023094,cyc,13
ENSMUSG00000047193,Dync2h1,FBgn0023096,btv,15
ENSMUSG00000029833,Trim24,FBgn0023097,bon,12
ENSMUSG00000033014,Trim33,FBgn0023097,bon,11
ENSMUSG00000029446,Psph,FBgn0023129,aay,16
ENSMUSG00000001924,Uba1,FBgn0023143,Uba1,15
ENSMUSG00000069053,Uba1y,FBgn0023143,Uba1,12
ENSMUSG00000020180,Snrpd3,FBgn0023167,SmD3,16
ENSMUSG00000028518,Prkaa2,FBgn0023169,AMPKalpha,15
ENSMUSG00000050697,Prkaa1,FBgn0023169,AMPKalpha,13
ENSMUSG00000079641,Rpl39,FBgn0023170,RpL39,14
ENSMUSG00000039209,Rpl39l,FBgn0023170,RpL39,13
ENSMUSG00000020630,Rnaseh1,FBgn0023171,rnh1,16
ENSMUSG00000059495,Arhgef12,FBgn0023172,RhoGEF2,13
ENSMUSG00000040940,Arhgef1,FBgn0023172,RhoGEF2,12
ENSMUSG00000041977,Arhgef11,FBgn0023172,RhoGEF2,12
ENSMUSG00000026750,Psmb7,FBgn0023174,Prosbeta2,16
ENSMUSG00000031897,Psmb10,FBgn0023174,Prosbeta2,10
ENSMUSG00000060073,Psma3,FBgn0023175,Prosalpha7,17
ENSMUSG00000030697,Ppp4c,FBgn0023177,Pp4-19C,18
ENSMUSG00000027419,Pcsk2,FBgn0023179,amon,17
ENSMUSG00000031697,Orc6,FBgn0023180,Orc6,13
ENSMUSG00000026761,Orc4,FBgn0023181,Orc4,14
ENSMUSG00000055839,Elob,FBgn0023212,EloB,15
ENSMUSG00000057534,Elobl,FBgn0023212,EloB,11
ENSMUSG00000028760,Eif4g3,FBgn0023213,eIF4G1,14
ENSMUSG00000045983,Eif4g1,FBgn0023213,eIF4G1,12
ENSMUSG00000000282,Mnt,FBgn0023215,Mnt,8
ENSMUSG00000021911,Parg,FBgn0023216,Parg,14
ENSMUSG00000022957,Itsn1,FBgn0023388,Dap160,18
ENSMUSG00000020640,Itsn2,FBgn0023388,Dap160,15
ENSMUSG00000020654,Adcy3,FBgn0023416,Ac3,14
ENSMUSG00000040728,Esrp1,FBgn0023441,fus,13
ENSMUSG00000084128,Esrp2,FBgn0023441,fus,13
ENSMUSG00000041268,Dmxl2,FBgn0023458,Rbcn-3A,16
ENSMUSG00000037416,Dmxl1,FBgn0023458,Rbcn-3A,13
ENSMUSG00000025503,Taldo1,FBgn0023477,Taldo,15
ENSMUSG00000024781,Lipa,FBgn0023495,Lip3,16
ENSMUSG00000024766,Lipo3,FBgn0023495,Lip3,14
ENSMUSG00000024768,Lipf,FBgn0023495,Lip3,14
ENSMUSG00000024771,Lipk,FBgn0023495,Lip3,14
ENSMUSG00000056078,Lipm,FBgn0023495,Lip3,14
ENSMUSG00000087303,Lipo2,FBgn0023495,Lip3,14
ENSMUSG00000024766,Lipo3,FBgn0023496,Lip1,12
ENSMUSG00000024768,Lipf,FBgn0023496,Lip1,12
ENSMUSG00000024781,Lipa,FBgn0023496,Lip1,12
ENSMUSG00000087303,Lipo2,FBgn0023496,Lip1,12
ENSMUSG00000003527,Ess2,FBgn0023506,Es2,17
ENSMUSG00000073609,D2hgdh,FBgn0023507,D2hgdh,16
ENSMUSG00000001173,Ocrl,FBgn0023508,Ocrl,14
ENSMUSG00000028894,Inpp5b,FBgn0023508,Ocrl,14
ENSMUSG00000058729,Lin9,FBgn0023509,mip130,11
ENSMUSG00000040560,Wdr7,FBgn0023510,Rbcn-3B,17
ENSMUSG00000038312,Edem2,FBgn0023511,Edem1,12
ENSMUSG00000003235,Eif2b5,FBgn0023512,eIF2Bepsilon,15
ENSMUSG00000045751,Mms22l,FBgn0023513,CG14803,12
ENSMUSG00000035754,Wdr18,FBgn0023514,CG14805,16
ENSMUSG00000005069,Pex5,FBgn0023516,Pex5,16
ENSMUSG00000029500,Pgam5,FBgn0023517,Pgam5,14
ENSMUSG00000038056,Kmt2c,FBgn0023518,trr,12
ENSMUSG00000024683,Mrpl16,FBgn0023519,mRpL16,16
ENSMUSG00000002210,Smg9,FBgn0023520,CG3857,11
ENSMUSG00000073775,Kti12,FBgn0023521,CG3587,15
ENSMUSG00000024726,Carnmt1,FBgn0023522,CG11596,17
ENSMUSG00000041747,Utp15,FBgn0023527,CG3071,16
ENSMUSG00000032307,Ube2q2,FBgn0023528,CG2924,15
ENSMUSG00000042572,Ube2q1,FBgn0023528,CG2924,14
ENSMUSG00000045291,E330021D16Rik,FBgn0023528,CG2924,11
ENSMUSG00000032115,Hyou1,FBgn0023529,CG2918,16
ENSMUSG00000054676,1600014C10Rik,FBgn0023530,CG3740,13
ENSMUSG00000038453,Srcin1,FBgn0023531,CG32809,12
ENSMUSG00000036617,Etl4,FBgn0023531,CG32809,11
ENSMUSG00000021125,Arg2,FBgn0023535,arg,16
ENSMUSG00000019987,Arg1,FBgn0023535,arg,15
ENSMUSG00000031974,Abcb10,FBgn0023536,CG3156,18
ENSMUSG00000021238,Aldh6a1,FBgn0023537,CG17896,16
ENSMUSG00000042895,Abra,FBgn0023540,CG3630,10
ENSMUSG00000079057,Cyp4v3,FBgn0023541,Cyp4d14,9
ENSMUSG00000027787,Nmd3,FBgn0023542,Nmd3,15
ENSMUSG00000039047,Pigk,FBgn0023545,PIG-K,16
ENSMUSG00000009378,Slc16a12,FBgn0023549,Mct1,13
ENSMUSG00000027896,Slc16a4,FBgn0023549,Mct1,10
ENSMUSG00000030759,Far1,FBgn0023550,FarO,8
ENSMUSG00000022376,Adcy8,FBgn0024150,Ac78C,10
ENSMUSG00000067336,Bmpr2,FBgn0024179,wit,13
ENSMUSG00000029208,Guf1,FBgn0024182,waw,14
ENSMUSG00000036371,Serbp1,FBgn0024183,vig,14
ENSMUSG00000021476,Habp4,FBgn0024183,vig,12
ENSMUSG00000020859,Spag9,FBgn0024187,syd,16
ENSMUSG00000024163,Mapk8ip3,FBgn0024187,syd,16
ENSMUSG00000022698,Naa50,FBgn0024188,san,15
ENSMUSG00000006649,Nphs1,FBgn0024189,sns,17
ENSMUSG00000029345,Tfip11,FBgn0024191,sip1,17
ENSMUSG00000037375,Hhat,FBgn0024194,rasp,17
ENSMUSG00000034467,Dynlrb2,FBgn0024196,robl,18
ENSMUSG00000047459,Dynlrb1,FBgn0024196,robl,10
ENSMUSG00000025199,Chuk,FBgn0024222,IKKbeta,13
ENSMUSG00000031537,Ikbkb,FBgn0024222,IKKbeta,11
ENSMUSG00000070837,Aurkc,FBgn0024227,aurB,10
ENSMUSG00000040151,Hs2st1,FBgn0024230,Hs2st,17
ENSMUSG00000008999,Bmp7,FBgn0024234,gbb,14
ENSMUSG00000002384,Bmp8b,FBgn0024234,gbb,13
ENSMUSG00000032726,Bmp8a,FBgn0024234,gbb,13
ENSMUSG00000025986,Slc39a10,FBgn0024236,foi,13
ENSMUSG00000024270,Slc39a6,FBgn0024236,foi,11
ENSMUSG00000016382,Pls3,FBgn0024238,Fim,17
ENSMUSG00000021998,Lcp1,FBgn0024238,Fim,17
ENSMUSG00000049493,Pls1,FBgn0024238,Fim,13
ENSMUSG00000032547,Ryk,FBgn0024245,dnt,15
ENSMUSG00000038894,Irs2,FBgn0024248,chico,12
ENSMUSG00000055980,Irs1,FBgn0024248,chico,11
ENSMUSG00000022641,Bbx,FBgn0024251,bbx,9
ENSMUSG00000031165,Was,FBgn0024273,WASp,13
ENSMUSG00000029684,Wasl,FBgn0024273,WASp,12
ENSMUSG00000022263,Trio,FBgn0024277,trio,14
ENSMUSG00000061751,Kalrn,FBgn0024277,trio,14
ENSMUSG00000032621,Srek1,FBgn0024285,Srp54,11
ENSMUSG00000055436,Srsf11,FBgn0024285,Srp54,10
ENSMUSG00000033006,Sox10,FBgn0024288,Sox100B,10
ENSMUSG00000027227,Sord,FBgn0024289,Sodh-1,16
ENSMUSG00000020063,Sirt1,FBgn0024291,Sirt1,15
ENSMUSG00000079049,Serpinb1c,FBgn0024294,Spn43Aa,10
ENSMUSG00000028577,Plaa,FBgn0024314,Plap,17
ENSMUSG00000049624,Slc17a5,FBgn0024315,Picot,8
ENSMUSG00000024413,Npc1,FBgn0024320,Npc1a,16
ENSMUSG00000033352,Map2k4,FBgn0024326,Mkk4,18
ENSMUSG00000014426,Map3k4,FBgn0024329,Mekk1,16
ENSMUSG00000002679,Med6,FBgn0024330,MED6,15
ENSMUSG00000024966,Stip1,FBgn0024352,Stip1,13
ENSMUSG00000024234,Mtpap,FBgn0024360,MTPAP,15
ENSMUSG00000036282,Naa30,FBgn0024362,Naa30A,10
ENSMUSG00000045624,Esf1,FBgn0024364,CG11417,16
ENSMUSG00000035506,Slc12a8,FBgn0024365,CG12773,17
ENSMUSG00000000579,Dynlt1c,FBgn0024432,Dlc90F,16
ENSMUSG00000092074,Dynlt1a,FBgn0024432,Dlc90F,16
ENSMUSG00000096255,Dynlt1b,FBgn0024432,Dlc90F,16
ENSMUSG00000021963,Sap18,FBgn0024491,Bin1,17
ENSMUSG00000030298,Sec13,FBgn0024509,Sec13,15
ENSMUSG00000027284,Cdan1,FBgn0024510,dlt,13
ENSMUSG00000039804,Ncoa5,FBgn0024542,Neos,12
ENSMUSG00000041846,Ppp4r3a,FBgn0024555,flfl,16
ENSMUSG00000020463,Ppp4r3b,FBgn0024555,flfl,15
ENSMUSG00000079513,4932429P05Rik,FBgn0024555,flfl,10
ENSMUSG00000073838,Tufm,FBgn0024556,mEFTu1,13
ENSMUSG00000033554,Dph5,FBgn0024558,Dph5,15
ENSMUSG00000035933,Cog5,FBgn0024689,fws,15
ENSMUSG00000034022,Cpsf1,FBgn0024698,Cpsf160,16
ENSMUSG00000002006,Pdzd4,FBgn0024728,Slip1,13
ENSMUSG00000036218,Pdzrn4,FBgn0024728,Slip1,13
ENSMUSG00000035357,Pdzrn3,FBgn0024728,Slip1,12
ENSMUSG00000008682,Rpl10,FBgn0024733,RpL10,15
ENSMUSG00000060499,Rpl10l,FBgn0024733,RpL10,14
ENSMUSG00000058443,Rpl10-ps3,FBgn0024733,RpL10,12
ENSMUSG00000028788,Ptp4a2,FBgn0024734,PRL-1,15
ENSMUSG00000026064,Ptp4a1,FBgn0024734,PRL-1,14
ENSMUSG00000117310,Ptp4a1,FBgn0024734,PRL-1,14
ENSMUSG00000059714,Flot1,FBgn0024754,Flo1,16
ENSMUSG00000015023,Ddx19a,FBgn0024804,Dbp80,15
ENSMUSG00000033658,Ddx19b,FBgn0024804,Dbp80,14
ENSMUSG00000032101,Ddx25,FBgn0024804,Dbp80,13
ENSMUSG00000023026,Dip2b,FBgn0024806,DIP2,16
ENSMUSG00000048264,Dip2c,FBgn0024806,DIP2,14
ENSMUSG00000020231,Dip2a,FBgn0024806,DIP2,12
ENSMUSG00000017776,Crk,FBgn0024811,Crk,16
ENSMUSG00000006134,Crkl,FBgn0024811,Crk,15
ENSMUSG00000047547,Cltb,FBgn0024814,Clc,16
ENSMUSG00000028478,Clta,FBgn0024814,Clc,15
ENSMUSG00000003033,Ap1m1,FBgn0024833,AP-1mu,15
ENSMUSG00000003309,Ap1m2,FBgn0024833,AP-1mu,11
ENSMUSG00000023473,Celsr3,FBgn0024836,stan,16
ENSMUSG00000016028,Celsr1,FBgn0024836,stan,15
ENSMUSG00000068740,Celsr2,FBgn0024836,stan,14
ENSMUSG00000020098,Pcbd1,FBgn0024841,Pcd,15
ENSMUSG00000021496,Pcbd2,FBgn0024841,Pcd,12
ENSMUSG00000053436,Mapk14,FBgn0024846,p38b,16
ENSMUSG00000053137,Mapk11,FBgn0024846,p38b,13
ENSMUSG00000037262,Kin,FBgn0024887,kin17,16
ENSMUSG00000003731,Kpna6,FBgn0024889,Kap-alpha1,17
ENSMUSG00000022905,Kpna1,FBgn0024889,Kap-alpha1,15
ENSMUSG00000009596,Taf7l,FBgn0024909,Taf7,13
ENSMUSG00000051316,Taf7,FBgn0024909,Taf7,13
ENSMUSG00000074734,Taf7l2,FBgn0024909,Taf7,12
ENSMUSG00000054612,Mgmt,FBgn0024912,agt,11
ENSMUSG00000041324,Inhba,FBgn0024913,Actbeta,12
ENSMUSG00000037035,Inhbb,FBgn0024913,Actbeta,11
ENSMUSG00000025747,Tyms,FBgn0024920,Ts,15
ENSMUSG00000009470,Tnpo1,FBgn0024921,Tnpo,15
ENSMUSG00000031691,Tnpo2,FBgn0024921,Tnpo,14
ENSMUSG00000021219,Rgs6,FBgn0024941,RSG7,12
ENSMUSG00000026527,Rgs7,FBgn0024941,RSG7,12
ENSMUSG00000013997,Nit1,FBgn0024945,NitFhit,14
ENSMUSG00000021236,Entpd5,FBgn0024947,NTPase,17
ENSMUSG00000033068,Entpd6,FBgn0024947,NTPase,15
ENSMUSG00000021103,Mnat1,FBgn0024956,Mat1,16
ENSMUSG00000028405,Aco1,FBgn0024957,Irp-1B,15
ENSMUSG00000032293,Ireb2,FBgn0024957,Irp-1B,11
ENSMUSG00000028405,Aco1,FBgn0024958,Irp-1A,15
ENSMUSG00000032293,Ireb2,FBgn0024958,Irp-1A,11
ENSMUSG00000000263,Glra1,FBgn0024963,GluClalpha,14
ENSMUSG00000018595,Glra4,FBgn0024963,GluClalpha,12
ENSMUSG00000018589,Glra2,FBgn0024963,GluClalpha,11
ENSMUSG00000038257,Glra3,FBgn0024963,GluClalpha,11
ENSMUSG00000020412,Ascc2,FBgn0024973,CG2701,14
ENSMUSG00000030304,Ergic2,FBgn0024983,CG4293,16
ENSMUSG00000029392,Rilpl1,FBgn0024985,Rilpl,14
ENSMUSG00000000738,Spg7,FBgn0024992,Spg7,15
ENSMUSG00000031156,Slc35a2,FBgn0024994,Ugalt,17
ENSMUSG00000004788,Eif2b2,FBgn0024996,eIF2Bbeta,16
ENSMUSG00000030216,Wbp11,FBgn0024998,CG2685,14
ENSMUSG00000040396,Abhd13,FBgn0025109,Bem46,17
ENSMUSG00000031633,Slc25a4,FBgn0025111,Ant2,12
ENSMUSG00000016319,Slc25a5,FBgn0025111,Ant2,11
ENSMUSG00000069041,Slc25a31,FBgn0025111,Ant2,10
ENSMUSG00000008822,Acyp1,FBgn0025115,Acyp,10
ENSMUSG00000060923,Acyp2,FBgn0025115,Acyp,10
ENSMUSG00000064145,Arih2,FBgn0025186,ari-2,18
ENSMUSG00000007946,Phox2a,FBgn0025334,PHDP,10
ENSMUSG00000012520,Phox2b,FBgn0025334,PHDP,10
ENSMUSG00000059447,Hadhb,FBgn0025352,Mtpbeta,16
ENSMUSG00000021099,Six6,FBgn0025360,Optix,12
ENSMUSG00000038805,Six3,FBgn0025360,Optix,11
ENSMUSG00000060739,Nsa2,FBgn0025366,Ip259,16
ENSMUSG00000059743,Fdps,FBgn0025373,Fpps,16
ENSMUSG00000049969,Plekhf2,FBgn0025381,rush,16
ENSMUSG00000074170,Plekhf1,FBgn0025381,rush,11
ENSMUSG00000032202,Rab27a,FBgn0025382,Rab27,15
ENSMUSG00000024511,Rab27b,FBgn0025382,Rab27,13
ENSMUSG00000020354,Sgcd,FBgn0025391,Scgdelta,15
ENSMUSG00000039539,Sgcz,FBgn0025391,Scgdelta,15
ENSMUSG00000035296,Sgcg,FBgn0025391,Scgdelta,13
ENSMUSG00000016946,Kctd5,FBgn0025394,inc,18
ENSMUSG00000016940,Kctd2,FBgn0025394,inc,13
ENSMUSG00000033287,Kctd17,FBgn0025394,inc,12
ENSMUSG00000011960,Ccnt1,FBgn0025455,CycT,13
ENSMUSG00000026349,Ccnt2,FBgn0025455,CycT,13
ENSMUSG00000040713,Creg1,FBgn0025456,CREG,13
ENSMUSG00000050967,Creg2,FBgn0025456,CREG,10
ENSMUSG00000066979,Bub3,FBgn0025457,Bub3,17
ENSMUSG00000023018,Smarcd1,FBgn0025463,Bap60,17
ENSMUSG00000028949,Smarcd3,FBgn0025463,Bap60,13
ENSMUSG00000078619,Smarcd2,FBgn0025463,Bap60,13
ENSMUSG00000027953,Slc50a1,FBgn0025469,slv,11
ENSMUSG00000026339,Ccdc93,FBgn0025519,fidipidine,15
ENSMUSG00000002058,Unc119,FBgn0025549,unc-119,16
ENSMUSG00000046562,Unc119b,FBgn0025549,unc-119,14
ENSMUSG00000024949,Sf1,FBgn0025571,SF1,14
ENSMUSG00000020134,Peli1,FBgn0025574,Pli,16
ENSMUSG00000024901,Peli3,FBgn0025574,Pli,16
ENSMUSG00000021846,Peli2,FBgn0025574,Pli,14
ENSMUSG00000022336,Eif3e,FBgn0025582,eIF3e,15
ENSMUSG00000025059,Gk,FBgn0025592,Gk1,16
ENSMUSG00000053624,Gykl1,FBgn0025592,Gk1,14
ENSMUSG00000050553,Gk2,FBgn0025592,Gk1,13
ENSMUSG00000029255,Gnrhr,FBgn0025595,AkhR,14
ENSMUSG00000025873,Faf2,FBgn0025608,Faf2,15
ENSMUSG00000026649,Cfap126,FBgn0025612,CG3062,8
ENSMUSG00000026849,Tor1a,FBgn0025615,Torsin,18
ENSMUSG00000026848,Tor1b,FBgn0025615,Torsin,15
ENSMUSG00000009563,Tor2a,FBgn0025615,Torsin,10
ENSMUSG00000060519,Tor3a,FBgn0025615,Torsin,10
ENSMUSG00000000976,Heatr6,FBgn0025621,CG16989,13
ENSMUSG00000020057,Dram1,FBgn0025624,CG4025,14
ENSMUSG00000027900,Dram2,FBgn0025624,CG4025,12
ENSMUSG00000037112,Sik2,FBgn0025625,Sik2,13
ENSMUSG00000024042,Sik1,FBgn0025625,Sik2,11
ENSMUSG00000022763,Aifm3,FBgn0025628,CG4199,14
ENSMUSG00000006732,Mettl1,FBgn0025629,CG4045,17
ENSMUSG00000000339,Rtca,FBgn0025630,Rtca,16
ENSMUSG00000033444,Specc1l,FBgn0025633,CG13366,15
ENSMUSG00000042331,Specc1,FBgn0025633,CG13366,10
ENSMUSG00000007415,Gatad1,FBgn0025634,CG13367,13
ENSMUSG00000032119,Hinfp,FBgn0025635,CG17829,14
ENSMUSG00000036309,Skp1,FBgn0025637,SkpA,15
ENSMUSG00000022400,Rbx1,FBgn0025638,Roc1a,16
ENSMUSG00000045098,Kmt5b,FBgn0025639,Hmt4-20,12
ENSMUSG00000029136,Rbks,FBgn0025640,CG13369,17
ENSMUSG00000034574,Daam1,FBgn0025641,DAAM,17
ENSMUSG00000040260,Daam2,FBgn0025641,DAAM,14
ENSMUSG00000021258,Ccnk,FBgn0025674,CycK,13
ENSMUSG00000020571,Pdia6,FBgn0025678,CaBP1,15
ENSMUSG00000044465,Fhip1b,FBgn0025681,CG3558,14
ENSMUSG00000051000,Fhip1a,FBgn0025681,CG3558,13
ENSMUSG00000029767,Calu,FBgn0025682,scf,16
ENSMUSG00000005973,Rcn1,FBgn0025682,scf,11
ENSMUSG00000019539,Rcn3,FBgn0025682,scf,10
ENSMUSG00000024030,Abcg1,FBgn0025683,CG3164,12
ENSMUSG00000032131,Abcg4,FBgn0025683,CG3164,11
ENSMUSG00000023393,Slc17a9,FBgn0025684,MFS18,16
ENSMUSG00000021278,Amn,FBgn0025686,Amnionless,12
ENSMUSG00000022564,Grina,FBgn0025692,Lfg,13
ENSMUSG00000014529,Tmbim7,FBgn0025692,Lfg,11
ENSMUSG00000037936,Scarb1,FBgn0025697,santa-maria,8
ENSMUSG00000027828,Ssr3,FBgn0025700,CG5885,16
ENSMUSG00000025726,Slc28a1,FBgn0025709,CNT2,16
ENSMUSG00000027219,Slc28a2,FBgn0025709,CNT2,16
ENSMUSG00000021553,Slc28a3,FBgn0025709,CNT2,15
ENSMUSG00000033578,Tmem35a,FBgn0025712,CG13920,14
ENSMUSG00000029712,Actl6b,FBgn0025716,Bap55,16
ENSMUSG00000027671,Actl6a,FBgn0025716,Bap55,15
ENSMUSG00000030850,Ate1,FBgn0025720,Ate1,16
ENSMUSG00000032458,Copb2,FBgn0025724,beta'COP,18
ENSMUSG00000026553,Copa,FBgn0025725,alphaCOP,16
ENSMUSG00000034799,Unc13a,FBgn0025726,unc-13,12
ENSMUSG00000028456,Unc13b,FBgn0025726,unc-13,11
ENSMUSG00000026640,Plxna2,FBgn0025741,PlexA,14
ENSMUSG00000029765,Plxna4,FBgn0025741,PlexA,13
ENSMUSG00000030084,Plxna1,FBgn0025741,PlexA,13
ENSMUSG00000031398,Plxna3,FBgn0025741,PlexA,13
ENSMUSG00000031918,Mtmr2,FBgn0025742,mtm,18
ENSMUSG00000031337,Mtm1,FBgn0025742,mtm,13
ENSMUSG00000015214,Mtmr1,FBgn0025742,mtm,12
ENSMUSG00000030602,Pak4,FBgn0025743,mbt,14
ENSMUSG00000039913,Pak5,FBgn0025743,mbt,12
ENSMUSG00000074923,Pak6,FBgn0025743,mbt,10
ENSMUSG00000025813,Homer2,FBgn0025777,homer,15
ENSMUSG00000007617,Homer1,FBgn0025777,homer,13
ENSMUSG00000038416,Cdc16,FBgn0025781,Cdc16,14
ENSMUSG00000041459,Tardbp,FBgn0025790,TBPH,14
ENSMUSG00000032402,Smad3,FBgn0025800,Smox,13
ENSMUSG00000024563,Smad2,FBgn0025800,Smox,11
ENSMUSG00000036529,Sbf1,FBgn0025802,Sbf,16
ENSMUSG00000038371,Sbf2,FBgn0025802,Sbf,15
ENSMUSG00000024824,Rad9a,FBgn0025807,Rad9,15
ENSMUSG00000038569,Rad9b,FBgn0025807,Rad9,11
ENSMUSG00000021635,Rad17,FBgn0025808,Rad17,14
ENSMUSG00000003131,Pafah1b2,FBgn0025809,Paf-AHalpha,18
ENSMUSG00000005447,Pafah1b3,FBgn0025809,Paf-AHalpha,14
ENSMUSG00000008540,Mgst1,FBgn0025814,Mgstl,16
ENSMUSG00000026355,Mcm6,FBgn0025815,Mcm6,16
ENSMUSG00000027937,Jtb,FBgn0025820,JTBR,11
ENSMUSG00000024454,Hdac3,FBgn0025825,HDAC3,13
