"","gene_id","Gene name","description","Datasets with significant neurite enrichment (p<0.1)","Average of significant (p<0.1) log2 enrichment","Datasets with neurite TPM > 10","Detection Rank (extended Table1)","Exclusive significant enrichment in specific cells","Studies with neurite ribosome association","primary motor neurons B","Ascl1 induced neurons B","primary dorsal root ganglia","neuroblastoma line CAD","primary cortical neurons B","neuroblastoma line N2A","Ascl1 induced neurons A","primary motor neurons C","iPSC derived motor neurons","hippocampal tissue B","hippocampal tissue C","Zappulo2017_loc.translation","Shigeoka2016_loc.translation","Ouwenga2017_loc.translation","Ainsley2014_loc.translation"
"8574","ENSMUSG00000051098","Mblac2","metallo-beta-lactamase domain containing 2 [Source:MGI Symbol;Acc:MGI:1920102]","0","-2.00970762516156","5","8250","not exclusive","0","-3.31365225378793","-2.15361185577626","-2.37879763163726","","","","-1.22888027081758","","","","-0.973596113788787","","","",""
"8573","ENSMUSG00000033615","Cplx1","complexin 1 [Source:MGI Symbol;Acc:MGI:104727]","0","-2.00111684751074","11","1796","not exclusive","0","-2.56749325779483","-2.63855017127894","-0.825046187020448","","","","-1.97337777394876","","","","","","","",""
"8572","ENSMUSG00000021374","Nup153","nucleoporin 153 [Source:MGI Symbol;Acc:MGI:2385621]","0","-1.99587819447341","11","1884","Non-primary","1","","","","-2.22204694981837","","-1.76970943912846","","","","","","","","","0.440044617958728"
"8571","ENSMUSG00000045103","Dmd","dystrophin, muscular dystrophy [Source:MGI Symbol;Acc:MGI:94909]","0","-1.97982890919503","5","7515","not exclusive","0","","","-1.95509345655879","","","","-2.00456436183127","","","","","","","",""
"8570","ENSMUSG00000043183","Simc1","SUMO-interacting motifs containing 1 [Source:MGI Symbol;Acc:MGI:2442599]","0","-1.97112226870731","5","8336","Non-primary","0","","-2.0170190662566","","","","","-1.92522547115802","","","","","","","",""
"8569","ENSMUSG00000042078","Svop","SV2 related protein [Source:MGI Symbol;Acc:MGI:1915916]","0","-1.96697493908479","8","4793","not exclusive","1","-2.2540085230686","-2.43023351094515","-2.35708880548617","","-0.787586788466748","","-2.58183607384969","","","","-1.39109593269242","","0.455612045365663","",""
"8568","ENSMUSG00000020926","Adam11","a disintegrin and metallopeptidase domain 11 [Source:MGI Symbol;Acc:MGI:1098667]","0","-1.96566715399234","5","7587","not exclusive","1","","-2.3060570223236","-3.21393468848424","","-1.01963088057497","","-2.56951489871248","","","","-0.719198279866397","","0.696128275322644","",""
"8567","ENSMUSG00000021066","Atl1","atlastin GTPase 1 [Source:MGI Symbol;Acc:MGI:1921241]","0","-1.96251195089046","5","7434","not exclusive","0","-1.89029361637597","-1.95180688714839","-3.03933272922315","","-1.06330581615452","","-2.99091885859476","","","-0.650215793982867","-2.15170995475357","","","",""
"8566","ENSMUSG00000000120","Ngfr","nerve growth factor receptor (TNFR superfamily, member 16) [Source:MGI Symbol;Acc:MGI:97323]","0","-1.96006742576807","5","7806","not exclusive","1","","-2.47320259233287","-2.0803220722341","","","","-2.74225422198864","","-0.544490816516675","","","0.0894064613072878","","",""
"8565","ENSMUSG00000036295","Lrrn3","leucine rich repeat protein 3, neuronal [Source:MGI Symbol;Acc:MGI:106036]","0","-1.95746741524166","6","6657","not exclusive","0","","-2.1296952749173","-2.80293449072344","-1.53123458213542","-1.15138366556293","-1.44500765613618","-3.4465568357542","-1.49954634872193","","","-1.65338046798189","","","",""
"6773","ENSMUSG00000032291","Crabp1","cellular retinoic acid binding protein I [Source:MGI Symbol;Acc:MGI:88490]","1","-1.95227389357477","7","5950","not exclusive","1","","-2.02647279342841","-1.38972157784191","","","1.21256443848083","-3.36333907714227","","","","-4.19440045794209","","0.847086429409464","",""
"8564","ENSMUSG00000039747","Orai2","ORAI calcium release-activated calcium modulator 2 [Source:MGI Symbol;Acc:MGI:2443195]","0","-1.94857953936004","5","7818","not exclusive","0","-1.79111718229614","-2.47790097604716","-1.51495305601791","","","","-2.01034694307897","","","","","","","",""
"8563","ENSMUSG00000044117","Bmerb1","bMERB domain containing 1 [Source:MGI Symbol;Acc:MGI:1914504]","0","-1.94430962518393","9","3683","not exclusive","1","-1.88668658432753","-2.14160303004245","","","","","-2.94015912001662","","","","-0.808789766349124","","0.198670316777474","",""
"8562","ENSMUSG00000027950","Chrnb2","cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal) [Source:MGI Symbol;Acc:MGI:87891]","0","-1.94336672661608","5","7692","not exclusive","0","-2.05481910360278","-2.5621441626464","-2.87994056902433","","","","-2.66002321944111","","-0.475437222249783","","-1.02783608273208","","","",""
"8561","ENSMUSG00000039717","Ralyl","RALY RNA binding protein-like [Source:MGI Symbol;Acc:MGI:1924147]","0","-1.94082414910634","5","7784","not exclusive","1","-2.84292725907185","-2.43915916242128","-0.862624062541265","","","","-3.52212668117091","","","-0.63012589206406","-1.3479818373687","","","","0.786391522587842"
"8560","ENSMUSG00000061080","Lsamp","limbic system-associated membrane protein [Source:MGI Symbol;Acc:MGI:1261760]","0","-1.93050377329751","7","5516","not exclusive","0","-1.891628360613","-1.26264611386892","-2.51200289089069","","","","-2.05573772781742","","","","","","","",""
"8559","ENSMUSG00000028469","Npr2","natriuretic peptide receptor 2 [Source:MGI Symbol;Acc:MGI:97372]","0","-1.92528294150425","6","7286","not exclusive","0","","-2.35488297012072","-1.26424603533851","","","","-2.15671981905353","","","","","","","",""
"8558","ENSMUSG00000032251","Irak1bp1","interleukin-1 receptor-associated kinase 1 binding protein 1 [Source:MGI Symbol;Acc:MGI:1929475]","0","-1.92259942199038","3","10320","not exclusive","0","","","","","","","-2.09290052680947","","","","-1.75229831717129","","","",""
"8557","ENSMUSG00000004961","Syt5","synaptotagmin V [Source:MGI Symbol;Acc:MGI:1926368]","0","-1.91760718093902","7","5531","not exclusive","1","-2.32739380765919","-3.06958468897277","-2.38085442465035","","-0.857290064953797","","-2.98653156214306","","","-0.492210042630653","-1.30938567556331","","0.210402815799765","",""
"8556","ENSMUSG00000075334","Rprm","reprimo, TP53 dependent G2 arrest mediator candidate [Source:MGI Symbol;Acc:MGI:1915124]","0","-1.91461767146571","5","8077","not exclusive","1","","-2.35221529613594","-1.45996190521263","","","","-3.26297008811643","","-0.583323396397852","","","","0.496284708642941","",""
"8555","ENSMUSG00000030329","Pianp","PILR alpha associated neural protein [Source:MGI Symbol;Acc:MGI:2441908]","0","-1.90384480491107","3","10105","not exclusive","1","-1.81695882702524","-3.00091791320701","","","","","","","","","-0.893657674500948","","","","0.988845510317903"
"8554","ENSMUSG00000007021","Syngr3","synaptogyrin 3 [Source:MGI Symbol;Acc:MGI:1341881]","0","-1.90341559876151","8","4814","not exclusive","1","-2.80383203300224","-3.09551709789906","-2.83245792402112","","-0.849992468273467","","-1.897196160573","","","-0.547697324797141","-1.29721618276454","","0.0226828314430974","",""
"8553","ENSMUSG00000053046","Brsk2","BR serine/threonine kinase 2 [Source:MGI Symbol;Acc:MGI:1923020]","0","-1.90316174029248","6","6876","not exclusive","1","-1.81787213596172","-1.62250991901044","-1.4628129042279","","","","-2.70945200196985","","","","","","","","0.506971556051311"
"8552","ENSMUSG00000062591","Tubb4a","tubulin, beta 4A class IVA [Source:MGI Symbol;Acc:MGI:107848]","0","-1.90197905473371","7","5443","not exclusive","1","-2.0539921960456","-1.40173012491581","-1.67652330038544","","","","-2.47567059758799","","","","","","0.452092295658975","",""
"8551","ENSMUSG00000030376","Slc8a2","solute carrier family 8 (sodium/calcium exchanger), member 2 [Source:MGI Symbol;Acc:MGI:107996]","0","-1.90092022697253","4","8650","not exclusive","0","","-2.39335230640891","-1.77390535546611","","","","","","","","-1.53550301904256","","","",""
"8550","ENSMUSG00000041658","Rragb","Ras-related GTP binding B [Source:MGI Symbol;Acc:MGI:3038613]","0","-1.89922215093327","4","9042","not exclusive","0","-2.39578493286756","","-1.56440069402603","","","","-2.86801821090668","","","","-0.768684765932801","","","",""
"8549","ENSMUSG00000046743","Fat4","FAT atypical cadherin 4 [Source:MGI Symbol;Acc:MGI:3045256]","0","-1.8987387902333","3","10268","not exclusive","1","-1.95081451191996","-1.3175715796828","","","","","-2.42783027909714","","","","","","0.939382088384826","",""
"8548","ENSMUSG00000028247","Coq3","coenzyme Q3 methyltransferase [Source:MGI Symbol;Acc:MGI:101813]","0","-1.8973076915178","4","8986","Primary","0","","","","","","","","","","","-1.8973076915178","","","",""
"8547","ENSMUSG00000032586","Traip","TRAF-interacting protein [Source:MGI Symbol;Acc:MGI:1096377]","0","-1.89690175254213","4","9245","Primary","0","","","","","","","","","","","-1.89690175254213","","","",""
"8546","ENSMUSG00000004267","Eno2","enolase 2, gamma neuronal [Source:MGI Symbol;Acc:MGI:95394]","0","-1.89573547551166","11","1707","not exclusive","0","-2.19957195429983","-3.02673416564516","","","","","-2.34469764929225","","","-0.404106430132993","-1.50356717818808","","","",""
"8545","ENSMUSG00000050947","Amigo1","adhesion molecule with Ig like domain 1 [Source:MGI Symbol;Acc:MGI:2653612]","0","-1.89263449513497","4","9382","not exclusive","0","-2.44242616645835","-2.05374091136341","-2.48557105659341","","","","-1.34039962842688","","","","-1.1410347128328","","","",""
"8544","ENSMUSG00000002324","Rec8","REC8 meiotic recombination protein [Source:MGI Symbol;Acc:MGI:1929645]","0","-1.8920886889996","3","9611","Non-primary","1","","-2.86419873705336","","","","","-2.20216115017976","","-0.609906179765693","","","","","","0.64249860568879"
"8543","ENSMUSG00000048216","Gpr85","G protein-coupled receptor 85 [Source:MGI Symbol;Acc:MGI:1927851]","0","-1.88654615875266","5","7423","not exclusive","0","-2.46376718007109","-2.81427726363322","-0.632424867899391","","-1.07214900242317","","-3.37520730411748","","","-0.710341453549503","-2.13765603957478","","","",""
"8542","ENSMUSG00000029121","Crmp1","collapsin response mediator protein 1 [Source:MGI Symbol;Acc:MGI:107793]","0","-1.88638908953276","15","142","not exclusive","1","-2.35781748916627","-1.6484941573532","-1.01387515810371","","","","-2.74293618850946","","","","-1.66882245453115","","0.36957371920219","",""
"6772","ENSMUSG00000034488","Edil3","EGF-like repeats and discoidin I-like domains 3 [Source:MGI Symbol;Acc:MGI:1329025]","1","-1.88360562704194","4","8849","not exclusive","0","-4.01559618231265","-1.07946909466327","-3.0954362382573","-1.93145301726925","-1.01925955982557","","-2.6335871576046","","0.589561860639031","","","","","",""
"8541","ENSMUSG00000056812","St8sia3","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3 [Source:MGI Symbol;Acc:MGI:106019]","0","-1.8830047096716","3","10272","not exclusive","0","-1.95632860183022","-2.01683684593373","-2.28014627224074","","-0.706236727350752","","-2.66561217278764","","","","-1.6728676378865","","","",""
"8540","ENSMUSG00000039270","Megf9","multiple EGF-like-domains 9 [Source:MGI Symbol;Acc:MGI:1918264]","0","-1.87306488219721","3","10180","not exclusive","0","","","-3.17170821046855","-2.70481309240576","","-2.03228779477811","-1.07830728862219","-1.02530880417099","","","-1.22596410273768","","","",""
"8539","ENSMUSG00000020882","Cacnb1","calcium channel, voltage-dependent, beta 1 subunit [Source:MGI Symbol;Acc:MGI:102522]","0","-1.87158818496746","5","7850","not exclusive","0","-2.13799132309983","-2.7648972726169","-1.19782533962856","","","","-2.00265492508785","","","","-1.25457206440413","","","",""
"6771","ENSMUSG00000022762","Ncam2","neural cell adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:97282]","1","-1.86469321919664","3","10409","not exclusive","0","","","-3.35673645265128","","","","-2.78035988331901","","0.543016678380362","","","","","",""
"8538","ENSMUSG00000027419","Pcsk2","proprotein convertase subtilisin/kexin type 2 [Source:MGI Symbol;Acc:MGI:97512]","0","-1.86074386683975","4","8457","not exclusive","2","-1.91149736992979","-2.3533911961091","-2.53549772358135","","-0.938284632231101","","-2.67067188079467","","","-0.662552828124559","-1.95331143710768","","0.619867031677747","","0.905186837702175"
"8537","ENSMUSG00000020601","Trib2","tribbles pseudokinase 2 [Source:MGI Symbol;Acc:MGI:2145021]","0","-1.86052092662342","10","2853","not exclusive","0","-1.31864558310717","-2.69206404938162","","-0.753740838585802","","","-2.67763323541909","","","","","","","",""
"8536","ENSMUSG00000025964","Adam23","a disintegrin and metallopeptidase domain 23 [Source:MGI Symbol;Acc:MGI:1345162]","0","-1.86003823662385","6","6763","not exclusive","1","-1.51049957434162","-2.14448570609187","-2.50412362868105","","","","-2.2559180262708","","","","-0.8851642477339","0.461307287753569","","",""
"8535","ENSMUSG00000040035","Disp2","dispatched RND tramsporter family member 2 [Source:MGI Symbol;Acc:MGI:2388733]","0","-1.85772481954408","6","6367","not exclusive","1","-2.39665925897574","-3.13290711714452","-2.67867005111865","","-0.988818139260553","","-2.02857823380492","","","-0.542718566352135","-1.23572237015203","","0.680484943292921","",""
"8534","ENSMUSG00000034245","Hdac11","histone deacetylase 11 [Source:MGI Symbol;Acc:MGI:2385252]","0","-1.85693110305456","8","4693","not exclusive","0","","-2.57415158512475","-0.728919494313434","","","","-2.2677222297255","","","","","","","",""
"8533","ENSMUSG00000051703","Tmem198","transmembrane protein 198 [Source:MGI Symbol;Acc:MGI:2443133]","0","-1.85687220477278","3","10594","not exclusive","1","","-2.4242666631774","","","","","-2.29850807175896","","","","-0.847841879381972","","","","0.897378694924707"
"8532","ENSMUSG00000031376","Atp2b3","ATPase, Ca++ transporting, plasma membrane 3 [Source:MGI Symbol;Acc:MGI:1347353]","0","-1.85631945177759","4","8707","not exclusive","0","-2.74011124463006","","-2.91458407870946","-1.21576064400775","","","","","","-0.673194763845543","-1.73794652769511","","","",""
"8531","ENSMUSG00000034958","Atcay","ataxia, cerebellar, Cayman type [Source:MGI Symbol;Acc:MGI:2448730]","0","-1.85434402833467","8","4522","not exclusive","1","-1.75023410372801","-2.84624769972889","-1.1911630889482","","","","-2.81432958501874","","","","-0.669745664249487","","","","0.907417735638595"
"8530","ENSMUSG00000039611","Tmem246","transmembrane protein 246 [Source:MGI Symbol;Acc:MGI:1914313]","0","-1.85170262583724","8","5241","not exclusive","1","-2.09350226059149","-2.79542320027354","-1.92619028077264","","-0.568581145150908","","-2.59170452113944","","","","-1.1348143470954","","0.0707860774344935","",""
"8529","ENSMUSG00000062444","Ap3b2","adaptor-related protein complex 3, beta 2 subunit [Source:MGI Symbol;Acc:MGI:1100869]","0","-1.84785788784019","9","3823","not exclusive","1","-1.86028436822819","-2.67671858681054","-2.41472470581729","","-0.425624116590716","","-2.69610857447568","","","","-1.01368697511872","","0.0230739147438404","",""
"8528","ENSMUSG00000027350","Chgb","chromogranin B [Source:MGI Symbol;Acc:MGI:88395]","0","-1.84347642765707","12","981","not exclusive","0","-1.55560928683662","-2.15062265188579","-1.49825743567797","","","","-2.54438564417214","","","-0.735651023796414","-2.57633252357348","","","",""
"8527","ENSMUSG00000040631","Dok4","docking protein 4 [Source:MGI Symbol;Acc:MGI:2148865]","0","-1.837990947564","6","7207","Primary","0","","","-1.837990947564","","","","","","","","","","","",""
"8526","ENSMUSG00000068923","Syt11","synaptotagmin XI [Source:MGI Symbol;Acc:MGI:1859547]","0","-1.83765219025652","14","301","not exclusive","0","","-2.75143888182059","-2.66884274811438","","-0.587940563408743","","-2.45904609412055","","","","-0.72099266381834","","","",""
"8525","ENSMUSG00000052105","Mtcl1","microtubule crosslinking factor 1 [Source:MGI Symbol;Acc:MGI:1915867]","0","-1.83074603945215","7","6114","Primary","0","","","-1.83074603945215","","","","","","","","","","","",""
"8524","ENSMUSG00000025576","Rbfox3","RNA binding protein, fox-1 homolog (C. elegans) 3 [Source:MGI Symbol;Acc:MGI:106368]","0","-1.82658650230433","7","5845","not exclusive","0","-2.85487488773652","-2.50232230953905","-0.484245875794277","","","","-2.5410840404975","","","","-0.750405397954298","","","",""
"8523","ENSMUSG00000064125","Prr36","proline rich 36 [Source:MGI Symbol;Acc:MGI:3605626]","0","-1.82282050642991","3","10962","not exclusive","0","-2.02635952068394","-2.31095303172169","-1.1311489668841","","","","","","","","","","","",""
"8522","ENSMUSG00000002731","Prkra","protein kinase, interferon inducible double stranded RNA dependent activator [Source:MGI Symbol;Acc:MGI:1344375]","0","-1.82135115700042","9","4214","Non-primary","0","","-2.01833238656314","","","","","-1.6243699274377","","","","","","","",""
"8521","ENSMUSG00000032118","Fez1","fasciculation and elongation protein zeta 1 (zygin I) [Source:MGI Symbol;Acc:MGI:2670976]","0","-1.81664719734877","11","1722","not exclusive","1","","-2.72414472136255","","","-0.39278157831229","","-3.47461411513102","","","","-0.675048374589237","","0.107156824403598","",""
"8520","ENSMUSG00000034586","Hid1","HID1 domain containing [Source:MGI Symbol;Acc:MGI:2445087]","0","-1.81581235130066","8","4781","not exclusive","1","-1.94617408451481","-2.05684151810859","-2.09258089129949","","","","-2.08522521436676","","","","-0.898240048213649","","0.155260070394994","",""
"8519","ENSMUSG00000061451","Tmem151a","transmembrane protein 151A [Source:MGI Symbol;Acc:MGI:2147713]","0","-1.81390096108815","6","6714","Primary","1","-2.61634895357849","","-2.97919341273784","","","","","","","-0.486256006336562","-1.17380547169972","","0.289792725850606","",""
"8518","ENSMUSG00000045382","Cxcr4","chemokine (C-X-C motif) receptor 4 [Source:MGI Symbol;Acc:MGI:109563]","0","-1.81138492742684","5","7602","not exclusive","0","","-3.26720665855139","-1.02610085378759","","-0.748550213485847","","-3.21062744535651","-2.16011848687833","-0.455705906501382","","","","","",""
"8517","ENSMUSG00000030077","Chl1","cell adhesion molecule L1-like [Source:MGI Symbol;Acc:MGI:1098266]","0","-1.8038950092528","7","5609","not exclusive","1","-2.30053856128775","-2.54860830430956","-1.17740570322078","","-1.2937214540586","","-2.71921282010258","","","","-0.783883212537522","","0.359014470082128","",""
"8516","ENSMUSG00000036306","Lzts1","leucine zipper, putative tumor suppressor 1 [Source:MGI Symbol;Acc:MGI:2684762]","0","-1.79783937209284","6","6651","not exclusive","0","","-2.66564460590223","-1.78894252613018","","-0.594515233715697","","-2.14225512262326","","","","","","","",""
"8515","ENSMUSG00000054013","Tmem179","transmembrane protein 179 [Source:MGI Symbol;Acc:MGI:2144891]","0","-1.79697200498435","3","10507","not exclusive","1","","-3.0689337506908","-1.99803654106858","","","","","","-0.470875757679682","","-1.65004197049834","","0.382088384825968","",""
"6770","ENSMUSG00000019775","Rgs17","regulator of G-protein signaling 17 [Source:MGI Symbol;Acc:MGI:1927469]","1","-1.79599863368445","4","9021","not exclusive","0","-2.60144639097964","","-2.02742510321354","","","","-3.08270942407676","","0.527586383532143","","","","","",""
"6769","ENSMUSG00000064115","Cadm2","cell adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:2442722]","1","-1.78831724033929","4","8681","not exclusive","0","-2.86036373144534","-2.26397539672609","-2.96042121232552","","","","-2.44642051578945","","0.992161645647076","","-1.19088423139641","","","",""
"8514","ENSMUSG00000033676","Gabrb3","gamma-aminobutyric acid (GABA) A receptor, subunit beta 3 [Source:MGI Symbol;Acc:MGI:95621]","0","-1.78475526192126","9","3622","not exclusive","0","-1.7748384834054","-1.52103085442058","-2.54354767491201","-0.972754633052243","","-0.80417010451818","-2.85700581078982","","","","-2.01993927235055","","","",""
"6768","ENSMUSG00000035551","Igfbpl1","insulin-like growth factor binding protein-like 1 [Source:MGI Symbol;Acc:MGI:1933198]","1","-1.78253098873607","6","6505","not exclusive","1","","-3.5176565353802","1.18044341439193","","","","-3.04107682089062","","-0.2833635211077","","-3.25100148069378","","0.0222917481423543","",""
"8513","ENSMUSG00000030302","Atp2b2","ATPase, Ca++ transporting, plasma membrane 2 [Source:MGI Symbol;Acc:MGI:105368]","0","-1.78108377398785","5","7387","not exclusive","0","-2.73068051294877","-2.77320869435487","-2.22070813017512","","-0.782345188086519","","","","","","-0.398476344373988","","","",""
"8512","ENSMUSG00000032936","Camkv","CaM kinase-like vesicle-associated [Source:MGI Symbol;Acc:MGI:2384296]","0","-1.77439709249447","8","4452","not exclusive","1","","-3.07414296647469","","","","","-2.8300181086195","","-0.445971478279848","","-0.747455816603832","","0.154086820492765","",""
"8511","ENSMUSG00000025854","Fam20c","family with sequence similarity 20, member C [Source:MGI Symbol;Acc:MGI:2136853]","0","-1.77416762441305","6","7106","not exclusive","0","","-2.82222284834581","-0.564321305486801","","","","-1.93595871940653","","","","","","","",""
"8510","ENSMUSG00000024501","Dpysl3","dihydropyrimidinase-like 3 [Source:MGI Symbol;Acc:MGI:1349762]","0","-1.77343493560421","13","528","not exclusive","1","-1.68463510914624","-1.83816032617134","-0.959947036919801","","","","-2.61099727017946","","","","","","0.42706296441142","",""
"8509","ENSMUSG00000045349","Sh2d5","SH2 domain containing 5 [Source:MGI Symbol;Acc:MGI:2446215]","0","-1.77334578982826","5","7831","not exclusive","0","","-1.98600420333665","-1.56068737631987","","","","","","","","","","","",""
"8508","ENSMUSG00000048763","Hoxb3","homeobox B3 [Source:MGI Symbol;Acc:MGI:96184]","0","-1.77309835896925","3","10061","not exclusive","0","","-2.69097839716316","","","","","","-0.855218320775343","","","","","","",""
"8507","ENSMUSG00000102252","Snrpn","small nuclear ribonucleoprotein N [Source:MGI Symbol;Acc:MGI:98347]","0","-1.77098924557673","8","4453","not exclusive","0","-2.68479722522541","-2.11906798198094","-0.87560889072336","","","","-2.40334716545248","","","","-0.772124964501468","","","",""
"8506","ENSMUSG00000062296","Trank1","tetratricopeptide repeat and ankyrin repeat containing 1 [Source:MGI Symbol;Acc:MGI:1341834]","0","-1.76613173312518","5","7671","Primary","1","-1.94287051799275","","","","","","","-1.85040332940191","","","-1.50512135198087","","0.712553773953852","",""
"8505","ENSMUSG00000056553","Ptprn2","protein tyrosine phosphatase, receptor type, N polypeptide 2 [Source:MGI Symbol;Acc:MGI:107418]","0","-1.76561039714226","5","7373","not exclusive","1","-1.66886189981021","-1.34040538148367","-2.27168098126263","","","","-2.28860266157144","","","","-1.25850106158335","","0.386781384434885","",""
"8504","ENSMUSG00000079555","Haus3","HAUS augmin-like complex, subunit 3 [Source:MGI Symbol;Acc:MGI:2387633]","0","-1.76208473326716","3","10568","Non-primary","0","","","","-3.14651705285823","","-2.95938592623698","-0.569251430408155","","-0.373184523565285","","","","","",""
"8503","ENSMUSG00000032262","Elovl4","elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4 [Source:MGI Symbol;Acc:MGI:1933331]","0","-1.76174407558639","5","8001","not exclusive","0","","-1.75732012760859","-2.32579294496908","","-0.670646677499573","","-2.59197984528432","","","","-1.46298078257041","","","",""
"8502","ENSMUSG00000048388","Fam171b","family with sequence similarity 171, member B [Source:MGI Symbol;Acc:MGI:2444579]","0","-1.76146324083654","7","5478","not exclusive","0","-1.73279984924542","-2.43877218546682","-2.41956811324957","-2.15324439088463","","-1.52352191449687","-2.58503712178552","-0.983447771553303","","","-0.25531458001018","","","",""
"8501","ENSMUSG00000029861","Fam131b","family with sequence similarity 131, member B [Source:MGI Symbol;Acc:MGI:1923406]","0","-1.75951981491682","4","8867","not exclusive","0","","","-0.947808763830999","","","","-2.57123086600264","","","","","","","",""
"8500","ENSMUSG00000033214","Slitrk5","SLIT and NTRK-like family, member 5 [Source:MGI Symbol;Acc:MGI:2679448]","0","-1.75871757647523","4","8551","not exclusive","1","-1.57135165502958","-2.60718238707689","-2.16691213293884","","","","","","-0.548058066906216","","-1.90008364042461","","0.941728588189284","",""
"8499","ENSMUSG00000026825","Dnm1","dynamin 1 [Source:MGI Symbol;Acc:MGI:107384]","0","-1.75752003424387","9","3532","not exclusive","1","-2.26757524665346","-2.33003869914372","","","","","-2.17161987672397","","","-0.599302029236265","-1.41906431946196","","","","0.201896263245956"
"8498","ENSMUSG00000004035","Gstm7","glutathione S-transferase, mu 7 [Source:MGI Symbol;Acc:MGI:1915562]","0","-1.75620738361823","6","6921","Non-primary","0","","-1.69233832164073","","","","","-1.82007644559572","","","","","","","",""
"8497","ENSMUSG00000040907","Atp1a3","ATPase, Na+/K+ transporting, alpha 3 polypeptide [Source:MGI Symbol;Acc:MGI:88107]","0","-1.75430274929614","11","1688","not exclusive","2","-2.78956518065759","-3.07212185184247","-1.52196084985764","","-0.95448494801201","","-1.63939306366174","","","","-0.548290601745371","","0.742667188111068","","0.185164528722811"
"8496","ENSMUSG00000023473","Celsr3","cadherin, EGF LAG seven-pass G-type receptor 3 [Source:MGI Symbol;Acc:MGI:1858236]","0","-1.75419511664191","5","7582","not exclusive","1","-1.82067819796784","-3.24446067936092","-3.2221649028498","-0.787057074402573","","-0.866135734558753","-1.95408565014299","-1.65912922528317","","","-0.479849468569254","","0.825967931169339","",""
"8495","ENSMUSG00000039716","Dock3","dedicator of cyto-kinesis 3 [Source:MGI Symbol;Acc:MGI:2429763]","0","-1.75407847397015","6","6459","not exclusive","1","","","-2.56715301674186","","","","-2.28687670716321","","","","-0.408205698005396","","0.248728979272585","",""
"8494","ENSMUSG00000030683","Sez6l2","seizure related 6 homolog like 2 [Source:MGI Symbol;Acc:MGI:2385295]","0","-1.75168709810053","9","3613","not exclusive","1","-2.31954367727756","-2.985712207711","-1.46205019267289","","","","-2.20371897941214","","","-0.428095478603928","-1.11100205292562","","0.0524051622995698","",""
"8493","ENSMUSG00000030854","Ptpn5","protein tyrosine phosphatase, non-receptor type 5 [Source:MGI Symbol;Acc:MGI:97807]","0","-1.74795260107972","7","5560","not exclusive","2","-1.3821896483219","-2.55450597288","-0.97046076602392","","","","-2.5866000717881","","","","-1.24600654638468","","0.296832225263981","","0.399330730619074"
"8492","ENSMUSG00000052852","Reep1","receptor accessory protein 1 [Source:MGI Symbol;Acc:MGI:1098827]","0","-1.74296899726877","8","4592","not exclusive","0","-2.14586373020883","-2.42778662865028","-2.49081398012591","","-0.987563889751023","","-2.34706202089254","","","-0.64461209808899","-1.15708063316379","","","",""
"6767","ENSMUSG00000024261","Syt4","synaptotagmin IV [Source:MGI Symbol;Acc:MGI:101759]","1","-1.73924057262352","6","6393","not exclusive","0","-2.07528079348696","-2.22855169322859","-3.29701079466687","","-1.3387680459799","","-3.02221396616208","","0.304137730556463","-0.560902976025583","-1.69533404199462","","","",""
"8491","ENSMUSG00000061666","Gdpd1","glycerophosphodiester phosphodiesterase domain containing 1 [Source:MGI Symbol;Acc:MGI:1913819]","0","-1.73653332786697","5","7469","not exclusive","2","","-2.55654734217763","-2.02151865816902","","-0.709681025003061","","-2.07998177764412","","","","-1.31493783634099","","0.934689088775909","","0.877858337981037"
"8490","ENSMUSG00000026527","Rgs7","regulator of G protein signaling 7 [Source:MGI Symbol;Acc:MGI:1346089]","0","-1.73446307084587","4","9104","not exclusive","0","","-2.04103001514407","-2.2465670978343","","","","-2.57298990453907","","","-0.568623428023389","-1.24310490868852","","","",""
"8489","ENSMUSG00000022636","Alcam","activated leukocyte cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1313266]","0","-1.73362680041721","8","4657","not exclusive","0","","-1.1275315334498","-2.40737603013529","","","","-1.66597283766653","","","","","","","",""
"8488","ENSMUSG00000035964","Tmem59l","transmembrane protein 59-like [Source:MGI Symbol;Acc:MGI:1915187]","0","-1.72810086988245","7","5526","not exclusive","0","-1.88603095581607","-3.70297068609342","-1.03388320246061","","-1.24529084279339","","","","","-0.496155235968106","-2.0042742961631","","","",""
"8487","ENSMUSG00000049556","Lingo1","leucine rich repeat and Ig domain containing 1 [Source:MGI Symbol;Acc:MGI:1915522]","0","-1.72023388362206","9","3689","not exclusive","2","-1.9496765901871","-2.80808893791691","-1.72829999616332","","","","","","-0.55423565049156","","-1.5608682433514","","0.514274540477122","","0.645287228109314"
"8486","ENSMUSG00000031398","Plxna3","plexin A3 [Source:MGI Symbol;Acc:MGI:107683]","0","-1.71603776858304","8","4614","not exclusive","0","","-3.17073983420974","-1.88404262615714","","-0.584195081039157","-0.991585800018345","-1.94962550149082","","","","","","","",""
