ontology,ID,Description,GeneRatio,foreground_nominator,foreground_denominator,BgRatio,background_nominator,background_denominator,pvalue,p.adjust,qvalue,geneID,Count,fc,l2fc,log10_padjust
bp,GO:0071470,cellular response to osmotic stress,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,kcc,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:0071578,zinc ion import across plasma membrane,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,foi,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:0071722,detoxification of arsenic-containing substance,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,Gclm,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:0071922,regulation of cohesin loading,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,Mi-2,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:0072531,pyrimidine-containing compound transmembrane transport,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,Rim2,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:0090070,positive regulation of ribosome biogenesis,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,Rheb,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:0090154,positive regulation of sphingolipid biosynthetic process,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,Pex3,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:0090176,microtubule cytoskeleton organization involved in establishment of planar polarity,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,par-1,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:0090199,regulation of release of cytochrome c from mitochondria,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,Mics1,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:0090210,regulation of establishment of blood-brain barrier,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,mask,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:0090279,regulation of calcium ion import,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,porin,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:0090281,negative regulation of calcium ion import,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,porin,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:0097104,postsynaptic membrane assembly,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,Nrx-1,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:0098713,leucine import across plasma membrane,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,CD98hc,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:0098725,symmetric cell division,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,l(2)gl,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:0098917,retrograde trans-synaptic signaling,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,CG31475,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:0106035,protein maturation by [4Fe-4S] cluster transfer,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,galla-1,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:0110117,positive regulation of compound eye photoreceptor cell differentiation,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,RasGAP1,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:0140568,extraction of mislocalized protein from membrane,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,nmd,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:1900181,negative regulation of protein localization to nucleus,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,rdx,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:1901028,regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,sesB,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:1901029,negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,sesB,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:1901098,positive regulation of autophagosome maturation,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,Sbf,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:1901796,regulation of signal transduction by p53 class mediator,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,Ubc6,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:1901838,positive regulation of transcription of nucleolar large rRNA by RNA polymerase I,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,Rpt4,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:1903108,regulation of mitochondrial transcription,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,bsf,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:1903170,negative regulation of calcium ion transmembrane transport,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,porin,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:1903306,negative regulation of regulated secretory pathway,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,Rap1,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:1903318,negative regulation of protein maturation,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,Diap1,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:1903409,reactive oxygen species biosynthetic process,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,CG5009,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:1903524,positive regulation of blood circulation,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,Jra,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:1903599,positive regulation of autophagy of mitochondrion,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,Pink1,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:1903801,L-leucine import across plasma membrane,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,CD98hc,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:1903939,regulation of TORC2 signaling,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,Rheb,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:1904590,negative regulation of protein import,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,rdx,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:1904668,positive regulation of ubiquitin protein ligase activity,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,fzr,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:1905208,negative regulation of cardiocyte differentiation,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,lqf,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:1905435,regulation of histone H3-K4 trimethylation,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,Rtf1,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:1905437,positive regulation of histone H3-K4 trimethylation,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,Rtf1,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:1905709,negative regulation of membrane permeability,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,sesB,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:1905784,regulation of anaphase-promoting complex-dependent catabolic process,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,fzr,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:1905786,positive regulation of anaphase-promoting complex-dependent catabolic process,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,fzr,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:1990481,mRNA pseudouridine synthesis,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,Nop60B,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:2000035,regulation of stem cell division,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,Su(var)2-10,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:2000044,negative regulation of cardiac cell fate specification,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,lqf,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:2000047,regulation of cell-cell adhesion mediated by cadherin,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,Flo1,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:2000125,regulation of octopamine or tyramine signaling pathway,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,foxo,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:2000127,positive regulation of octopamine or tyramine signaling pathway,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,foxo,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:2000128,regulation of octopamine signaling pathway,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,foxo,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:2000130,positive regulation of octopamine signaling pathway,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,foxo,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:2000252,negative regulation of feeding behavior,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,Pi3K21B,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:2000301,negative regulation of synaptic vesicle exocytosis,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,Rap1,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:2000812,regulation of barbed-end actin filament capping,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,CG31715,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:2001023,regulation of response to drug,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,rl,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:2001237,negative regulation of extrinsic apoptotic signaling pathway,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,CG17019,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,1/1637,1,1637,3/6356,3,6356,0.5908079982377927,0.7875116933160787,0.6077814978224231,Ubc6,1,1.294237426186113,0.3721023021532096,0.10374298889716158
bp,GO:0120031,plasma membrane bounded cell projection assembly,42/1637,42,1637,167/6356,167,6356,0.6018194337134146,0.8019527831322624,0.6189267636935998,Lar/ena/Arpc1/sn/Tm1/alphaTub84D/Rap1/mys/hep/Rac1/Cdc42/cpb/tsr/Arp2/ctp/pnut/shot/Rac2/Rho1/Past1/Rilpl/DAAM/par-6/Kap3/Fmr1/Klp10A/Rab35/cpa/Sra-1/SCAR/Efa6/Unc-115a/IRSp53/HSPC300/kra/aPKC/Arp3/Flo2/orb2/CaMKII/PDZ-GEF/unc-104,42,0.9764905131703606,-0.03432206682092621,0.09585120107839228
bp,GO:0072329,monocarboxylic acid catabolic process,13/1637,13,1637,52/6356,52,6356,0.6026071556335866,0.8027655616482242,0.6195540454825839,Pgd/wal/Mtpbeta/CG5009/Mtpalpha/Pmp70/Echs1/CG9149/Mcad/CG7834/yip2/SERCA/Etf-QO,13,0.9706780696395848,-0.04293519712563406,0.09541126686087151
bp,GO:0009062,fatty acid catabolic process,12/1637,12,1637,48/6356,48,6356,0.6027845832376267,0.8027655616482242,0.6195540454825839,wal/Mtpbeta/CG5009/Mtpalpha/Pmp70/Echs1/CG9149/Mcad/CG7834/yip2/SERCA/Etf-QO,12,0.9706780696395846,-0.04293519712563439,0.09541126686087151
bp,GO:0008045,motor neuron axon guidance,11/1637,11,1637,44/6356,44,6356,0.6031624828536191,0.8028521982149308,0.6196209093815279,Dab/Lar/Fas2/zfh1/Rac1/Cdc42/fra/Rac2/Rho1/Sulf1/Nrg,11,0.9706780696395846,-0.04293519712563439,0.09536439918933873
bp,GO:0045814,"negative regulation of gene expression, epigenetic",17/1637,17,1637,68/6356,68,6356,0.6032048816676782,0.8028521982149308,0.6196209093815279,pho/Lam/mle/Scm/Su(var)205/hop/Psc/LamC/HDAC1/Bin1/Dp1/Fmr1/Usp7/phol/upSET/XNP/Su(var)3-3,17,0.9706780696395846,-0.04293519712563439,0.09536439918933873
bp,GO:0030031,cell projection assembly,44/1637,44,1637,175/6356,175,6356,0.6036923962782432,0.8031684447508302,0.619864980415522,Lar/ena/Arpc1/sn/Tm1/alphaTub84D/Rap1/mys/hep/Rac1/Cdc42/cpb/tsr/Arp2/ctp/pnut/shot/Rac2/Rho1/Past1/Rilpl/DAAM/par-6/Kap3/Fmr1/Klp10A/Rab35/Arpc2/cpa/Sra-1/SCAR/Efa6/Unc-115a/IRSp53/HSPC300/kra/aPKC/Arp3/Flo2/orb2/CaMKII/PDZ-GEF/unc-104/Arpc4,44,0.9762248014660966,-0.03471469032066581,0.09519336262410051
bp,GO:0008652,cellular amino acid biosynthetic process,10/1637,10,1637,40/6356,40,6356,0.603797870633478,0.8031684447508302,0.619864980415522,Got1/Got2/Gs1/Gs2/CG11899/aay/Shmt/Adi1/tn/AsnS,10,0.9706780696395846,-0.04293519712563439,0.09519336262410051
bp,GO:0050829,defense response to Gram-negative bacterium,20/1637,20,1637,80/6356,80,6356,0.6044684512798086,0.8038238893158973,0.620370835862339,Pp1alpha-96A/Su(var)2-10/GlyP/faf/htl/mtd/Diap2/Rala/wun/Crag/cathD/Vap33/Ars2/Sec31/Fit1/CG32795/NUCB1/EMRE/akirin/Ubc7,20,0.9706780696395846,-0.04293519712563439,0.094839090898526393
bp,GO:0010038,response to metal ion,9/1637,9,1637,36/6356,36,6356,0.6047705488595676,0.8039890826015428,0.6204983278391972,bsk/rl/Syt1/hep/Syt4/AnxB11/Grx1/Gclc/whd,9,0.9706780696395845,-0.04293519712563455,0.09474984851286486
bp,GO:0007600,sensory perception,23/1637,23,1637,92/6356,92,6356,0.6061086421558165,0.8054101235145399,0.621595051077593,Cam/Galphao/Galphas/if/Atpalpha/rdgB/ct/nonA/Galphaq/drk/mys/Itpr/Rac1/Cdc42/nrv2/Eb1/Kap3/Fmr1/nrv3/CAP/mri/Ubr3/rdgA,23,0.9706780696395846,-0.04293519712563439,0.09398291587724528
bp,GO:0051306,mitotic sister chromatid separation,8/1637,8,1637,32/6356,32,6356,0.6061958496009877,0.8054101235145399,0.621595051077593,sgg/tws/Cdc27/Mtor/Lis-1/BuGZ/Slik/Dhc64C,8,0.9706780696395846,-0.04293519712563439,0.09398291587724528
bp,GO:0000082,G1/S transition of mitotic cell cycle,7/1637,7,1637,28/6356,28,6356,0.6082471605045987,0.8071864842867839,0.6229660011472757,brm/B52/Eip63E/REG/Mnn1/CycG/Rheb,7,0.9706780696395845,-0.04293519712563455,0.09302611863538165
bp,GO:0010160,formation of animal organ boundary,7/1637,7,1637,28/6356,28,6356,0.6082471605045987,0.8071864842867839,0.6229660011472757,exd/hth/l(2)gl/fra/nuf/Rab11/CtBP,7,0.9706780696395845,-0.04293519712563455,0.09302611863538165
bp,GO:0043966,histone H3 acetylation,7/1637,7,1637,28/6356,28,6356,0.6082471605045987,0.8071864842867839,0.6229660011472757,brm/Taf1/Taf12/Taf10b/Naa60/Hcf/Yeti,7,0.9706780696395845,-0.04293519712563455,0.09302611863538165
bp,GO:0044843,cell cycle G1/S phase transition,7/1637,7,1637,28/6356,28,6356,0.6082471605045987,0.8071864842867839,0.6229660011472757,brm/B52/Eip63E/REG/Mnn1/CycG/Rheb,7,0.9706780696395845,-0.04293519712563455,0.09302611863538165
bp,GO:0016054,organic acid catabolic process,27/1637,27,1637,108/6356,108,6356,0.6086342403550169,0.8074630955106182,0.623179482655377,Gdh/Got2/Gs2/Pgd/wal/Ahcy/Oat/CG17896/Mtpbeta/CG5009/Mtpalpha/Shmt/CG1440/Pmp70/Echs1/CG15093/CG9149/AhcyL1/Mcad/CG7430/Gabat/CG5044/CG7834/CG17691/yip2/SERCA/Etf-QO,27,0.9706780696395844,-0.04293519712563472,0.0928773176437336
bp,GO:0031099,regeneration,6/1637,6,1637,24/6356,24,6356,0.6111984499624308,0.810389261903839,0.6254378234628138,bsk/Pka-C1/Akt1/Pten/NijA/atl,6,0.9706780696395846,-0.04293519712563439,0.09130632224649966
bp,GO:0035051,cardiocyte differentiation,6/1637,6,1637,24/6356,24,6356,0.6111984499624308,0.810389261903839,0.6254378234628138,EcR/svp/htl/lqf/Nedd4/kuz,6,0.9706780696395846,-0.04293519712563439,0.09130632224649966
bp,GO:0003014,renal system process,5/1637,5,1637,20/6356,20,6356,0.6155115929135733,0.8139591573930226,0.6281929780159471,Rac1/Cdc42/CG10939/Drip/ClC-c,5,0.9706780696395846,-0.04293519712563439,0.08939738646687793
bp,GO:0006081,cellular aldehyde metabolic process,5/1637,5,1637,20/6356,20,6356,0.6155115929135733,0.8139591573930226,0.6281929780159471,Fdh/Aldh/tzn/dj-1beta/Tpi,5,0.9706780696395846,-0.04293519712563439,0.08939738646687793
bp,GO:0007007,inner mitochondrial membrane organization,5/1637,5,1637,20/6356,20,6356,0.6155115929135733,0.8139591573930226,0.6281929780159471,Chchd3/Mitofilin/Taz/Tim8/Mics1,5,0.9706780696395846,-0.04293519712563439,0.08939738646687793
bp,GO:0010906,regulation of glucose metabolic process,5/1637,5,1637,20/6356,20,6356,0.6155115929135733,0.8139591573930226,0.6281929780159471,GlyP/Pdk/Rack1/Gbs-70E/Atg1,5,0.9706780696395846,-0.04293519712563439,0.08939738646687793
bp,GO:0043967,histone H4 acetylation,5/1637,5,1637,20/6356,20,6356,0.6155115929135733,0.8139591573930226,0.6281929780159471,msl-1/Taf1/Tip60/Naa60/Hcf,5,0.9706780696395846,-0.04293519712563439,0.08939738646687793
bp,GO:0045792,negative regulation of cell size,5/1637,5,1637,20/6356,20,6356,0.6155115929135733,0.8139591573930226,0.6281929780159471,RasGAP1/RhoGAP1A/RhoGAPp190/Pten/foxo,5,0.9706780696395846,-0.04293519712563439,0.08939738646687793
bp,GO:0046173,polyol biosynthetic process,5/1637,5,1637,20/6356,20,6356,0.6155115929135733,0.8139591573930226,0.6281929780159471,pr/Pcd/Inos/l(1)G0196/CG10082,5,0.9706780696395846,-0.04293519712563439,0.08939738646687793
bp,GO:0090101,negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,5/1637,5,1637,20/6356,20,6356,0.6155115929135733,0.8139591573930226,0.6281929780159471,eIF4A/Dd/hiw/Tao/spin,5,0.9706780696395846,-0.04293519712563439,0.08939738646687793
bp,GO:0097193,intrinsic apoptotic signaling pathway,5/1637,5,1637,20/6356,20,6356,0.6155115929135733,0.8139591573930226,0.6281929780159471,Ubc6/Dp/Debcl/XNP/Buffy,5,0.9706780696395846,-0.04293519712563439,0.08939738646687793
bp,GO:0001707,mesoderm formation,4/1637,4,1637,16/6356,16,6356,0.6220369021187663,0.8209070941830141,0.6335552189386374,Ras85D/gol/htl/sgl,4,0.9706780696395846,-0.04293519712563439,0.0857059911957589
bp,GO:0006623,protein targeting to vacuole,4/1637,4,1637,16/6356,16,6356,0.6220369021187663,0.8209070941830141,0.6335552189386374,g/lt/Vsp37A/Vps13,4,0.9706780696395846,-0.04293519712563439,0.0857059911957589
bp,GO:0030513,positive regulation of BMP signaling pathway,4/1637,4,1637,16/6356,16,6356,0.6220369021187663,0.8209070941830141,0.6335552189386374,Lis-1/lqf/Pngl/lbk,4,0.9706780696395846,-0.04293519712563439,0.0857059911957589
bp,GO:0033013,tetrapyrrole metabolic process,4/1637,4,1637,16/6356,16,6356,0.6220369021187663,0.8209070941830141,0.6335552189386374,Alas/CG5532/Ho/CG13551,4,0.9706780696395846,-0.04293519712563439,0.0857059911957589
bp,GO:0048067,cuticle pigmentation,4/1637,4,1637,16/6356,16,6356,0.6220369021187663,0.8209070941830141,0.6335552189386374,Mkk4/Sar1/Sec23/Sec24CD,4,0.9706780696395846,-0.04293519712563439,0.0857059911957589
bp,GO:0048137,spermatocyte division,4/1637,4,1637,16/6356,16,6356,0.6220369021187663,0.8209070941830141,0.6335552189386374,Lam/fwd/Rab11/vib,4,0.9706780696395846,-0.04293519712563439,0.0857059911957589
bp,GO:0051091,positive regulation of DNA-binding transcription factor activity,4/1637,4,1637,16/6356,16,6356,0.6220369021187663,0.8209070941830141,0.6335552189386374,rl/Uba2/HDAC4/smt3,4,0.9706780696395846,-0.04293519712563439,0.0857059911957589
bp,GO:0045934,negative regulation of nucleobase-containing compound metabolic process,55/1637,55,1637,220/6356,220,6356,0.6287479163298078,0.8295214774695655,0.6402035808882487,arm/E(bx)/EcR/emc/gro/Hrb98DE/Hsf/stc/swm/pho/pum/Scm/Su(var)205/ct/zfh1/fs(1)h/gcl/Gug/Mtor/Psi/HDAC1/snRNP-U1-70K/Max/CtBP/Sin3A/Bin1/TBPH/Tip60/Nulp1/MBD-like/Nab2/Fmr1/spidey/Pdcd4/CG5001/papi/Daxx/d4/BI-1/foxo/Spt5/HDAC4/Usp10/e(y)3/Su(var)3-3/rhea/Mi-2/cic/mbf1/DnaJ-1/Acn/sqd/kis/Maf1/Dsp1,55,0.9706780696395845,-0.04293519712563455,0.0811723650033759
bp,GO:0017038,protein import,24/1637,24,1637,97/6356,97,6356,0.6294107007919132,0.8296966437793554,0.6403387697915193,Hsc70-5/sgg/Mtor/Hsp60A/Tom40/Ran/Cse1/Sec13/Tnpo/msk/Kap-alpha3/CG8206/Ntf-2/Pex19/Tom7/mge/CG7394/Pex3/Tom20/Karybeta3/Fs(2)Ket/Tim17b/rdx/Tim23,24,0.9606710792309291,-0.05788553859160586,0.08108066667744096
bp,GO:0098813,nuclear chromosome segregation,30/1637,30,1637,121/6356,121,6356,0.6310128431607973,0.8296966437793554,0.6403387697915193,DCTN1-p150/sgg/Pp1-87B/tws/Moe/Cdc27/Mtor/Rpn10/Cul1/Lis-1/chb/SkpA/Rok/Eb1/msps/Klp10A/BuGZ/galla-1/Slik/nudE/Arl8/Kat60/SMC1/pds5/vtd/Dhc64C/Mi-2/bel/Yeti/slmb,30,0.9626559368326459,-0.05490783879171026,0.08108066667744096
bp,GO:0000054,ribosomal subunit export from nucleus,3/1637,3,1637,12/6356,12,6356,0.6325519102795705,0.8296966437793554,0.6403387697915193,Ran/emb/pix,3,0.9706780696395846,-0.04293519712563439,0.08108066667744096
bp,GO:0006206,pyrimidine nucleobase metabolic process,3/1637,3,1637,12/6356,12,6356,0.6325519102795705,0.8296966437793554,0.6403387697915193,Adk1/CG17896/Dak1,3,0.9706780696395846,-0.04293519712563439,0.08108066667744096
bp,GO:0006282,regulation of DNA repair,3/1637,3,1637,12/6356,12,6356,0.6325519102795705,0.8296966437793554,0.6403387697915193,hyd/Dek/ctrip,3,0.9706780696395846,-0.04293519712563439,0.08108066667744096
bp,GO:0007204,positive regulation of cytosolic calcium ion concentration,3/1637,3,1637,12/6356,12,6356,0.6325519102795705,0.8296966437793554,0.6403387697915193,Itpr/Cnx99A/fwe,3,0.9706780696395846,-0.04293519712563439,0.08108066667744096
bp,GO:0009794,"regulation of mitotic cell cycle, embryonic",3/1637,3,1637,12/6356,12,6356,0.6325519102795705,0.8296966437793554,0.6403387697915193,ben/Fmr1/Capr,3,0.9706780696395846,-0.04293519712563439,0.08108066667744096
bp,GO:0033750,ribosome localization,3/1637,3,1637,12/6356,12,6356,0.6325519102795705,0.8296966437793554,0.6403387697915193,Ran/emb/pix,3,0.9706780696395846,-0.04293519712563439,0.08108066667744096
bp,GO:0035309,wing and notum subfield formation,3/1637,3,1637,12/6356,12,6356,0.6325519102795705,0.8296966437793554,0.6403387697915193,Raf/sgg/msk,3,0.9706780696395846,-0.04293519712563439,0.08108066667744096
bp,GO:0040040,thermosensory behavior,3/1637,3,1637,12/6356,12,6356,0.6325519102795705,0.8296966437793554,0.6403387697915193,Pka-C1/dnc/14-3-3zeta,3,0.9706780696395846,-0.04293519712563439,0.08108066667744096
bp,GO:0042559,pteridine-containing compound biosynthetic process,3/1637,3,1637,12/6356,12,6356,0.6325519102795705,0.8296966437793554,0.6403387697915193,pr/Pcd/se,3,0.9706780696395846,-0.04293519712563439,0.08108066667744096
bp,GO:0045842,positive regulation of mitotic metaphase/anaphase transition,3/1637,3,1637,12/6356,12,6356,0.6325519102795705,0.8296966437793554,0.6403387697915193,sgg/Cdc27/Lis-1,3,0.9706780696395846,-0.04293519712563439,0.08108066667744096
bp,GO:0046033,AMP metabolic process,3/1637,3,1637,12/6356,12,6356,0.6325519102795705,0.8296966437793554,0.6403387697915193,AdSS/AdenoK/Adk3,3,0.9706780696395846,-0.04293519712563439,0.08108066667744096
bp,GO:0046364,monosaccharide biosynthetic process,3/1637,3,1637,12/6356,12,6356,0.6325519102795705,0.8296966437793554,0.6403387697915193,Pgi/Tpi/Pgk,3,0.9706780696395846,-0.04293519712563439,0.08108066667744096
bp,GO:0046668,regulation of retinal cell programmed cell death,3/1637,3,1637,12/6356,12,6356,0.6325519102795705,0.8296966437793554,0.6403387697915193,Ras85D/Galphaq/Diap1,3,0.9706780696395846,-0.04293519712563439,0.08108066667744096
bp,GO:0046669,regulation of compound eye retinal cell programmed cell death,3/1637,3,1637,12/6356,12,6356,0.6325519102795705,0.8296966437793554,0.6403387697915193,Ras85D/Galphaq/Diap1,3,0.9706780696395846,-0.04293519712563439,0.08108066667744096
bp,GO:1901970,positive regulation of mitotic sister chromatid separation,3/1637,3,1637,12/6356,12,6356,0.6325519102795705,0.8296966437793554,0.6403387697915193,sgg/Cdc27/Lis-1,3,0.9706780696395846,-0.04293519712563439,0.08108066667744096
bp,GO:1902101,positive regulation of metaphase/anaphase transition of cell cycle,3/1637,3,1637,12/6356,12,6356,0.6325519102795705,0.8296966437793554,0.6403387697915193,sgg/Cdc27/Lis-1,3,0.9706780696395846,-0.04293519712563439,0.08108066667744096
