ontology,GO.ID,Term,Annotated,Significant,Expected,classicFisher,bonferroni,bh,foldEnrichment
BP,GO:0090140,regulation of mitochondrial fission,36,1,0.09,0.08279,1,0.41362596868884544,11.11
BP,GO:0090181,regulation of cholesterol metabolic proc...,36,1,0.09,0.08279,1,0.41362596868884544,11.11
BP,GO:2000780,negative regulation of double-strand bre...,36,1,0.09,0.08279,1,0.41362596868884544,11.11
BP,GO:0051216,cartilage development,200,2,0.48,0.08301,1,0.414319706744868,4.17
BP,GO:0008064,regulation of actin polymerization or de...,201,2,0.48,0.08372,1,0.41731730769230774,4.17
BP,GO:0030832,regulation of actin filament length,202,2,0.48,0.08443,1,0.41731730769230774,4.17
BP,GO:2001257,regulation of cation channel activity,202,2,0.48,0.08443,1,0.41731730769230774,4.17
BP,GO:0046649,lymphocyte activation,981,5,2.35,0.08464,1,0.41731730769230774,2.13
BP,GO:0098655,cation transmembrane transport,981,5,2.35,0.08464,1,0.41731730769230774,2.13
BP,GO:0000460,maturation of 5.8S rRNA,37,1,0.09,0.08500,1,0.41731730769230774,11.11
BP,GO:0010837,regulation of keratinocyte proliferation,37,1,0.09,0.08500,1,0.41731730769230774,11.11
BP,GO:0021955,central nervous system neuron axonogenes...,37,1,0.09,0.08500,1,0.41731730769230774,11.11
BP,GO:0032212,positive regulation of telomere maintena...,37,1,0.09,0.08500,1,0.41731730769230774,11.11
BP,GO:0033260,nuclear DNA replication,37,1,0.09,0.08500,1,0.41731730769230774,11.11
BP,GO:0034724,DNA replication-independent nucleosome o...,37,1,0.09,0.08500,1,0.41731730769230774,11.11
BP,GO:0040036,regulation of fibroblast growth factor r...,37,1,0.09,0.08500,1,0.41731730769230774,11.11
BP,GO:0048854,brain morphogenesis,37,1,0.09,0.08500,1,0.41731730769230774,11.11
BP,GO:0060441,epithelial tube branching involved in lu...,37,1,0.09,0.08500,1,0.41731730769230774,11.11
BP,GO:0086005,ventricular cardiac muscle cell action p...,37,1,0.09,0.08500,1,0.41731730769230774,11.11
BP,GO:0090218,positive regulation of lipid kinase acti...,37,1,0.09,0.08500,1,0.41731730769230774,11.11
BP,GO:2000406,positive regulation of T cell migration,37,1,0.09,0.08500,1,0.41731730769230774,11.11
BP,GO:0006812,cation transport,1285,6,3.08,0.08527,1,0.4182407492795389,1.95
BP,GO:0003008,system process,2597,10,6.22,0.08559,1,0.4194074280230326,1.61
BP,GO:0045859,regulation of protein kinase activity,700,4,1.68,0.08620,1,0.4219915627996165,2.38
BP,GO:0001935,endothelial cell proliferation,205,2,0.49,0.08658,1,0.42318644486692014,4.08
BP,GO:0032446,protein modification by small protein co...,989,5,2.37,0.08692,1,0.42318644486692014,2.11
BP,GO:0003338,metanephros morphogenesis,38,1,0.09,0.08719,1,0.42318644486692014,11.11
BP,GO:0009065,glutamine family amino acid catabolic pr...,38,1,0.09,0.08719,1,0.42318644486692014,11.11
BP,GO:0032232,negative regulation of actin filament bu...,38,1,0.09,0.08719,1,0.42318644486692014,11.11
BP,GO:0045738,negative regulation of DNA repair,38,1,0.09,0.08719,1,0.42318644486692014,11.11
BP,GO:0060338,regulation of type I interferon-mediated...,38,1,0.09,0.08719,1,0.42318644486692014,11.11
BP,GO:1900077,negative regulation of cellular response...,38,1,0.09,0.08719,1,0.42318644486692014,11.11
BP,GO:1903539,protein localization to postsynaptic mem...,38,1,0.09,0.08719,1,0.42318644486692014,11.11
BP,GO:0001503,ossification,440,3,1.05,0.08833,1,0.42731674157303373,2.86
BP,GO:0031032,actomyosin structure organization,208,2,0.5,0.08874,1,0.42731674157303373,4
BP,GO:0051896,regulation of protein kinase B signaling,208,2,0.5,0.08874,1,0.42731674157303373,4
BP,GO:0006511,ubiquitin-dependent protein catabolic pr...,708,4,1.7,0.08900,1,0.42731674157303373,2.35
BP,GO:0070997,neuron death,442,3,1.06,0.08925,1,0.42731674157303373,2.83
BP,GO:0000578,embryonic axis specification,39,1,0.09,0.08938,1,0.42731674157303373,11.11
BP,GO:0031507,heterochromatin assembly,39,1,0.09,0.08938,1,0.42731674157303373,11.11
BP,GO:0046329,negative regulation of JNK cascade,39,1,0.09,0.08938,1,0.42731674157303373,11.11
BP,GO:0046676,negative regulation of insulin secretion,39,1,0.09,0.08938,1,0.42731674157303373,11.11
BP,GO:0048713,regulation of oligodendrocyte differenti...,39,1,0.09,0.08938,1,0.42731674157303373,11.11
BP,GO:0051973,positive regulation of telomerase activi...,39,1,0.09,0.08938,1,0.42731674157303373,11.11
BP,GO:0062237,protein localization to postsynapse,39,1,0.09,0.08938,1,0.42731674157303373,11.11
BP,GO:0070193,synaptonemal complex organization,39,1,0.09,0.08938,1,0.42731674157303373,11.11
BP,GO:0071392,cellular response to estradiol stimulus,39,1,0.09,0.08938,1,0.42731674157303373,11.11
BP,GO:0097106,postsynaptic density organization,39,1,0.09,0.08938,1,0.42731674157303373,11.11
BP,GO:1903955,positive regulation of protein targeting...,39,1,0.09,0.08938,1,0.42731674157303373,11.11
BP,GO:0048659,smooth muscle cell proliferation,209,2,0.5,0.08947,1,0.4273468849391954,4
BP,GO:0030041,actin filament polymerization,210,2,0.5,0.09019,1,0.42962606060606057,4
BP,GO:0061138,morphogenesis of a branching epithelium,210,2,0.5,0.09019,1,0.42962606060606057,4
BP,GO:0010463,mesenchymal cell proliferation,40,1,0.1,0.09157,1,0.42962606060606057,10
BP,GO:0014072,response to isoquinoline alkaloid,40,1,0.1,0.09157,1,0.42962606060606057,10
BP,GO:0031297,replication fork processing,40,1,0.1,0.09157,1,0.42962606060606057,10
BP,GO:0032373,positive regulation of sterol transport,40,1,0.1,0.09157,1,0.42962606060606057,10
BP,GO:0032376,positive regulation of cholesterol trans...,40,1,0.1,0.09157,1,0.42962606060606057,10
BP,GO:0032506,cytokinetic process,40,1,0.1,0.09157,1,0.42962606060606057,10
BP,GO:0032941,secretion by tissue,40,1,0.1,0.09157,1,0.42962606060606057,10
BP,GO:0034331,cell junction maintenance,40,1,0.1,0.09157,1,0.42962606060606057,10
BP,GO:0038179,neurotrophin signaling pathway,40,1,0.1,0.09157,1,0.42962606060606057,10
BP,GO:0043278,response to morphine,40,1,0.1,0.09157,1,0.42962606060606057,10
BP,GO:0044060,regulation of endocrine process,40,1,0.1,0.09157,1,0.42962606060606057,10
BP,GO:0045841,negative regulation of mitotic metaphase...,40,1,0.1,0.09157,1,0.42962606060606057,10
BP,GO:0048846,axon extension involved in axon guidance,40,1,0.1,0.09157,1,0.42962606060606057,10
BP,GO:0090322,regulation of superoxide metabolic proce...,40,1,0.1,0.09157,1,0.42962606060606057,10
BP,GO:1900745,positive regulation of p38MAPK cascade,40,1,0.1,0.09157,1,0.42962606060606057,10
BP,GO:1902284,neuron projection extension involved in ...,40,1,0.1,0.09157,1,0.42962606060606057,10
BP,GO:1905332,positive regulation of morphogenesis of ...,40,1,0.1,0.09157,1,0.42962606060606057,10
BP,GO:0006355,"regulation of transcription, DNA-templat...",3692,13,8.85,0.09163,1,0.42962606060606057,1.47
BP,GO:1903506,regulation of nucleic acid-templated tra...,3693,13,8.85,0.09178,1,0.42993456880733943,1.47
BP,GO:0030308,negative regulation of cell growth,213,2,0.51,0.09238,1,0.43160854794520553,3.92
BP,GO:0050679,positive regulation of epithelial cell p...,213,2,0.51,0.09238,1,0.43160854794520553,3.92
BP,GO:0019941,modification-dependent protein catabolic...,718,4,1.72,0.09256,1,0.43160854794520553,2.33
BP,GO:0071363,cellular response to growth factor stimu...,718,4,1.72,0.09256,1,0.43160854794520553,2.33
BP,GO:2001141,regulation of RNA biosynthetic process,3698,13,8.86,0.09256,1,0.43160854794520553,1.47
BP,GO:0032869,cellular response to insulin stimulus,214,2,0.51,0.09312,1,0.43280967450271246,3.92
BP,GO:0032515,negative regulation of phosphoprotein ph...,41,1,0.1,0.09375,1,0.43280967450271246,10
BP,GO:0035774,positive regulation of insulin secretion...,41,1,0.1,0.09375,1,0.43280967450271246,10
BP,GO:0043267,negative regulation of potassium ion tra...,41,1,0.1,0.09375,1,0.43280967450271246,10
BP,GO:0044786,cell cycle DNA replication,41,1,0.1,0.09375,1,0.43280967450271246,10
BP,GO:0048143,astrocyte activation,41,1,0.1,0.09375,1,0.43280967450271246,10
BP,GO:0071526,semaphorin-plexin signaling pathway,41,1,0.1,0.09375,1,0.43280967450271246,10
BP,GO:0071542,dopaminergic neuron differentiation,41,1,0.1,0.09375,1,0.43280967450271246,10
BP,GO:0099084,postsynaptic specialization organization,41,1,0.1,0.09375,1,0.43280967450271246,10
BP,GO:1903115,regulation of actin filament-based movem...,41,1,0.1,0.09375,1,0.43280967450271246,10
BP,GO:1904358,positive regulation of telomere maintena...,41,1,0.1,0.09375,1,0.43280967450271246,10
BP,GO:0017157,regulation of exocytosis,216,2,0.52,0.09459,1,0.4358994043321299,3.85
BP,GO:0043123,positive regulation of I-kappaB kinase/N...,216,2,0.52,0.09459,1,0.4358994043321299,3.85
BP,GO:0030073,insulin secretion,217,2,0.52,0.09533,1,0.43612423864648264,3.85
BP,GO:0045216,cell-cell junction organization,217,2,0.52,0.09533,1,0.43612423864648264,3.85
BP,GO:0001775,cell activation,1326,6,3.18,0.09573,1,0.43612423864648264,1.89
BP,GO:0030099,myeloid cell differentiation,456,3,1.09,0.09582,1,0.43612423864648264,2.75
BP,GO:0009954,proximal/distal pattern formation,42,1,0.1,0.09592,1,0.43612423864648264,10
BP,GO:0014037,Schwann cell differentiation,42,1,0.1,0.09592,1,0.43612423864648264,10
BP,GO:0016242,negative regulation of macroautophagy,42,1,0.1,0.09592,1,0.43612423864648264,10
BP,GO:0021587,cerebellum morphogenesis,42,1,0.1,0.09592,1,0.43612423864648264,10
BP,GO:0021799,cerebral cortex radially oriented cell m...,42,1,0.1,0.09592,1,0.43612423864648264,10
BP,GO:0045671,negative regulation of osteoclast differ...,42,1,0.1,0.09592,1,0.43612423864648264,10
BP,GO:0045740,positive regulation of DNA replication,42,1,0.1,0.09592,1,0.43612423864648264,10
BP,GO:0046326,positive regulation of glucose import,42,1,0.1,0.09592,1,0.43612423864648264,10
BP,GO:0051569,regulation of histone H3-K4 methylation,42,1,0.1,0.09592,1,0.43612423864648264,10
BP,GO:1901889,negative regulation of cell junction ass...,42,1,0.1,0.09592,1,0.43612423864648264,10
BP,GO:1902100,negative regulation of metaphase/anaphas...,42,1,0.1,0.09592,1,0.43612423864648264,10
BP,GO:0009755,hormone-mediated signaling pathway,218,2,0.52,0.09607,1,0.43641763345195733,3.85
BP,GO:0009967,positive regulation of signal transducti...,1648,7,3.95,0.09644,1,0.43770901333333334,1.77
BP,GO:0043632,modification-dependent macromolecule cat...,729,4,1.75,0.09655,1,0.43781909413854353,2.29
BP,GO:0010629,negative regulation of gene expression,1651,7,3.96,0.09715,1,0.4397705004389816,1.77
BP,GO:0048514,blood vessel morphogenesis,731,4,1.75,0.09728,1,0.4397705004389816,2.29
BP,GO:0014070,response to organic cyclic compound,1024,5,2.45,0.09731,1,0.4397705004389816,2.04
BP,GO:0006284,base-excision repair,43,1,0.1,0.09810,1,0.4397705004389816,10
BP,GO:0009167,purine ribonucleoside monophosphate meta...,43,1,0.1,0.09810,1,0.4397705004389816,10
BP,GO:0030224,monocyte differentiation,43,1,0.1,0.09810,1,0.4397705004389816,10
BP,GO:0033046,negative regulation of sister chromatid ...,43,1,0.1,0.09810,1,0.4397705004389816,10
BP,GO:0033048,negative regulation of mitotic sister ch...,43,1,0.1,0.09810,1,0.4397705004389816,10
BP,GO:0042491,inner ear auditory receptor cell differe...,43,1,0.1,0.09810,1,0.4397705004389816,10
BP,GO:0071470,cellular response to osmotic stress,43,1,0.1,0.09810,1,0.4397705004389816,10
BP,GO:1903749,positive regulation of establishment of ...,43,1,0.1,0.09810,1,0.4397705004389816,10
BP,GO:2000816,negative regulation of mitotic sister ch...,43,1,0.1,0.09810,1,0.4397705004389816,10
BP,GO:2001222,regulation of neuron migration,43,1,0.1,0.09810,1,0.4397705004389816,10
BP,GO:0050673,epithelial cell proliferation,461,3,1.1,0.09822,1,0.43989465381244525,2.73
BP,GO:0051651,maintenance of location in cell,221,2,0.53,0.09830,1,0.43989465381244525,3.77
BP,GO:0071310,cellular response to organic substance,2669,10,6.39,0.09862,1,0.44094021015761825,1.56
BP,GO:0000082,G1/S transition of mitotic cell cycle,222,2,0.53,0.09905,1,0.4417024454148471,3.77
BP,GO:0006836,neurotransmitter transport,222,2,0.53,0.09905,1,0.4417024454148471,3.77
BP,GO:0019722,calcium-mediated signaling,222,2,0.53,0.09905,1,0.4417024454148471,3.77
BP,GO:0070887,cellular response to chemical stimulus,3379,12,8.1,0.09923,1,0.4421190052356021,1.48
BP,GO:0009612,response to mechanical stimulus,223,2,0.53,0.09980,1,0.4432273246753247,3.77
BP,GO:0009913,epidermal cell differentiation,223,2,0.53,0.09980,1,0.4432273246753247,3.77
BP,GO:0051054,positive regulation of DNA metabolic pro...,223,2,0.53,0.09980,1,0.4432273246753247,3.77
BP,GO:0032007,negative regulation of TOR signaling,44,1,0.11,0.10026,1,0.4432273246753247,9.09
BP,GO:0051567,histone H3-K9 methylation,44,1,0.11,0.10026,1,0.4432273246753247,9.09
BP,GO:0060236,regulation of mitotic spindle organizati...,44,1,0.11,0.10026,1,0.4432273246753247,9.09
BP,GO:0060795,cell fate commitment involved in formati...,44,1,0.11,0.10026,1,0.4432273246753247,9.09
BP,GO:0090278,negative regulation of peptide hormone s...,44,1,0.11,0.10026,1,0.4432273246753247,9.09
BP,GO:0098751,bone cell development,44,1,0.11,0.10026,1,0.4432273246753247,9.09
BP,GO:0044093,positive regulation of molecular functio...,1665,7,3.99,0.10050,1,0.44335777202072535,1.75
BP,GO:0001763,morphogenesis of a branching structure,224,2,0.54,0.10055,1,0.44335777202072535,3.7
BP,GO:0048705,skeletal system morphogenesis,224,2,0.54,0.10055,1,0.44335777202072535,3.7
BP,GO:0010033,response to organic substance,3391,12,8.12,0.10129,1,0.4462353235547886,1.48
BP,GO:0034764,positive regulation of transmembrane tra...,226,2,0.54,0.10205,1,0.44658968403074295,3.7
BP,GO:0016311,dephosphorylation,469,3,1.12,0.10210,1,0.44658968403074295,2.68
BP,GO:0001569,branching involved in blood vessel morph...,45,1,0.11,0.10242,1,0.44658968403074295,9.09
BP,GO:0001953,negative regulation of cell-matrix adhes...,45,1,0.11,0.10242,1,0.44658968403074295,9.09
BP,GO:0002792,negative regulation of peptide secretion,45,1,0.11,0.10242,1,0.44658968403074295,9.09
BP,GO:0008631,intrinsic apoptotic signaling pathway in...,45,1,0.11,0.10242,1,0.44658968403074295,9.09
BP,GO:0042462,eye photoreceptor cell development,45,1,0.11,0.10242,1,0.44658968403074295,9.09
BP,GO:0051985,negative regulation of chromosome segreg...,45,1,0.11,0.10242,1,0.44658968403074295,9.09
BP,GO:0060324,face development,45,1,0.11,0.10242,1,0.44658968403074295,9.09
BP,GO:0071276,cellular response to cadmium ion,45,1,0.11,0.10242,1,0.44658968403074295,9.09
BP,GO:0097242,amyloid-beta clearance,45,1,0.11,0.10242,1,0.44658968403074295,9.09
BP,GO:1905819,negative regulation of chromosome separa...,45,1,0.11,0.10242,1,0.44658968403074295,9.09
BP,GO:0070848,response to growth factor,748,4,1.79,0.10363,1,0.45024070826306917,2.23
BP,GO:0000266,mitochondrial fission,46,1,0.11,0.10458,1,0.45024070826306917,9.09
BP,GO:0007618,mating,46,1,0.11,0.10458,1,0.45024070826306917,9.09
BP,GO:0009126,purine nucleoside monophosphate metaboli...,46,1,0.11,0.10458,1,0.45024070826306917,9.09
BP,GO:0010171,body morphogenesis,46,1,0.11,0.10458,1,0.45024070826306917,9.09
BP,GO:0014014,negative regulation of gliogenesis,46,1,0.11,0.10458,1,0.45024070826306917,9.09
BP,GO:0016202,regulation of striated muscle tissue dev...,46,1,0.11,0.10458,1,0.45024070826306917,9.09
BP,GO:0021517,ventral spinal cord development,46,1,0.11,0.10458,1,0.45024070826306917,9.09
BP,GO:0021575,hindbrain morphogenesis,46,1,0.11,0.10458,1,0.45024070826306917,9.09
BP,GO:0033047,regulation of mitotic sister chromatid s...,46,1,0.11,0.10458,1,0.45024070826306917,9.09
BP,GO:0034314,Arp2/3 complex-mediated actin nucleation,46,1,0.11,0.10458,1,0.45024070826306917,9.09
BP,GO:0045197,establishment or maintenance of epitheli...,46,1,0.11,0.10458,1,0.45024070826306917,9.09
BP,GO:0070828,heterochromatin organization,46,1,0.11,0.10458,1,0.45024070826306917,9.09
BP,GO:0072210,metanephric nephron development,46,1,0.11,0.10458,1,0.45024070826306917,9.09
BP,GO:0089718,amino acid import across plasma membrane,46,1,0.11,0.10458,1,0.45024070826306917,9.09
BP,GO:0018193,peptidyl-amino acid modification,1360,6,3.26,0.10491,1,0.4512809267059815,1.84
BP,GO:0071805,potassium ion transmembrane transport,230,2,0.55,0.10508,1,0.4516317171717172,3.64
BP,GO:0006357,regulation of transcription by RNA polym...,2710,10,6.49,0.10655,1,0.45338051580698835,1.54
BP,GO:0031396,regulation of protein ubiquitination,232,2,0.56,0.10661,1,0.45338051580698835,3.57
BP,GO:0007019,microtubule depolymerization,47,1,0.11,0.10673,1,0.45338051580698835,9.09
BP,GO:0014912,negative regulation of smooth muscle cel...,47,1,0.11,0.10673,1,0.45338051580698835,9.09
BP,GO:0030850,prostate gland development,47,1,0.11,0.10673,1,0.45338051580698835,9.09
BP,GO:0034198,cellular response to amino acid starvati...,47,1,0.11,0.10673,1,0.45338051580698835,9.09
BP,GO:0042311,vasodilation,47,1,0.11,0.10673,1,0.45338051580698835,9.09
BP,GO:0044058,regulation of digestive system process,47,1,0.11,0.10673,1,0.45338051580698835,9.09
BP,GO:0046688,response to copper ion,47,1,0.11,0.10673,1,0.45338051580698835,9.09
BP,GO:0048546,digestive tract morphogenesis,47,1,0.11,0.10673,1,0.45338051580698835,9.09
BP,GO:0060999,positive regulation of dendritic spine d...,47,1,0.11,0.10673,1,0.45338051580698835,9.09
BP,GO:0090329,regulation of DNA-dependent DNA replicat...,47,1,0.11,0.10673,1,0.45338051580698835,9.09
BP,GO:1901385,regulation of voltage-gated calcium chan...,47,1,0.11,0.10673,1,0.45338051580698835,9.09
BP,GO:2000403,positive regulation of lymphocyte migrat...,47,1,0.11,0.10673,1,0.45338051580698835,9.09
BP,GO:0000302,response to reactive oxygen species,233,2,0.56,0.10737,1,0.45572004987531173,3.57
BP,GO:1901888,regulation of cell junction assembly,234,2,0.56,0.10814,1,0.45727253289473685,3.57
BP,GO:0031401,positive regulation of protein modificat...,1059,5,2.54,0.10832,1,0.45727253289473685,1.97
BP,GO:0030866,cortical actin cytoskeleton organization,48,1,0.11,0.10887,1,0.45727253289473685,9.09
BP,GO:0032728,positive regulation of interferon-beta p...,48,1,0.11,0.10887,1,0.45727253289473685,9.09
BP,GO:0042554,superoxide anion generation,48,1,0.11,0.10887,1,0.45727253289473685,9.09
BP,GO:0043616,keratinocyte proliferation,48,1,0.11,0.10887,1,0.45727253289473685,9.09
BP,GO:0045005,DNA-dependent DNA replication maintenanc...,48,1,0.11,0.10887,1,0.45727253289473685,9.09
BP,GO:0045773,positive regulation of axon extension,48,1,0.11,0.10887,1,0.45727253289473685,9.09
BP,GO:0045839,negative regulation of mitotic nuclear d...,48,1,0.11,0.10887,1,0.45727253289473685,9.09
BP,GO:0050919,negative chemotaxis,48,1,0.11,0.10887,1,0.45727253289473685,9.09
BP,GO:0051489,regulation of filopodium assembly,48,1,0.11,0.10887,1,0.45727253289473685,9.09
BP,GO:1901861,regulation of muscle tissue development,48,1,0.11,0.10887,1,0.45727253289473685,9.09
BP,GO:1902905,positive regulation of supramolecular fi...,235,2,0.56,0.10890,1,0.45727253289473685,3.57
BP,GO:0002694,regulation of leukocyte activation,765,4,1.83,0.11017,1,0.4608268780487805,2.19
BP,GO:0001505,regulation of neurotransmitter levels,237,2,0.57,0.11044,1,0.4608268780487805,3.51
BP,GO:0043491,protein kinase B signaling,237,2,0.57,0.11044,1,0.4608268780487805,3.51
BP,GO:0048732,gland development,486,3,1.16,0.11055,1,0.4608268780487805,2.59
BP,GO:0030334,regulation of cell migration,1066,5,2.55,0.11059,1,0.4608268780487805,1.96
BP,GO:0010828,positive regulation of glucose transmemb...,49,1,0.12,0.11101,1,0.4608268780487805,8.33
BP,GO:0032369,negative regulation of lipid transport,49,1,0.12,0.11101,1,0.4608268780487805,8.33
BP,GO:0032435,negative regulation of proteasomal ubiqu...,49,1,0.12,0.11101,1,0.4608268780487805,8.33
BP,GO:0048599,oocyte development,49,1,0.12,0.11101,1,0.4608268780487805,8.33
BP,GO:0060119,inner ear receptor cell development,49,1,0.12,0.11101,1,0.4608268780487805,8.33
BP,GO:0060251,regulation of glial cell proliferation,49,1,0.12,0.11101,1,0.4608268780487805,8.33
BP,GO:0090224,regulation of spindle organization,49,1,0.12,0.11101,1,0.4608268780487805,8.33
BP,GO:0140353,lipid export from cell,49,1,0.12,0.11101,1,0.4608268780487805,8.33
BP,GO:1904752,regulation of vascular associated smooth...,49,1,0.12,0.11101,1,0.4608268780487805,8.33
BP,GO:0010810,regulation of cell-substrate adhesion,238,2,0.57,0.11121,1,0.4609076785714286,3.51
BP,GO:0071241,cellular response to inorganic substance,238,2,0.57,0.11121,1,0.4609076785714286,3.51
BP,GO:0008152,metabolic process,13535,37,32.43,0.11193,1,0.46351547445255475,1.14
BP,GO:0008219,cell death,2393,9,5.73,0.11303,1,0.4640513253012048,1.57
BP,GO:0045936,negative regulation of phosphate metabol...,491,3,1.18,0.11309,1,0.4640513253012048,2.54
BP,GO:0007520,myoblast fusion,50,1,0.12,0.11315,1,0.4640513253012048,8.33
BP,GO:0031062,positive regulation of histone methylati...,50,1,0.12,0.11315,1,0.4640513253012048,8.33
BP,GO:0033628,regulation of cell adhesion mediated by ...,50,1,0.12,0.11315,1,0.4640513253012048,8.33
BP,GO:0045778,positive regulation of ossification,50,1,0.12,0.11315,1,0.4640513253012048,8.33
BP,GO:0047496,vesicle transport along microtubule,50,1,0.12,0.11315,1,0.4640513253012048,8.33
BP,GO:0048634,regulation of muscle organ development,50,1,0.12,0.11315,1,0.4640513253012048,8.33
BP,GO:1902930,regulation of alcohol biosynthetic proce...,50,1,0.12,0.11315,1,0.4640513253012048,8.33
BP,GO:1904738,vascular associated smooth muscle cell m...,50,1,0.12,0.11315,1,0.4640513253012048,8.33
BP,GO:1990928,response to amino acid starvation,50,1,0.12,0.11315,1,0.4640513253012048,8.33
BP,GO:2000677,regulation of transcription regulatory r...,50,1,0.12,0.11315,1,0.4640513253012048,8.33
BP,GO:0010563,negative regulation of phosphorus metabo...,492,3,1.18,0.11360,1,0.4655229534510434,2.54
BP,GO:1903131,mononuclear cell differentiation,494,3,1.18,0.11462,1,0.46827341288782814,2.54
BP,GO:0010923,negative regulation of phosphatase activ...,51,1,0.12,0.11528,1,0.46827341288782814,8.33
BP,GO:0018023,peptidyl-lysine trimethylation,51,1,0.12,0.11528,1,0.46827341288782814,8.33
BP,GO:0021515,cell differentiation in spinal cord,51,1,0.12,0.11528,1,0.46827341288782814,8.33
BP,GO:0035088,establishment or maintenance of apical/b...,51,1,0.12,0.11528,1,0.46827341288782814,8.33
BP,GO:0035308,negative regulation of protein dephospho...,51,1,0.12,0.11528,1,0.46827341288782814,8.33
BP,GO:0035850,epithelial cell differentiation involved...,51,1,0.12,0.11528,1,0.46827341288782814,8.33
BP,GO:0035987,endodermal cell differentiation,51,1,0.12,0.11528,1,0.46827341288782814,8.33
BP,GO:0038084,vascular endothelial growth factor signa...,51,1,0.12,0.11528,1,0.46827341288782814,8.33
BP,GO:0050885,neuromuscular process controlling balanc...,51,1,0.12,0.11528,1,0.46827341288782814,8.33
BP,GO:0061245,establishment or maintenance of bipolar ...,51,1,0.12,0.11528,1,0.46827341288782814,8.33
BP,GO:0009887,animal organ morphogenesis,1081,5,2.59,0.11555,1,0.4689970588235294,1.93
BP,GO:0045055,regulated exocytosis,244,2,0.58,0.11588,1,0.4692086384976526,3.45
BP,GO:0009968,negative regulation of signal transducti...,1400,6,3.35,0.11629,1,0.4692086384976526,1.79
BP,GO:0006351,"transcription, DNA-templated",3841,13,9.2,0.11653,1,0.4692086384976526,1.41
BP,GO:0050807,regulation of synapse organization,245,2,0.59,0.11666,1,0.4692086384976526,3.39
BP,GO:0097659,nucleic acid-templated transcription,3843,13,9.21,0.11689,1,0.4692086384976526,1.41
BP,GO:0006509,membrane protein ectodomain proteolysis,52,1,0.12,0.11740,1,0.4692086384976526,8.33
BP,GO:0021695,cerebellar cortex development,52,1,0.12,0.11740,1,0.4692086384976526,8.33
BP,GO:0021795,cerebral cortex cell migration,52,1,0.12,0.11740,1,0.4692086384976526,8.33
BP,GO:0031057,negative regulation of histone modificat...,52,1,0.12,0.11740,1,0.4692086384976526,8.33
BP,GO:0031295,T cell costimulation,52,1,0.12,0.11740,1,0.4692086384976526,8.33
BP,GO:0034332,adherens junction organization,52,1,0.12,0.11740,1,0.4692086384976526,8.33
BP,GO:0048168,regulation of neuronal synaptic plastici...,52,1,0.12,0.11740,1,0.4692086384976526,8.33
BP,GO:0050982,detection of mechanical stimulus,52,1,0.12,0.11740,1,0.4692086384976526,8.33
BP,GO:0072583,clathrin-dependent endocytosis,52,1,0.12,0.11740,1,0.4692086384976526,8.33
BP,GO:0090311,regulation of protein deacetylation,52,1,0.12,0.11740,1,0.4692086384976526,8.33
BP,GO:1903214,regulation of protein targeting to mitoc...,52,1,0.12,0.11740,1,0.4692086384976526,8.33
BP,GO:1904646,cellular response to amyloid-beta,52,1,0.12,0.11740,1,0.4692086384976526,8.33
BP,GO:1990573,potassium ion import across plasma membr...,52,1,0.12,0.11740,1,0.4692086384976526,8.33
BP,GO:2000404,regulation of T cell migration,52,1,0.12,0.11740,1,0.4692086384976526,8.33
BP,GO:0002064,epithelial cell development,246,2,0.59,0.11744,1,0.4692086384976526,3.39
BP,GO:0045595,regulation of cell differentiation,1735,7,4.16,0.11824,1,0.4720355277560594,1.68
BP,GO:0046777,protein autophosphorylation,248,2,0.59,0.11901,1,0.4730768372093023,3.39
BP,GO:0060047,heart contraction,248,2,0.59,0.11901,1,0.4730768372093023,3.39
BP,GO:0098657,import into cell,248,2,0.59,0.11901,1,0.4730768372093023,3.39
BP,GO:0001504,neurotransmitter uptake,53,1,0.13,0.11952,1,0.4730768372093023,7.69
BP,GO:0009994,oocyte differentiation,53,1,0.13,0.11952,1,0.4730768372093023,7.69
BP,GO:0010718,positive regulation of epithelial to mes...,53,1,0.13,0.11952,1,0.4730768372093023,7.69
BP,GO:0014911,positive regulation of smooth muscle cel...,53,1,0.13,0.11952,1,0.4730768372093023,7.69
BP,GO:0031103,axon regeneration,53,1,0.13,0.11952,1,0.4730768372093023,7.69
BP,GO:0046677,response to antibiotic,53,1,0.13,0.11952,1,0.4730768372093023,7.69
BP,GO:0048013,ephrin receptor signaling pathway,53,1,0.13,0.11952,1,0.4730768372093023,7.69
BP,GO:0071312,cellular response to alkaloid,53,1,0.13,0.11952,1,0.4730768372093023,7.69
BP,GO:0032774,RNA biosynthetic process,3859,13,9.25,0.11980,1,0.47381781564678543,1.41
BP,GO:0001667,ameboidal-type cell migration,506,3,1.21,0.12083,1,0.4773580169100692,2.48
BP,GO:0001541,ovarian follicle development,54,1,0.13,0.12163,1,0.4773580169100692,7.69
BP,GO:0009948,anterior/posterior axis specification,54,1,0.13,0.12163,1,0.4773580169100692,7.69
BP,GO:0031294,lymphocyte costimulation,54,1,0.13,0.12163,1,0.4773580169100692,7.69
BP,GO:0043090,amino acid import,54,1,0.13,0.12163,1,0.4773580169100692,7.69
BP,GO:0051972,regulation of telomerase activity,54,1,0.13,0.12163,1,0.4773580169100692,7.69
