ontology,GO.ID,Term,Annotated,Significant,Expected,classicFisher,bonferroni,bh,foldEnrichment
BP,GO:0007264,small GTPase mediated signal transductio...,556,2,0.8,0.18986,1,0.8800096101541252,2.5
BP,GO:0030183,B cell differentiation,146,1,0.21,0.19003,1,0.8800096101541252,4.76
BP,GO:0032355,response to estradiol,146,1,0.21,0.19003,1,0.8800096101541252,4.76
BP,GO:0051093,negative regulation of developmental pro...,1050,3,1.51,0.19010,1,0.8800096101541252,1.99
BP,GO:0001890,placenta development,147,1,0.21,0.19120,1,0.8843000000000001,4.76
BP,GO:0002761,regulation of myeloid leukocyte differen...,148,1,0.21,0.19237,1,0.888102368896926,4.76
BP,GO:0030218,erythrocyte differentiation,148,1,0.21,0.19237,1,0.888102368896926,4.76
BP,GO:0048871,multicellular organismal homeostasis,563,2,0.81,0.19352,1,0.891086780883679,2.47
BP,GO:0035107,appendage morphogenesis,149,1,0.21,0.19354,1,0.891086780883679,4.76
BP,GO:0035108,limb morphogenesis,149,1,0.21,0.19354,1,0.891086780883679,4.76
BP,GO:0007093,mitotic cell cycle checkpoint signaling,151,1,0.22,0.19587,1,0.8993814928057554,4.55
BP,GO:0042542,response to hydrogen peroxide,151,1,0.22,0.19587,1,0.8993814928057554,4.55
BP,GO:0043401,steroid hormone mediated signaling pathw...,151,1,0.22,0.19587,1,0.8993814928057554,4.55
BP,GO:0010468,regulation of gene expression,5858,11,8.42,0.19653,1,0.9016012398921833,1.31
BP,GO:0031570,DNA integrity checkpoint signaling,152,1,0.22,0.19704,1,0.903006403587444,4.55
BP,GO:0044770,cell cycle phase transition,570,2,0.82,0.19719,1,0.903006403587444,2.44
BP,GO:0009056,catabolic process,2760,6,3.97,0.19765,1,0.90430188172043,1.51
BP,GO:0002381,immunoglobulin production involved in im...,153,1,0.22,0.19820,1,0.9043871313672922,4.55
BP,GO:0014074,response to purine-containing compound,153,1,0.22,0.19820,1,0.9043871313672922,4.55
BP,GO:0031023,microtubule organizing center organizati...,153,1,0.22,0.19820,1,0.9043871313672922,4.55
BP,GO:0006261,DNA-dependent DNA replication,154,1,0.22,0.19936,1,0.908868,4.55
BP,GO:0009894,regulation of catabolic process,1076,3,1.55,0.19970,1,0.9096058876003568,1.94
BP,GO:1904064,positive regulation of cation transmembr...,155,1,0.22,0.20052,1,0.9125268449197861,4.55
BP,GO:1905114,cell surface receptor signaling pathway ...,577,2,0.83,0.20087,1,0.9133056277827247,2.41
BP,GO:0009887,animal organ morphogenesis,1081,3,1.55,0.20156,1,0.9144134693877551,1.94
BP,GO:0031644,regulation of nervous system process,156,1,0.22,0.20168,1,0.9144134693877551,4.55
BP,GO:0046907,intracellular transport,1624,4,2.33,0.20180,1,0.9144134693877551,1.72
BP,GO:0070887,cellular response to chemical stimulus,3379,7,4.86,0.20183,1,0.9144134693877551,1.44
BP,GO:0032611,interleukin-1 beta production,157,1,0.23,0.20284,1,0.9149302473498233,4.35
BP,GO:0032651,regulation of interleukin-1 beta product...,157,1,0.23,0.20284,1,0.9149302473498233,4.35
BP,GO:0050768,negative regulation of neurogenesis,157,1,0.23,0.20284,1,0.9149302473498233,4.35
BP,GO:0106106,cold-induced thermogenesis,157,1,0.23,0.20284,1,0.9149302473498233,4.35
BP,GO:0120161,regulation of cold-induced thermogenesis,157,1,0.23,0.20284,1,0.9149302473498233,4.35
BP,GO:0045834,positive regulation of lipid metabolic p...,158,1,0.23,0.20399,1,0.9193053309797,4.35
BP,GO:0010033,response to organic substance,3391,7,4.87,0.20438,1,0.9202506878306878,1.44
BP,GO:0034101,erythrocyte homeostasis,159,1,0.23,0.20514,1,0.9228588898678415,4.35
BP,GO:0003158,endothelium development,160,1,0.23,0.20629,1,0.9261691739894551,4.35
BP,GO:0032273,positive regulation of protein polymeriz...,160,1,0.23,0.20629,1,0.9261691739894551,4.35
BP,GO:1901135,carbohydrate derivative metabolic proces...,1094,3,1.57,0.20642,1,0.9261691739894551,1.91
BP,GO:0034248,regulation of cellular amide metabolic p...,588,2,0.85,0.20666,1,0.926431922739245,2.35
BP,GO:0007043,cell-cell junction assembly,161,1,0.23,0.20744,1,0.9291128421052632,4.35
BP,GO:0051961,negative regulation of nervous system de...,162,1,0.23,0.20859,1,0.9334448203330412,4.35
BP,GO:0007605,sensory perception of sound,163,1,0.23,0.20974,1,0.9369487664041996,4.35
BP,GO:0034614,cellular response to reactive oxygen spe...,163,1,0.23,0.20974,1,0.9369487664041996,4.35
BP,GO:0010629,negative regulation of gene expression,1651,4,2.37,0.20999,1,0.937245576923077,1.69
BP,GO:0050868,negative regulation of T cell activation,164,1,0.24,0.21088,1,0.9403958777292576,4.17
BP,GO:0050770,regulation of axonogenesis,165,1,0.24,0.21203,1,0.944699109947644,4.17
BP,GO:0002683,negative regulation of immune system pro...,599,2,0.86,0.21248,1,0.9458787096774193,2.33
BP,GO:1902532,negative regulation of intracellular sig...,600,2,0.86,0.21301,1,0.9474120731707317,2.33
BP,GO:0098609,cell-cell adhesion,1112,3,1.6,0.21320,1,0.9474318537859008,1.88
BP,GO:0008283,cell population proliferation,2239,5,3.22,0.21419,1,0.9510036000000001,1.55
BP,GO:0016525,negative regulation of angiogenesis,168,1,0.24,0.21545,1,0.9541090199479619,4.17
BP,GO:0046661,male sex differentiation,168,1,0.24,0.21545,1,0.9541090199479619,4.17
BP,GO:1902850,microtubule cytoskeleton organization in...,168,1,0.24,0.21545,1,0.9541090199479619,4.17
BP,GO:0007423,sensory organ development,605,2,0.87,0.21566,1,0.954211403812825,2.3
BP,GO:0002824,positive regulation of adaptive immune r...,169,1,0.24,0.21658,1,0.9574523636363637,4.17
BP,GO:0090304,nucleic acid metabolic process,5978,11,8.59,0.21711,1,0.9575390745501284,1.28
BP,GO:0021953,central nervous system neuron differenti...,170,1,0.24,0.21772,1,0.9575390745501284,4.17
BP,GO:2000181,negative regulation of blood vessel morp...,170,1,0.24,0.21772,1,0.9575390745501284,4.17
BP,GO:2001236,regulation of extrinsic apoptotic signal...,170,1,0.24,0.21772,1,0.9575390745501284,4.17
BP,GO:0043065,positive regulation of apoptotic process,609,2,0.88,0.21779,1,0.9575390745501284,2.27
BP,GO:0046483,heterocycle metabolic process,6636,12,9.54,0.21811,1,0.9575390745501284,1.26
BP,GO:0007156,homophilic cell adhesion via plasma memb...,171,1,0.25,0.21885,1,0.9575390745501284,4
BP,GO:0007338,single fertilization,171,1,0.25,0.21885,1,0.9575390745501284,4
BP,GO:0070507,regulation of microtubule cytoskeleton o...,171,1,0.25,0.21885,1,0.9575390745501284,4
BP,GO:1901343,negative regulation of vasculature devel...,171,1,0.25,0.21885,1,0.9575390745501284,4
BP,GO:1990845,adaptive thermogenesis,171,1,0.25,0.21885,1,0.9575390745501284,4
BP,GO:2001056,positive regulation of cysteine-type end...,171,1,0.25,0.21885,1,0.9575390745501284,4
BP,GO:1901575,organic substance catabolic process,2258,5,3.25,0.21925,1,0.9584678938356165,1.54
BP,GO:0031056,regulation of histone modification,172,1,0.25,0.21999,1,0.9608801881950385,4
BP,GO:0002821,positive regulation of adaptive immune r...,174,1,0.25,0.22224,1,0.9698781538461537,4
BP,GO:0065009,regulation of molecular function,3475,7,5,0.22260,1,0.9706196413321947,1.4
BP,GO:0043488,regulation of mRNA stability,175,1,0.25,0.22337,1,0.9731460921501707,4
BP,GO:0000070,mitotic sister chromatid segregation,176,1,0.25,0.22450,1,0.9764028960817718,4
BP,GO:0090501,RNA phosphodiester bond hydrolysis,176,1,0.25,0.22450,1,0.9764028960817718,4
BP,GO:0003013,circulatory system process,623,2,0.9,0.22524,1,0.9787876085106383,2.22
BP,GO:0006937,regulation of muscle contraction,177,1,0.25,0.22562,1,0.9796052040816327,4
BP,GO:0009611,response to wounding,625,2,0.9,0.22630,1,0.9803433530906013,2.22
BP,GO:0043068,positive regulation of programmed cell d...,625,2,0.9,0.22630,1,0.9803433530906013,2.22
BP,GO:0048754,branching morphogenesis of an epithelial...,178,1,0.26,0.22675,1,0.9803433530906013,3.85
BP,GO:0072331,signal transduction by p53 class mediato...,178,1,0.26,0.22675,1,0.9803433530906013,3.85
BP,GO:2000241,regulation of reproductive process,178,1,0.26,0.22675,1,0.9803433530906013,3.85
BP,GO:0032612,interleukin-1 production,179,1,0.26,0.22787,1,0.982689375,3.85
BP,GO:0032652,regulation of interleukin-1 production,179,1,0.26,0.22787,1,0.982689375,3.85
BP,GO:0050680,negative regulation of epithelial cell p...,179,1,0.26,0.22787,1,0.982689375,3.85
BP,GO:0007283,spermatogenesis,630,2,0.91,0.22897,1,0.9850235383319293,2.2
BP,GO:0006725,cellular aromatic compound metabolic pro...,6699,12,9.63,0.22898,1,0.9850235383319293,1.25
BP,GO:0000910,cytokinesis,180,1,0.26,0.22899,1,0.9850235383319293,3.85
BP,GO:0002521,leukocyte differentiation,633,2,0.91,0.23057,1,0.9909852020202019,2.2
BP,GO:0001525,angiogenesis,636,2,0.91,0.23218,1,0.9935318090452263,2.2
BP,GO:0007610,behavior,636,2,0.91,0.23218,1,0.9935318090452263,2.2
BP,GO:0048736,appendage development,183,1,0.26,0.23233,1,0.9935318090452263,3.85
BP,GO:0060173,limb development,183,1,0.26,0.23233,1,0.9935318090452263,3.85
BP,GO:0061013,regulation of mRNA catabolic process,183,1,0.26,0.23233,1,0.9935318090452263,3.85
BP,GO:1903038,negative regulation of leukocyte cell-ce...,183,1,0.26,0.23233,1,0.9935318090452263,3.85
BP,GO:0050954,sensory perception of mechanical stimulu...,184,1,0.26,0.23345,1,0.9974859414225942,3.85
BP,GO:0007569,cell aging,185,1,0.27,0.23456,1,1,3.7
BP,GO:0030833,regulation of actin filament polymerizat...,185,1,0.27,0.23456,1,1,3.7
BP,GO:0007626,locomotory behavior,186,1,0.27,0.23567,1,1,3.7
BP,GO:0002262,myeloid cell homeostasis,187,1,0.27,0.23678,1,1,3.7
BP,GO:0006941,striated muscle contraction,187,1,0.27,0.23678,1,1,3.7
BP,GO:0098739,import across plasma membrane,187,1,0.27,0.23678,1,1,3.7
BP,GO:0016482,cytosolic transport,188,1,0.27,0.23789,1,1,3.7
BP,GO:0035725,sodium ion transmembrane transport,188,1,0.27,0.23789,1,1,3.7
BP,GO:0051336,regulation of hydrolase activity,1178,3,1.69,0.23848,1,1,1.78
BP,GO:1905475,regulation of protein localization to me...,189,1,0.27,0.23899,1,1,3.7
BP,GO:1990138,neuron projection extension,189,1,0.27,0.23899,1,1,3.7
BP,GO:0048232,male gamete generation,649,2,0.93,0.23913,1,1,2.15
BP,GO:0032269,negative regulation of cellular protein ...,1181,3,1.7,0.23964,1,1,1.76
BP,GO:1901137,carbohydrate derivative biosynthetic pro...,651,2,0.94,0.24020,1,1,2.13
BP,GO:0002684,positive regulation of immune system pro...,1183,3,1.7,0.24042,1,1,1.76
BP,GO:0051301,cell division,652,2,0.94,0.24074,1,1,2.13
BP,GO:0001936,regulation of endothelial cell prolifera...,191,1,0.27,0.24120,1,1,3.7
BP,GO:0050728,negative regulation of inflammatory resp...,191,1,0.27,0.24120,1,1,3.7
BP,GO:0051302,regulation of cell division,191,1,0.27,0.24120,1,1,3.7
BP,GO:0050877,nervous system process,1753,4,2.52,0.24181,1,1,1.59
BP,GO:0043409,negative regulation of MAPK cascade,192,1,0.28,0.24230,1,1,3.57
BP,GO:0043487,regulation of RNA stability,192,1,0.28,0.24230,1,1,3.57
BP,GO:0048639,positive regulation of developmental gro...,192,1,0.28,0.24230,1,1,3.57
BP,GO:0050864,regulation of B cell activation,192,1,0.28,0.24230,1,1,3.57
BP,GO:0002702,positive regulation of production of mol...,193,1,0.28,0.24340,1,1,3.57
BP,GO:0031345,negative regulation of cell projection o...,193,1,0.28,0.24340,1,1,3.57
BP,GO:0002040,sprouting angiogenesis,194,1,0.28,0.24450,1,1,3.57
BP,GO:0001659,temperature homeostasis,195,1,0.28,0.24559,1,1,3.57
BP,GO:0007584,response to nutrient,195,1,0.28,0.24559,1,1,3.57
BP,GO:0050776,regulation of immune response,1201,3,1.73,0.24742,1,1,1.73
BP,GO:0008361,regulation of cell size,197,1,0.28,0.24778,1,1,3.57
BP,GO:0000075,cell cycle checkpoint signaling,199,1,0.29,0.24996,1,1,3.45
BP,GO:1902107,positive regulation of leukocyte differe...,200,1,0.29,0.25105,1,1,3.45
BP,GO:1903708,positive regulation of hemopoiesis,200,1,0.29,0.25105,1,1,3.45
BP,GO:0002698,negative regulation of immune effector p...,201,1,0.29,0.25214,1,1,3.45
BP,GO:0008064,regulation of actin polymerization or de...,201,1,0.29,0.25214,1,1,3.45
BP,GO:0045664,regulation of neuron differentiation,201,1,0.29,0.25214,1,1,3.45
BP,GO:0048839,inner ear development,201,1,0.29,0.25214,1,1,3.45
BP,GO:0030832,regulation of actin filament length,202,1,0.29,0.25322,1,1,3.45
BP,GO:0010721,negative regulation of cell development,204,1,0.29,0.25539,1,1,3.45
BP,GO:0048729,tissue morphogenesis,680,2,0.98,0.25577,1,1,2.04
BP,GO:0007565,female pregnancy,205,1,0.29,0.25647,1,1,3.45
BP,GO:0044248,cellular catabolic process,2396,5,3.44,0.25716,1,1,1.45
BP,GO:0000819,sister chromatid segregation,206,1,0.3,0.25755,1,1,3.33
BP,GO:0033044,regulation of chromosome organization,207,1,0.3,0.25863,1,1,3.33
BP,GO:0045619,regulation of lymphocyte differentiation,209,1,0.3,0.26078,1,1,3.33
BP,GO:0010950,positive regulation of endopeptidase act...,210,1,0.3,0.26185,1,1,3.33
BP,GO:0030041,actin filament polymerization,210,1,0.3,0.26185,1,1,3.33
BP,GO:0032872,regulation of stress-activated MAPK casc...,210,1,0.3,0.26185,1,1,3.33
BP,GO:0061138,morphogenesis of a branching epithelium,210,1,0.3,0.26185,1,1,3.33
BP,GO:0008016,regulation of heart contraction,212,1,0.3,0.26399,1,1,3.33
BP,GO:0032388,positive regulation of intracellular tra...,213,1,0.31,0.26506,1,1,3.23
BP,GO:0046631,alpha-beta T cell activation,213,1,0.31,0.26506,1,1,3.23
BP,GO:0050679,positive regulation of epithelial cell p...,213,1,0.31,0.26506,1,1,3.23
BP,GO:0050731,positive regulation of peptidyl-tyrosine...,213,1,0.31,0.26506,1,1,3.23
BP,GO:0070302,regulation of stress-activated protein k...,213,1,0.31,0.26506,1,1,3.23
BP,GO:0009952,anterior/posterior pattern specification,214,1,0.31,0.26613,1,1,3.23
BP,GO:0045859,regulation of protein kinase activity,700,2,1.01,0.26653,1,1,1.98
BP,GO:0010469,regulation of signaling receptor activit...,215,1,0.31,0.26720,1,1,3.23
BP,GO:1901605,alpha-amino acid metabolic process,215,1,0.31,0.26720,1,1,3.23
BP,GO:0045089,positive regulation of innate immune res...,216,1,0.31,0.26826,1,1,3.23
BP,GO:0009566,fertilization,217,1,0.31,0.26932,1,1,3.23
BP,GO:0045216,cell-cell junction organization,217,1,0.31,0.26932,1,1,3.23
BP,GO:0048863,stem cell differentiation,217,1,0.31,0.26932,1,1,3.23
BP,GO:0002682,regulation of immune system process,1839,4,2.64,0.26956,1,1,1.52
BP,GO:0007623,circadian rhythm,218,1,0.31,0.27038,1,1,3.23
BP,GO:0009755,hormone-mediated signaling pathway,218,1,0.31,0.27038,1,1,3.23
BP,GO:0051250,negative regulation of lymphocyte activa...,218,1,0.31,0.27038,1,1,3.23
BP,GO:0002708,positive regulation of lymphocyte mediat...,219,1,0.31,0.27144,1,1,3.23
BP,GO:0051651,maintenance of location in cell,221,1,0.32,0.27356,1,1,3.12
BP,GO:0071383,cellular response to steroid hormone sti...,221,1,0.32,0.27356,1,1,3.12
BP,GO:0044249,cellular biosynthetic process,6284,11,9.03,0.27398,1,1,1.22
BP,GO:0010647,positive regulation of cell communicatio...,1856,4,2.67,0.27513,1,1,1.5
BP,GO:1902115,regulation of organelle assembly,223,1,0.32,0.27567,1,1,3.12
BP,GO:0001763,morphogenesis of a branching structure,224,1,0.32,0.27672,1,1,3.12
BP,GO:0008406,gonad development,224,1,0.32,0.27672,1,1,3.12
BP,GO:1901360,organic cyclic compound metabolic proces...,6965,12,10.01,0.27759,1,1,1.2
BP,GO:0023056,positive regulation of signaling,1865,4,2.68,0.27809,1,1,1.49
BP,GO:0048878,chemical homeostasis,1283,3,1.84,0.27977,1,1,1.63
BP,GO:0040008,regulation of growth,725,2,1.04,0.27999,1,1,1.92
BP,GO:0010952,positive regulation of peptidase activit...,229,1,0.33,0.28196,1,1,3.03
BP,GO:1903046,meiotic cell cycle process,229,1,0.33,0.28196,1,1,3.03
BP,GO:0045137,development of primary sexual characteri...,230,1,0.33,0.28300,1,1,3.03
BP,GO:0071805,potassium ion transmembrane transport,230,1,0.33,0.28300,1,1,3.03
BP,GO:0048514,blood vessel morphogenesis,731,2,1.05,0.28322,1,1,1.9
BP,GO:0048584,positive regulation of response to stimu...,2488,5,3.58,0.28340,1,1,1.4
BP,GO:0032640,tumor necrosis factor production,231,1,0.33,0.28405,1,1,3.03
BP,GO:0032680,regulation of tumor necrosis factor prod...,231,1,0.33,0.28405,1,1,3.03
BP,GO:0000302,response to reactive oxygen species,233,1,0.33,0.28613,1,1,3.03
BP,GO:0043583,ear development,233,1,0.33,0.28613,1,1,3.03
BP,GO:0044706,multi-multicellular organism process,233,1,0.33,0.28613,1,1,3.03
BP,GO:1901576,organic substance biosynthetic process,6348,11,9.13,0.28659,1,1,1.2
BP,GO:0050953,sensory perception of light stimulus,234,1,0.34,0.28716,1,1,2.94
BP,GO:1901888,regulation of cell junction assembly,234,1,0.34,0.28716,1,1,2.94
BP,GO:1902905,positive regulation of supramolecular fi...,235,1,0.34,0.28820,1,1,2.94
BP,GO:0071706,tumor necrosis factor superfamily cytoki...,236,1,0.34,0.28924,1,1,2.94
BP,GO:1903555,regulation of tumor necrosis factor supe...,236,1,0.34,0.28924,1,1,2.94
BP,GO:0008154,actin polymerization or depolymerization,238,1,0.34,0.29130,1,1,2.94
BP,GO:0010810,regulation of cell-substrate adhesion,238,1,0.34,0.29130,1,1,2.94
BP,GO:0071241,cellular response to inorganic substance,238,1,0.34,0.29130,1,1,2.94
BP,GO:0043408,regulation of MAPK cascade,747,2,1.07,0.29183,1,1,1.87
BP,GO:0008037,cell recognition,239,1,0.34,0.29233,1,1,2.94
BP,GO:0006486,protein glycosylation,240,1,0.34,0.29336,1,1,2.94
BP,GO:0043413,macromolecule glycosylation,240,1,0.34,0.29336,1,1,2.94
BP,GO:0002705,positive regulation of leukocyte mediate...,241,1,0.35,0.29439,1,1,2.86
BP,GO:0051129,negative regulation of cellular componen...,757,2,1.09,0.29721,1,1,1.83
BP,GO:0002822,regulation of adaptive immune response b...,245,1,0.35,0.29848,1,1,2.86
BP,GO:0006364,rRNA processing,245,1,0.35,0.29848,1,1,2.86
BP,GO:0002064,epithelial cell development,246,1,0.35,0.29950,1,1,2.86
BP,GO:0016458,gene silencing,763,2,1.1,0.30044,1,1,1.82
BP,GO:0010001,glial cell differentiation,247,1,0.36,0.30052,1,1,2.78
BP,GO:0097191,extrinsic apoptotic signaling pathway,247,1,0.36,0.30052,1,1,2.78
BP,GO:0060047,heart contraction,248,1,0.36,0.30154,1,1,2.78
BP,GO:0098657,import into cell,248,1,0.36,0.30154,1,1,2.78
BP,GO:0002695,negative regulation of leukocyte activat...,249,1,0.36,0.30256,1,1,2.78
BP,GO:0007188,adenylate cyclase-modulating G protein-c...,249,1,0.36,0.30256,1,1,2.78
BP,GO:0016485,protein processing,250,1,0.36,0.30357,1,1,2.78
BP,GO:0042129,regulation of T cell proliferation,253,1,0.36,0.30661,1,1,2.78
BP,GO:0060560,developmental growth involved in morphog...,253,1,0.36,0.30661,1,1,2.78
BP,GO:2001234,negative regulation of apoptotic signali...,253,1,0.36,0.30661,1,1,2.78
BP,GO:0002573,myeloid leukocyte differentiation,254,1,0.37,0.30762,1,1,2.7
BP,GO:0009058,biosynthetic process,6454,11,9.28,0.30794,1,1,1.19
BP,GO:0006813,potassium ion transport,255,1,0.37,0.30862,1,1,2.7
BP,GO:0022408,negative regulation of cell-cell adhesio...,255,1,0.37,0.30862,1,1,2.7
BP,GO:0050920,regulation of chemotaxis,255,1,0.37,0.30862,1,1,2.7
BP,GO:0070085,glycosylation,255,1,0.37,0.30862,1,1,2.7
BP,GO:0006139,nucleobase-containing compound metabolic...,6470,11,9.3,0.31121,1,1,1.18
BP,GO:0003015,heart process,258,1,0.37,0.31164,1,1,2.7
BP,GO:0006814,sodium ion transport,258,1,0.37,0.31164,1,1,2.7
BP,GO:0016072,rRNA metabolic process,258,1,0.37,0.31164,1,1,2.7
BP,GO:0032271,regulation of protein polymerization,258,1,0.37,0.31164,1,1,2.7
BP,GO:0046395,carboxylic acid catabolic process,258,1,0.37,0.31164,1,1,2.7
BP,GO:0048588,developmental cell growth,261,1,0.38,0.31464,1,1,2.63
BP,GO:0051403,stress-activated MAPK cascade,261,1,0.38,0.31464,1,1,2.63
BP,GO:0007276,gamete generation,791,2,1.14,0.31547,1,1,1.75
BP,GO:0016054,organic acid catabolic process,262,1,0.38,0.31564,1,1,2.63
BP,GO:0009987,cellular process,19262,29,27.69,0.31601,1,1,1.05
BP,GO:0002819,regulation of adaptive immune response,268,1,0.39,0.32159,1,1,2.56
BP,GO:0007160,cell-matrix adhesion,268,1,0.39,0.32159,1,1,2.56
BP,GO:0017148,negative regulation of translation,268,1,0.39,0.32159,1,1,2.56
BP,GO:0070374,positive regulation of ERK1 and ERK2 cas...,268,1,0.39,0.32159,1,1,2.56
BP,GO:1903522,regulation of blood circulation,268,1,0.39,0.32159,1,1,2.56
BP,GO:0031098,stress-activated protein kinase signalin...,269,1,0.39,0.32258,1,1,2.56
BP,GO:0032886,regulation of microtubule-based process,269,1,0.39,0.32258,1,1,2.56
BP,GO:0002274,myeloid leukocyte activation,270,1,0.39,0.32357,1,1,2.56
BP,GO:0002833,positive regulation of response to bioti...,270,1,0.39,0.32357,1,1,2.56
BP,GO:2000116,regulation of cysteine-type endopeptidas...,270,1,0.39,0.32357,1,1,2.56
BP,GO:0006260,DNA replication,272,1,0.39,0.32554,1,1,2.56
BP,GO:0031334,positive regulation of protein-containin...,272,1,0.39,0.32554,1,1,2.56
BP,GO:0050866,negative regulation of cell activation,272,1,0.39,0.32554,1,1,2.56
BP,GO:0001568,blood vessel development,810,2,1.16,0.32564,1,1,1.72
BP,GO:0006402,mRNA catabolic process,274,1,0.39,0.32750,1,1,2.56
BP,GO:0003018,vascular process in circulatory system,279,1,0.4,0.33238,1,1,2.5
BP,GO:0006412,translation,826,2,1.19,0.33418,1,1,1.68
BP,GO:0009888,tissue development,2033,4,2.92,0.33424,1,1,1.37
BP,GO:0042098,T cell proliferation,281,1,0.4,0.33433,1,1,2.5
BP,GO:0006839,mitochondrial transport,282,1,0.41,0.33530,1,1,2.44
BP,GO:0007548,sex differentiation,282,1,0.41,0.33530,1,1,2.44
BP,GO:0050851,antigen receptor-mediated signaling path...,284,1,0.41,0.33723,1,1,2.44
BP,GO:0010951,negative regulation of endopeptidase act...,285,1,0.41,0.33820,1,1,2.44
BP,GO:0045927,positive regulation of growth,286,1,0.41,0.33916,1,1,2.44
BP,GO:0009636,response to toxic substance,290,1,0.42,0.34301,1,1,2.38
BP,GO:0034976,response to endoplasmic reticulum stress,290,1,0.42,0.34301,1,1,2.38
BP,GO:0045165,cell fate commitment,291,1,0.42,0.34397,1,1,2.38
BP,GO:0050730,regulation of peptidyl-tyrosine phosphor...,291,1,0.42,0.34397,1,1,2.38
BP,GO:0001944,vasculature development,846,2,1.22,0.34481,1,1,1.64
BP,GO:0051321,meiotic cell cycle,293,1,0.42,0.34588,1,1,2.38
BP,GO:0001894,tissue homeostasis,294,1,0.42,0.34683,1,1,2.38
BP,GO:0010466,negative regulation of peptidase activit...,295,1,0.42,0.34778,1,1,2.38
BP,GO:0090305,nucleic acid phosphodiester bond hydroly...,295,1,0.42,0.34778,1,1,2.38
BP,GO:0043043,peptide biosynthetic process,852,2,1.22,0.34800,1,1,1.64
BP,GO:0000165,MAPK cascade,856,2,1.23,0.35012,1,1,1.63
BP,GO:0034249,negative regulation of cellular amide me...,298,1,0.43,0.35063,1,1,2.33
BP,GO:0030162,regulation of proteolysis,857,2,1.23,0.35065,1,1,1.63
BP,GO:0110053,regulation of actin filament organizatio...,299,1,0.43,0.35158,1,1,2.33
BP,GO:0048562,embryonic organ morphogenesis,301,1,0.43,0.35347,1,1,2.33
BP,GO:0030522,intracellular receptor signaling pathway,302,1,0.43,0.35441,1,1,2.33
BP,GO:0009057,macromolecule catabolic process,1470,3,2.11,0.35493,1,1,1.42
BP,GO:1903829,positive regulation of cellular protein ...,303,1,0.44,0.35535,1,1,2.27
BP,GO:0060341,regulation of cellular localization,870,2,1.25,0.35752,1,1,1.6
BP,GO:0048511,rhythmic process,308,1,0.44,0.36004,1,1,2.27
BP,GO:0048872,homeostasis of number of cells,308,1,0.44,0.36004,1,1,2.27
BP,GO:0002706,regulation of lymphocyte mediated immuni...,311,1,0.45,0.36284,1,1,2.22
BP,GO:0140014,mitotic nuclear division,311,1,0.45,0.36284,1,1,2.22
BP,GO:0016064,immunoglobulin mediated immune response,315,1,0.45,0.36655,1,1,2.22
BP,GO:0034641,cellular nitrogen compound metabolic pro...,7415,12,10.66,0.36808,1,1,1.13
BP,GO:0034599,cellular response to oxidative stress,317,1,0.46,0.36840,1,1,2.17
BP,GO:0050670,regulation of lymphocyte proliferation,317,1,0.46,0.36840,1,1,2.17
BP,GO:1903311,regulation of mRNA metabolic process,318,1,0.46,0.36932,1,1,2.17
BP,GO:0006520,cellular amino acid metabolic process,319,1,0.46,0.37024,1,1,2.17
BP,GO:0032944,regulation of mononuclear cell prolifera...,319,1,0.46,0.37024,1,1,2.17
BP,GO:0006401,RNA catabolic process,320,1,0.46,0.37116,1,1,2.17
BP,GO:0051604,protein maturation,320,1,0.46,0.37116,1,1,2.17
BP,GO:0006470,protein dephosphorylation,323,1,0.46,0.37391,1,1,2.17
BP,GO:0042254,ribosome biogenesis,323,1,0.46,0.37391,1,1,2.17
BP,GO:0019724,B cell mediated immunity,325,1,0.47,0.37574,1,1,2.13
BP,GO:0051091,positive regulation of DNA-binding trans...,325,1,0.47,0.37574,1,1,2.13
BP,GO:0048193,Golgi vesicle transport,326,1,0.47,0.37665,1,1,2.13
BP,GO:0018105,peptidyl-serine phosphorylation,333,1,0.48,0.38299,1,1,2.08
BP,GO:0051258,protein polymerization,334,1,0.48,0.38389,1,1,2.08
BP,GO:0031329,regulation of cellular catabolic process,923,2,1.33,0.38529,1,1,1.5
BP,GO:0032880,regulation of protein localization,924,2,1.33,0.38581,1,1,1.5
BP,GO:0033365,protein localization to organelle,924,2,1.33,0.38581,1,1,1.5
BP,GO:0048609,multicellular organismal reproductive pr...,928,2,1.33,0.38789,1,1,1.5
BP,GO:0070663,regulation of leukocyte proliferation,339,1,0.49,0.38838,1,1,2.04
BP,GO:0045088,regulation of innate immune response,340,1,0.49,0.38928,1,1,2.04
BP,GO:0006954,inflammatory response,932,2,1.34,0.38996,1,1,1.49
BP,GO:0031647,regulation of protein stability,341,1,0.49,0.39017,1,1,2.04
BP,GO:0060249,anatomical structure homeostasis,341,1,0.49,0.39017,1,1,2.04
BP,GO:0009416,response to light stimulus,344,1,0.49,0.39284,1,1,2.04
BP,GO:0042063,gliogenesis,344,1,0.49,0.39284,1,1,2.04
BP,GO:0051235,maintenance of location,347,1,0.5,0.39550,1,1,2
BP,GO:0070925,organelle assembly,948,2,1.36,0.39824,1,1,1.47
BP,GO:0043010,camera-type eye development,351,1,0.5,0.39902,1,1,2
BP,GO:0032504,multicellular organism reproduction,952,2,1.37,0.40030,1,1,1.46
BP,GO:0032386,regulation of intracellular transport,353,1,0.51,0.40078,1,1,1.96
