validated_id,current_symbol,human_gene_symbol,Syp_brain_iCLIP,Syp_larva_iCLIP,sfari_dmel
FBgn0005655,PCNA,PCNA,TRUE,FALSE,FALSE
FBgn0005658,Ets65A,FEV,FALSE,FALSE,TRUE
FBgn0005660,Ets21C,FEV,FALSE,FALSE,TRUE
FBgn0005666,bt,TTN,FALSE,TRUE,TRUE
FBgn0005671,Vha55,ATP6V1B1,TRUE,TRUE,FALSE
FBgn0005672,spi,N/A,FALSE,TRUE,FALSE
FBgn0005677,dac,DACH2,TRUE,FALSE,FALSE
FBgn0005683,pie,PHF11,FALSE,FALSE,TRUE
FBgn0005696,DNApol-alpha73,POLA2,FALSE,FALSE,TRUE
FBgn0005771,noc,ZNF703,TRUE,FALSE,FALSE
FBgn0005775,Con,N/A,TRUE,FALSE,FALSE
FBgn0005777,PpD3,PPP5C,FALSE,TRUE,TRUE
FBgn0010019,Cyp4g1,N/A,FALSE,TRUE,FALSE
FBgn0010051,Itpr,ITPR3,FALSE,FALSE,TRUE
FBgn0010078,RpL23,RPL23,TRUE,TRUE,FALSE
FBgn0010100,mAcon1,ACO2,TRUE,TRUE,FALSE
FBgn0010109,dpn,HES1,TRUE,FALSE,FALSE
FBgn0010113,hdc,HECA,TRUE,TRUE,FALSE
FBgn0010173,RpA-70,RPA1,TRUE,FALSE,FALSE
FBgn0010198,RpS15Aa,RPS15A,TRUE,TRUE,FALSE
FBgn0010215,alpha-Cat,CTNNA3,TRUE,TRUE,TRUE
FBgn0010217,ATPsynbeta,ATP5F1B,TRUE,TRUE,FALSE
FBgn0010223,Galphaf,GNAS,FALSE,FALSE,TRUE
FBgn0010225,Gel,CAPG,TRUE,TRUE,TRUE
FBgn0010226,GstS1,GSTM4,TRUE,TRUE,FALSE
FBgn0010228,HmgZ,HMGB2,TRUE,TRUE,FALSE
FBgn0010238,Lac,NEGR1,TRUE,TRUE,TRUE
FBgn0010240,Lcch3,GABRQ,FALSE,FALSE,TRUE
FBgn0010246,Myo61F,MYO1H,FALSE,TRUE,FALSE
FBgn0010247,Parp,PARP1,TRUE,TRUE,FALSE
FBgn0010263,Rbp9,ELAVL1,FALSE,TRUE,TRUE
FBgn0010265,RpS13,RPS13,TRUE,TRUE,FALSE
FBgn0010278,Ssrp,SSRP1,FALSE,FALSE,TRUE
FBgn0010280,Taf4,TAF4,TRUE,TRUE,FALSE
FBgn0010288,Uch,UCHL1,TRUE,TRUE,FALSE
FBgn0010300,brat,TRIM2,TRUE,TRUE,FALSE
FBgn0010303,hep,MAP2K7,FALSE,TRUE,FALSE
FBgn0010313,corto,N/A,TRUE,TRUE,FALSE
FBgn0010314,Cks30A,CKS1B,TRUE,TRUE,FALSE
FBgn0010316,dap,N/A,TRUE,TRUE,FALSE
FBgn0010328,woc,ZMYM2,TRUE,FALSE,TRUE
FBgn0010333,Rac1,RAC3,TRUE,TRUE,TRUE
FBgn0010341,Cdc42,CDC42,TRUE,TRUE,FALSE
FBgn0010342,Map60,N/A,TRUE,TRUE,FALSE
FBgn0010348,Arf79F,ARF3,TRUE,TRUE,FALSE
FBgn0010350,Cds,CDS2,FALSE,TRUE,FALSE
FBgn0010352,Nc73EF,OGDHL,TRUE,TRUE,FALSE
FBgn0010355,Taf1,TAF1L,FALSE,FALSE,TRUE
FBgn0010379,Akt1,AKT1,TRUE,TRUE,FALSE
FBgn0010382,CycE,CCNE2,TRUE,FALSE,FALSE
FBgn0010388,Dro,N/A,FALSE,TRUE,FALSE
FBgn0010389,htl,FGFR2,FALSE,FALSE,TRUE
FBgn0010391,SrpRalpha,SRPRA,FALSE,FALSE,TRUE
FBgn0010395,Itgbn,ITGB3,FALSE,TRUE,TRUE
FBgn0010399,Nmdar1,GRIN1,FALSE,FALSE,TRUE
FBgn0010408,RpS9,RPS9,TRUE,TRUE,FALSE
FBgn0010409,RpL18A,RPL18A,TRUE,FALSE,FALSE
FBgn0010411,RpS18,RPS18,TRUE,TRUE,FALSE
FBgn0010412,RpS19a,RPS19,TRUE,TRUE,FALSE
FBgn0010414,SerT,SLC6A2,FALSE,FALSE,TRUE
FBgn0010415,Sdc,SDC3,TRUE,TRUE,TRUE
FBgn0010416,TH1,NELFCD,TRUE,FALSE,FALSE
FBgn0010417,Taf6,TAF6,FALSE,FALSE,TRUE
FBgn0010424,TpnC73F,N/A,FALSE,TRUE,FALSE
FBgn0010434,cora,EPB41,FALSE,TRUE,FALSE
FBgn0010435,emp,SCARB1,FALSE,TRUE,FALSE
FBgn0010452,trn,LRRN2,TRUE,FALSE,FALSE
FBgn0010470,Fkbp14,FKBP14,FALSE,TRUE,FALSE
FBgn0010473,tutl,IGSF9B,TRUE,FALSE,FALSE
FBgn0010482,l(2)01289,N/A,FALSE,TRUE,FALSE
FBgn0010488,NAT1,EIF4G2,TRUE,TRUE,FALSE
FBgn0010497,dmGlut,SLC17A2,FALSE,TRUE,FALSE
FBgn0010504,kermit,GIPC2,FALSE,TRUE,FALSE
FBgn0010516,wal,ETFA,FALSE,TRUE,FALSE
FBgn0010551,Phb2,PHB2,TRUE,TRUE,FALSE
FBgn0010583,dock,NCK2,TRUE,TRUE,FALSE
FBgn0010590,Prosbeta1,PSMB9,FALSE,TRUE,FALSE
FBgn0010591,Sply,SGPL1,FALSE,TRUE,FALSE
FBgn0010602,lwr,UBE2I,TRUE,TRUE,FALSE
FBgn0010612,ATPsynG,ATP5MGL,TRUE,TRUE,FALSE
FBgn0010620,CG10939,PDZD3,FALSE,TRUE,FALSE
FBgn0010621,CCT5,CCT5,TRUE,FALSE,FALSE
FBgn0010638,Sec61beta,SEC61B,TRUE,TRUE,FALSE
FBgn0010651,MFS14,SLC17A2,FALSE,TRUE,FALSE
FBgn0010747,Srp54k,SRP54,FALSE,TRUE,FALSE
FBgn0010762,simj,GATAD2A,TRUE,TRUE,FALSE
FBgn0010772,Xe7,AKAP17A,FALSE,TRUE,FALSE
FBgn0010774,Ref1,ALYREF,TRUE,TRUE,FALSE
FBgn0010786,l(3)02640,HMBS,FALSE,TRUE,FALSE
FBgn0010825,Gug,ATN1,TRUE,TRUE,TRUE
FBgn0010877,l(3)05822,N/A,FALSE,TRUE,FALSE
FBgn0010894,sinu,N/A,FALSE,TRUE,FALSE
FBgn0010905,Spn,PPP1R9B,TRUE,TRUE,TRUE
FBgn0010909,msn,MAP4K4,TRUE,TRUE,FALSE
FBgn0011016,SsRbeta,SSR2,TRUE,TRUE,FALSE
FBgn0011202,dia,DIAPH1,FALSE,TRUE,FALSE
FBgn0011205,fbl,PANK1,FALSE,TRUE,FALSE
FBgn0011206,bol,DAZ1,FALSE,TRUE,FALSE
FBgn0011207,pelo,PELO,FALSE,TRUE,FALSE
FBgn0011211,blw,ATP5F1A,TRUE,TRUE,FALSE
FBgn0011217,eff,UBE2D1,TRUE,TRUE,FALSE
FBgn0011224,heph,PTBP1,TRUE,TRUE,TRUE
FBgn0011225,jar,MYO6,FALSE,TRUE,FALSE
FBgn0011230,poe,UBR4,TRUE,TRUE,FALSE
FBgn0011244,Hsp60B,N/A,FALSE,TRUE,FALSE
FBgn0011259,Sema1a,SEMA6B,TRUE,FALSE,FALSE
FBgn0011260,Sema2a,SEMA4A,TRUE,TRUE,FALSE
FBgn0011272,RpL13,RPL13,TRUE,TRUE,FALSE
FBgn0011284,RpS4,RPS4Y2,TRUE,TRUE,FALSE
FBgn0011288,Snap25,SNAP23,FALSE,FALSE,TRUE
FBgn0011296,l(2)efl,HSPB1,FALSE,TRUE,FALSE
FBgn0011300,babo,ACVR1B,TRUE,TRUE,FALSE
FBgn0011305,Rsf1,N/A,TRUE,TRUE,FALSE
FBgn0011327,Uch-L5,UCHL5,TRUE,TRUE,FALSE
FBgn0011474,PR-Set7,KMT5A,TRUE,TRUE,FALSE
FBgn0011481,Ssdp,SSBP4,TRUE,TRUE,FALSE
FBgn0011570,cpb,CAPZB,TRUE,TRUE,FALSE
FBgn0011582,Dop1R1,DRD1,FALSE,FALSE,TRUE
FBgn0011584,Trp1,SEC62,FALSE,TRUE,FALSE
FBgn0011592,fra,DCC,TRUE,TRUE,TRUE
FBgn0011606,Klp3A,KIF4B,TRUE,TRUE,FALSE
FBgn0011648,Mad,SMAD5,FALSE,TRUE,FALSE
FBgn0011655,Med,SMAD4,FALSE,FALSE,TRUE
FBgn0011656,Mef2,MEF2B,FALSE,TRUE,TRUE
FBgn0011661,Moe,EZR,TRUE,TRUE,FALSE
FBgn0011666,msi,MSI2,TRUE,TRUE,FALSE
FBgn0011672,Mvl,SLC11A1,FALSE,TRUE,FALSE
FBgn0011674,insc,INSC,TRUE,TRUE,FALSE
FBgn0011701,repo,N/A,TRUE,FALSE,FALSE
FBgn0011704,RnrS,RRM2B,TRUE,FALSE,FALSE
FBgn0011705,rost,N/A,TRUE,FALSE,FALSE
FBgn0011710,Sep1,SEPTIN12,FALSE,TRUE,FALSE
FBgn0011722,Tig,N/A,FALSE,TRUE,FALSE
FBgn0011725,twin,CNOT6,TRUE,TRUE,FALSE
FBgn0011726,tsr,CFL1,TRUE,TRUE,FALSE
FBgn0011742,Arp2,ACTR2,TRUE,TRUE,FALSE
FBgn0011745,Arp1,ACTR1B,FALSE,TRUE,FALSE
FBgn0011746,ana,N/A,FALSE,TRUE,FALSE
FBgn0011747,Ank,ANK2,TRUE,TRUE,TRUE
FBgn0011754,PhKgamma,PHKG1,FALSE,TRUE,FALSE
FBgn0011760,ctp,DYNLL1,TRUE,TRUE,FALSE
FBgn0011763,Dp,TFDP3,TRUE,FALSE,FALSE
FBgn0011766,E2f1,E2F6,TRUE,TRUE,FALSE
FBgn0011771,Hem,NCKAP1L,FALSE,FALSE,TRUE
FBgn0011774,Irbp,XRCC6,FALSE,FALSE,TRUE
FBgn0011785,BRWD3,BRWD1,FALSE,FALSE,TRUE
FBgn0011817,nmo,NLK,TRUE,TRUE,FALSE
FBgn0011826,Pp2B-14D,PPP3CB,FALSE,TRUE,FALSE
FBgn0011828,Pxn,EPX,FALSE,FALSE,TRUE
FBgn0011837,Tis11,ZFP36L2,TRUE,TRUE,FALSE
FBgn0011910,tRNA:Leu-CAA-1-1,N/A,TRUE,FALSE,FALSE
FBgn0011935,tRNA:Asn-GTT-1-7,N/A,TRUE,FALSE,FALSE
FBgn0011965,tRNA:Arg-TCG-4-1,N/A,TRUE,FALSE,FALSE
FBgn0012034,AcCoAS,ACSS1,FALSE,TRUE,FALSE
FBgn0012036,Aldh,ALDH1A2,FALSE,TRUE,TRUE
FBgn0012037,Ance,ACE2,FALSE,FALSE,TRUE
FBgn0013263,Trl,N/A,TRUE,TRUE,FALSE
FBgn0013272,Gp150,N/A,TRUE,TRUE,FALSE
FBgn0013300,ProtA,N/A,FALSE,TRUE,FALSE
FBgn0013301,ProtB,N/A,FALSE,TRUE,FALSE
FBgn0013305,Nmda1,FAIM2,TRUE,TRUE,FALSE
FBgn0013325,RpL11,RPL11,TRUE,TRUE,FALSE
FBgn0013334,Sap47,SYAP1,TRUE,TRUE,TRUE
FBgn0013342,nSyb,VAMP3,FALSE,FALSE,TRUE
FBgn0013343,Syx1A,STX11,TRUE,TRUE,TRUE
FBgn0013576,mtd,TLDC2,FALSE,TRUE,FALSE
FBgn0013718,nuf,RAB11FIP3,FALSE,TRUE,FALSE
FBgn0013726,pnut,SEPTIN7,TRUE,TRUE,FALSE
FBgn0013733,shot,MACF1,TRUE,TRUE,TRUE
FBgn0013749,Arf102F,ARF5,FALSE,TRUE,FALSE
FBgn0013750,Arf51F,ARF6,TRUE,TRUE,FALSE
FBgn0013759,CASK,MPP1,TRUE,FALSE,TRUE
FBgn0013763,Idgf6,N/A,FALSE,TRUE,FALSE
FBgn0013764,Chi,LDB1,FALSE,FALSE,TRUE
FBgn0013770,Cp1,CTSL,TRUE,TRUE,FALSE
FBgn0013799,Deaf1,DEAF1,TRUE,FALSE,TRUE
FBgn0013812,Dhc93AB,DNAH11,FALSE,FALSE,TRUE
FBgn0013813,Dhc98D,DNAH10,FALSE,FALSE,TRUE
FBgn0013954,Fkbp12,FKBP1C,TRUE,TRUE,FALSE
FBgn0013972,Gycalpha99B,GUCY1A1,FALSE,FALSE,TRUE
FBgn0013981,His4r,HIST1H4D,TRUE,TRUE,FALSE
FBgn0013987,MAPk-Ak2,MAPKAPK2,FALSE,TRUE,FALSE
FBgn0013997,Nrx-IV,CNTNAP1,TRUE,TRUE,TRUE
FBgn0014000,Hf,N/A,FALSE,TRUE,FALSE
FBgn0286818,Pdi,PDIA4,TRUE,TRUE,FALSE
FBgn0014007,Ptp69D,PTPRC,FALSE,FALSE,TRUE
FBgn0014009,Rab2,RAB2B,FALSE,TRUE,TRUE
FBgn0014010,Rab5,RAB5A,TRUE,TRUE,FALSE
FBgn0014011,Rac2,RAC3,TRUE,TRUE,TRUE
FBgn0014020,Rho1,RHOB,TRUE,TRUE,FALSE
FBgn0014026,RpL7A,RPL7A,TRUE,TRUE,FALSE
FBgn0014037,Su(Tpl),ELL3,TRUE,TRUE,FALSE
FBgn0014075,Uggt,UGGT2,TRUE,TRUE,FALSE
FBgn0014141,cher,FLNC,FALSE,TRUE,FALSE
FBgn0014163,fax,FAXC,TRUE,TRUE,FALSE
FBgn0014179,gcm,GCM1,FALSE,TRUE,FALSE
FBgn0014184,Oda,OAZ3,TRUE,TRUE,FALSE
FBgn0014189,Hel25E,DDX39A,TRUE,TRUE,FALSE
FBgn0014342,mia,TAF6,FALSE,FALSE,TRUE
FBgn0014380,RhoL,N/A,FALSE,TRUE,FALSE
FBgn0014388,sty,SPRY1,TRUE,TRUE,FALSE
FBgn0014411,Vps26,VPS26A,TRUE,TRUE,FALSE
FBgn0014469,Cyp4e2,CYP4V2,FALSE,TRUE,FALSE
FBgn0014857,His3.3A,H3F3A,TRUE,TRUE,FALSE
FBgn0014859,Hr38,NR4A1,FALSE,FALSE,TRUE
FBgn0014861,Mcm2,MCM2,TRUE,FALSE,FALSE
FBgn0014863,Mlp84B,CSRP1,FALSE,TRUE,FALSE
FBgn0014869,Pglym78,BPGM,FALSE,TRUE,FALSE
FBgn0014870,Psi,KHSRP,TRUE,TRUE,FALSE
FBgn0014879,Set,TSPY1,TRUE,TRUE,TRUE
FBgn0014906,Hydr2,ABHD2,FALSE,TRUE,FALSE
FBgn0015019,CCT3,CCT3,TRUE,TRUE,FALSE
FBgn0015024,CkIalpha,CSNK1D,TRUE,TRUE,FALSE
FBgn0015039,Cyp9b2,N/A,FALSE,TRUE,FALSE
FBgn0015218,eIF4E1,EIF4E1B,TRUE,TRUE,TRUE
FBgn0015221,Fer2LCH,N/A,TRUE,TRUE,FALSE
FBgn0015222,Fer1HCH,N/A,TRUE,TRUE,FALSE
FBgn0015229,glec,N/A,TRUE,TRUE,FALSE
FBgn0015240,Hr96,VDR,FALSE,FALSE,TRUE
FBgn0015245,Hsp60A,HSPD1,TRUE,TRUE,FALSE
FBgn0015268,Nap1,NAP1L3,TRUE,TRUE,FALSE
FBgn0015269,Nf1,NF1,FALSE,FALSE,TRUE
FBgn0015278,Pi3K68D,PIK3C2G,FALSE,TRUE,FALSE
FBgn0015279,Pi3K92E,PIK3CG,FALSE,FALSE,TRUE
FBgn0015283,Rpn10,PSMD4,FALSE,TRUE,FALSE
FBgn0015286,Rala,RALB,TRUE,TRUE,TRUE
FBgn0015288,RpL22,RPL22L1,TRUE,FALSE,FALSE
FBgn0015320,Ubc2,UBE2E1,TRUE,TRUE,FALSE
FBgn0015321,Ubc4,UBE2K,TRUE,TRUE,FALSE
FBgn0015359,CG2034,N/A,FALSE,TRUE,FALSE
FBgn0015371,chn,N/A,TRUE,TRUE,FALSE
FBgn0015379,dod,PIN1,TRUE,FALSE,FALSE
FBgn0015380,drl,RYK,TRUE,FALSE,FALSE
FBgn0015396,jumu,FOXN1,TRUE,TRUE,FALSE
FBgn0015509,Cul1,CUL1,FALSE,TRUE,FALSE
FBgn0015513,mbc,DOCK3,FALSE,FALSE,TRUE
FBgn0015521,RpS21,RPS21,TRUE,TRUE,FALSE
FBgn0015558,tty,TTYH1,TRUE,FALSE,FALSE
FBgn0015575,alpha-Est7,CES3,FALSE,TRUE,FALSE
FBgn0015577,alpha-Est9,CES2,FALSE,TRUE,FALSE
FBgn0015589,Apc,APC2,FALSE,TRUE,FALSE
FBgn0015609,CadN,N/A,TRUE,FALSE,FALSE
FBgn0015614,CanB2,PPP3R2,FALSE,TRUE,FALSE
FBgn0015615,SMC3,SMC3,FALSE,FALSE,TRUE
FBgn0015618,Cdk8,CDK19,FALSE,FALSE,TRUE
FBgn0015622,Cnx99A,CANX,FALSE,TRUE,FALSE
FBgn0015737,Hmu,APMAP,TRUE,TRUE,FALSE
FBgn0015754,Lis-1,PAFAH1B1,TRUE,TRUE,FALSE
FBgn0015756,RpL9,RPL9,TRUE,TRUE,FALSE
FBgn0015766,Msr-110,N/A,TRUE,TRUE,FALSE
FBgn0015772,Nak,BMP2K,FALSE,TRUE,FALSE
FBgn0015774,NetB,NTN3,TRUE,FALSE,FALSE
FBgn0015776,nrv1,ATP4B,TRUE,TRUE,FALSE
FBgn0015777,nrv2,ATP1B4,TRUE,TRUE,FALSE
FBgn0015778,rin,G3BP2,TRUE,TRUE,FALSE
FBgn0015789,Rab10,RAB8A,FALSE,TRUE,FALSE
FBgn0015790,Rab11,RAB11B,TRUE,TRUE,FALSE
FBgn0015791,Rab14,RAB14,TRUE,TRUE,FALSE
FBgn0015793,Rab19,RAB19,FALSE,FALSE,TRUE
FBgn0015795,Rab7,RAB7A,FALSE,TRUE,FALSE
FBgn0015797,Rab6,RAB41,FALSE,TRUE,FALSE
FBgn0015803,RtGEF,ARHGEF6,FALSE,TRUE,FALSE
FBgn0015808,ScpX,SCP2,FALSE,FALSE,TRUE
FBgn0015818,Spx,SF3B4,TRUE,FALSE,FALSE
FBgn0015834,eIF3i,EIF3I,TRUE,TRUE,FALSE
FBgn0015838,Vang,VANGL2,TRUE,TRUE,FALSE
FBgn0015872,Drip,AQP9,FALSE,TRUE,FALSE
FBgn0015924,crq,SCARB1,FALSE,TRUE,FALSE
FBgn0015929,dpa,MCM4,TRUE,FALSE,TRUE
FBgn0015946,grim,N/A,TRUE,FALSE,FALSE
FBgn0015949,hrg,PAPOLB,FALSE,TRUE,TRUE
FBgn0016031,lama,PLBD1,FALSE,TRUE,FALSE
FBgn0016059,Sema1b,SEMA6C,TRUE,TRUE,FALSE
FBgn0016075,vkg,COL4A4,FALSE,TRUE,FALSE
FBgn0286809,xmas,MCM3AP,FALSE,TRUE,FALSE
FBgn0286809,xmas,MCM3AP,FALSE,TRUE,FALSE
FBgn0016120,ATPsynD,ATP5PD,FALSE,TRUE,FALSE
FBgn0016122,Acer,ACE2,FALSE,TRUE,TRUE
FBgn0016126,CaMKI,CAMK1G,TRUE,TRUE,FALSE
FBgn0016672,Ipp,INPP1,FALSE,FALSE,TRUE
FBgn0016685,Nlp,NPM1,TRUE,TRUE,FALSE
FBgn0016691,ATPsynO,ATP5PO,TRUE,TRUE,FALSE
FBgn0016693,Past1,EHD2,FALSE,TRUE,FALSE
FBgn0016697,Prosalpha5,PSMA5,FALSE,TRUE,FALSE
FBgn0016726,RpL29,RPL29,TRUE,TRUE,FALSE
FBgn0016754,sba,MBD5,FALSE,FALSE,TRUE
FBgn0016756,Usp47,USP47,TRUE,TRUE,FALSE
FBgn0016797,fz2,FZD8,TRUE,TRUE,FALSE
FBgn0016917,Stat92E,STAT6,FALSE,TRUE,FALSE
FBgn0016926,Pino,N/A,FALSE,TRUE,FALSE
FBgn0016930,Dyrk2,DYRK2,TRUE,TRUE,FALSE
FBgn0016977,spen,SPEN,TRUE,TRUE,TRUE
FBgn0016983,smid,NVL,FALSE,TRUE,FALSE
FBgn0016984,sktl,PIPSL,FALSE,TRUE,FALSE
FBgn0017418,ari-1,ARIH1,FALSE,TRUE,FALSE
FBgn0017456,Ubc84D,UBE2L3,FALSE,TRUE,FALSE
FBgn0017457,U2af38,U2AF1L4,TRUE,FALSE,FALSE
FBgn0017545,RpS3A,RPS3A,TRUE,TRUE,FALSE
FBgn0017558,Pdk,PDK4,FALSE,TRUE,TRUE
FBgn0017572,Mo25,CAB39L,TRUE,TRUE,FALSE
FBgn0017577,Mcm5,MCM5,TRUE,FALSE,FALSE
FBgn0017579,RpL14,RPL14,TRUE,FALSE,FALSE
FBgn0017581,Lk6,MKNK2,TRUE,TRUE,FALSE
FBgn0017590,klg,N/A,FALSE,TRUE,FALSE
FBgn0019637,Atu,LEO1,FALSE,FALSE,TRUE
FBgn0019650,toy,PAX6,TRUE,FALSE,TRUE
FBgn0019660,lncRNA:roX2,N/A,TRUE,TRUE,FALSE
FBgn0019661,lncRNA:roX1,N/A,TRUE,TRUE,FALSE
FBgn0019828,dj,N/A,FALSE,TRUE,FALSE
FBgn0019890,Smg5,SMG5,TRUE,TRUE,FALSE
FBgn0019925,Surf4,SURF4,TRUE,TRUE,FALSE
FBgn0019936,RpS20,RPS20,TRUE,TRUE,FALSE
FBgn0019952,Orct,SLC22A1,FALSE,TRUE,FALSE
FBgn0019960,Mitofilin,IMMT,FALSE,TRUE,FALSE
FBgn0019968,Khc-73,KIF13B,TRUE,TRUE,TRUE
FBgn0019972,Drice,CASP6,TRUE,TRUE,FALSE
FBgn0019990,Gcn2,EIF2AK4,TRUE,TRUE,FALSE
FBgn0020224,Cbl,CBLC,TRUE,FALSE,FALSE
FBgn0020235,ATPsyngamma,ATP5F1C,FALSE,TRUE,FALSE
FBgn0020236,ATPCL,ACLY,FALSE,TRUE,FALSE
FBgn0020238,14-3-3epsilon,YWHAE,TRUE,TRUE,TRUE
FBgn0020249,stck,LIMS4,FALSE,TRUE,FALSE
FBgn0020255,Ran,RAN,TRUE,TRUE,FALSE
FBgn0020257,Ppa,FBXL14,TRUE,TRUE,FALSE
FBgn0020279,lig,UBAP2L,TRUE,TRUE,FALSE
FBgn0020304,drongo,AGFG2,FALSE,TRUE,FALSE
FBgn0020305,dbe,KRR1,FALSE,FALSE,TRUE
FBgn0020306,dom,SRCAP,TRUE,TRUE,TRUE
FBgn0020307,dve,SATB2,FALSE,FALSE,TRUE
FBgn0020309,crol,N/A,TRUE,TRUE,FALSE
FBgn0020369,Rpt6,PSMC5,FALSE,TRUE,FALSE
FBgn0020371,Tim17b2,TIMM17A,FALSE,TRUE,FALSE
FBgn0020379,Rfx,RFX1,FALSE,FALSE,TRUE
FBgn0020385,pug,MTHFD1L,FALSE,TRUE,FALSE
FBgn0020386,Pdk1,PDPK2P,TRUE,TRUE,FALSE
FBgn0020388,Gcn5,KAT2B,FALSE,FALSE,TRUE
FBgn0020412,JIL-1,RPS6KA4,TRUE,TRUE,FALSE
FBgn0020443,eRF3,GSPT2,TRUE,TRUE,FALSE
FBgn0020445,E23,N/A,FALSE,TRUE,FALSE
FBgn0020496,CtBP,CTBP1,TRUE,TRUE,FALSE
FBgn0020497,emb,XPO1,TRUE,TRUE,TRUE
FBgn0020503,CLIP-190,CLIP2,FALSE,TRUE,TRUE
FBgn0020513,Paics,PAICS,FALSE,TRUE,FALSE
FBgn0020521,pio,N/A,FALSE,TRUE,FALSE
FBgn0020616,SA,STAG2,FALSE,FALSE,TRUE
FBgn0020618,Rack1,RACK1,TRUE,TRUE,FALSE
FBgn0020621,Pkn,PKN3,FALSE,TRUE,FALSE
FBgn0020622,Pi3K21B,PIK3R1,TRUE,TRUE,TRUE
FBgn0020647,KrT95D,PACS1,FALSE,TRUE,TRUE
FBgn0020653,Trxr-1,TXNRD1,TRUE,TRUE,FALSE
FBgn0020655,ArfGAP1,ARFGAP1,FALSE,TRUE,FALSE
FBgn0020660,eIF4B,EIF4B,TRUE,TRUE,FALSE
FBgn0020762,Atet,ABCG1,FALSE,TRUE,FALSE
FBgn0020764,Alas,ALAS1,FALSE,TRUE,FALSE
FBgn0020767,Spred,SPRED3,TRUE,TRUE,FALSE
FBgn0020887,Su(z)12,SUZ12,TRUE,TRUE,FALSE
FBgn0020907,Scp2,N/A,FALSE,TRUE,FALSE
FBgn0020910,RpL3,RPL3L,TRUE,FALSE,FALSE
FBgn0020912,Ptx1,PITX1,FALSE,FALSE,TRUE
FBgn0021760,chb,CLASP2,TRUE,TRUE,TRUE
FBgn0021761,Nup154,NUP155,FALSE,TRUE,TRUE
FBgn0021764,sdk,SDK1,TRUE,TRUE,FALSE
FBgn0021765,scu,HSD17B10,TRUE,TRUE,FALSE
FBgn0021767,org-1,TBX10,FALSE,FALSE,TRUE
FBgn0021768,nudC,NUDC,TRUE,FALSE,FALSE
FBgn0021776,mira,N/A,TRUE,FALSE,FALSE
FBgn0021795,Tapdelta,SSR4,TRUE,TRUE,FALSE
FBgn0021796,Tor,MTOR,FALSE,FALSE,TRUE
FBgn0021800,Reph,N/A,TRUE,TRUE,FALSE
FBgn0021814,Vps28,VPS28,FALSE,TRUE,FALSE
FBgn0021872,Xbp1,XBP1,FALSE,TRUE,FALSE
FBgn0021895,ytr,SNRNP27,TRUE,TRUE,FALSE
FBgn0021979,l(2)k09913,N/A,TRUE,TRUE,FALSE
FBgn0022097,Vha36-1,ATP6V1D,FALSE,TRUE,FALSE
FBgn0022153,l(2)k05819,TMEM94,FALSE,TRUE,FALSE
FBgn0022160,Gpo1,GPD2,FALSE,FALSE,TRUE
FBgn0022213,Cse1,CSE1L,TRUE,FALSE,FALSE
FBgn0022238,lolal,N/A,TRUE,TRUE,FALSE
FBgn0022343,CG3760,CDV3,TRUE,TRUE,FALSE
FBgn0022349,CG1910,N/A,TRUE,TRUE,FALSE
FBgn0022361,Pur-alpha,PURG,TRUE,TRUE,FALSE
FBgn0022382,Pka-R2,PRKAR2B,FALSE,TRUE,FALSE
FBgn0022702,Cht2,N/A,FALSE,TRUE,FALSE
FBgn0022709,Ak1,CMPK1,FALSE,TRUE,FALSE
FBgn0022764,Sin3A,SIN3A,TRUE,FALSE,TRUE
FBgn0022768,Pp2C1,PPM1D,FALSE,FALSE,TRUE
FBgn0022774,Oat,OAT,FALSE,TRUE,FALSE
FBgn0022787,Hel89B,BTAF1,FALSE,FALSE,TRUE
FBgn0022893,Df31,N/A,TRUE,TRUE,FALSE
FBgn0022942,Cbp80,NCBP1,TRUE,TRUE,FALSE
FBgn0022959,yps,YBX2,TRUE,TRUE,FALSE
FBgn0022960,vimar,RAP1GDS1,TRUE,TRUE,FALSE
FBgn0022984,qkr58E-3,N/A,FALSE,TRUE,FALSE
FBgn0022985,qkr58E-2,N/A,FALSE,TRUE,FALSE
FBgn0022986,qkr58E-1,KHDRBS1,TRUE,FALSE,TRUE
FBgn0022987,qkr54B,KHDRBS1,TRUE,TRUE,TRUE
FBgn0023000,mth,N/A,FALSE,TRUE,FALSE
FBgn0023023,CRMP,CRMP1,FALSE,FALSE,TRUE
FBgn0023076,Clk,CLOCK,FALSE,TRUE,TRUE
FBgn0023081,gek,CDC42BPG,FALSE,FALSE,TRUE
FBgn0023083,fray,OXSR1,FALSE,TRUE,TRUE
FBgn0023095,caps,LRRN2,TRUE,TRUE,FALSE
FBgn0023097,bon,TRIM28,TRUE,TRUE,TRUE
FBgn0023143,Uba1,UBA7,TRUE,TRUE,FALSE
FBgn0023167,SmD3,SNRPD3,TRUE,FALSE,FALSE
FBgn0023169,AMPKalpha,PRKAA1,FALSE,TRUE,FALSE
FBgn0023170,RpL39,RPL39P5,TRUE,TRUE,FALSE
FBgn0023172,RhoGEF2,ARHGEF1,FALSE,TRUE,FALSE
FBgn0023177,Pp4-19C,PPP4C,FALSE,TRUE,FALSE
FBgn0023212,EloB,ELOB,TRUE,TRUE,FALSE
FBgn0023213,eIF4G1,EIF4G1,TRUE,TRUE,TRUE
FBgn0023215,Mnt,MNT,TRUE,TRUE,TRUE
