GO.ID,Term,Annotated,Significant,Expected,classicFisher,bonferroni,bh,foldEnrichment,ontology
GO:0000398,"mRNA splicing, via spliceosome",284,73,37.87,1.2e-08,2.6172e-5,5.5331923890063426e-8,1.93,BP
GO:0043603,cellular amide metabolic process,1082,207,144.27,1.2e-08,2.6172e-5,5.5331923890063426e-8,1.43,BP
GO:0032984,protein-containing complex disassembly,89,33,11.87,1.3e-08,2.8353e-5,5.981645569620253e-8,2.78,BP
GO:0007351,tripartite regional subdivision,120,40,16,1.4e-08,3.0533999999999996e-5,6.40125786163522e-8,2.5,BP
GO:0008595,"anterior/posterior axis specification, e...",120,40,16,1.4e-08,3.0533999999999996e-5,6.40125786163522e-8,2.5,BP
GO:0090130,tissue migration,177,52,23.6,1.4e-08,3.0533999999999996e-5,6.40125786163522e-8,2.2,BP
GO:0030177,positive regulation of Wnt signaling pat...,57,25,7.6,1.5e-08,3.2714999999999994e-5,6.829853862212943e-8,3.29,BP
GO:1903052,positive regulation of proteolysis invol...,57,25,7.6,1.5e-08,3.2714999999999994e-5,6.829853862212943e-8,3.29,BP
GO:0043067,regulation of programmed cell death,233,63,31.07,1.6e-08,3.4896e-5,7.239834024896266e-8,2.03,BP
GO:0008298,intracellular mRNA localization,77,30,10.27,1.6e-08,3.4896e-5,7.239834024896266e-8,2.92,BP
GO:0001505,regulation of neurotransmitter levels,116,39,15.47,1.6e-08,3.4896e-5,7.239834024896266e-8,2.52,BP
GO:0008154,actin polymerization or depolymerization,73,29,9.73,1.7e-08,3.7077e-5,7.644742268041237e-8,2.98,BP
GO:2000058,regulation of ubiquitin-dependent protei...,65,27,8.67,1.7e-08,3.7077e-5,7.644742268041237e-8,3.11,BP
GO:0010631,epithelial cell migration,168,50,22.4,1.7e-08,3.7077e-5,7.644742268041237e-8,2.23,BP
GO:0048737,imaginal disc-derived appendage developm...,336,82,44.8,2.0e-08,4.362e-5,8.95687885010267e-8,1.83,BP
GO:0051056,regulation of small GTPase mediated sign...,86,32,11.47,2.0e-08,4.362e-5,8.95687885010267e-8,2.79,BP
GO:0019693,ribose phosphate metabolic process,184,53,24.53,2.2e-08,4.7981999999999996e-5,9.812269938650306e-8,2.16,BP
GO:0019725,cellular homeostasis,235,63,31.33,2.2e-08,4.7981999999999996e-5,9.812269938650306e-8,2.01,BP
GO:0006888,endoplasmic reticulum to Golgi vesicle-m...,70,28,9.33,2.4e-08,5.2344e-5,1.0682448979591838e-7,3,BP
GO:0032436,positive regulation of proteasomal ubiqu...,47,22,6.27,2.6e-08,5.6706e-5,1.1502231237322515e-7,3.51,BP
GO:0070371,ERK1 and ERK2 cascade,47,22,6.27,2.6e-08,5.6706e-5,1.1502231237322515e-7,3.51,BP
GO:0072657,protein localization to membrane,175,51,23.33,2.6e-08,5.6706e-5,1.1502231237322515e-7,2.19,BP
GO:0006518,peptide metabolic process,997,192,132.93,2.7e-08,5.8887e-5,1.1920445344129555e-7,1.44,BP
GO:0045597,positive regulation of cell differentiat...,118,39,15.73,2.8e-08,6.106799999999999e-5,1.2287323943661974e-7,2.48,BP
GO:0048489,synaptic vesicle transport,24,15,3.2,2.8e-08,6.106799999999999e-5,1.2287323943661974e-7,4.69,BP
GO:0097479,synaptic vesicle localization,27,16,3.6,2.8e-08,6.106799999999999e-5,1.2287323943661974e-7,4.44,BP
GO:0010970,transport along microtubule,83,31,11.07,3.0e-08,6.542999999999999e-5,1.313855421686747e-7,2.8,BP
GO:0048736,appendage development,339,82,45.2,3.1e-08,6.7611e-5,1.3495209580838323e-7,1.81,BP
GO:0000578,embryonic axis specification,123,40,16.4,3.1e-08,6.7611e-5,1.3495209580838323e-7,2.44,BP
GO:0043254,regulation of protein-containing complex...,96,34,12.8,3.1e-08,6.7611e-5,1.3495209580838323e-7,2.66,BP
GO:0080135,regulation of cellular response to stres...,128,41,17.07,3.4e-08,7.4154e-5,1.474234592445328e-7,2.4,BP
GO:0009142,nucleoside triphosphate biosynthetic pro...,37,19,4.93,3.4e-08,7.4154e-5,1.474234592445328e-7,3.85,BP
GO:0035148,tube formation,44,21,5.87,3.5e-08,7.633500000000001e-5,1.5145833333333335e-7,3.58,BP
GO:0060810,intracellular mRNA localization involved...,63,26,8.4,3.6e-08,7.851599999999999e-5,1.551699604743083e-7,3.1,BP
GO:0006457,protein folding,133,42,17.73,3.6e-08,7.851599999999999e-5,1.551699604743083e-7,2.37,BP
GO:0060070,canonical Wnt signaling pathway,115,38,15.33,4.2e-08,9.1602e-5,1.8067455621301777e-7,2.48,BP
GO:0071417,cellular response to organonitrogen comp...,129,41,17.2,4.3e-08,9.3783e-5,1.8461220472440945e-7,2.38,BP
GO:0045862,positive regulation of proteolysis,93,33,12.4,4.7e-08,1.02507e-4,2.0138899803536344e-7,2.66,BP
GO:0001751,compound eye photoreceptor cell differen...,193,54,25.73,4.8e-08,1.04688e-4,2.052705882352941e-7,2.1,BP
GO:0010975,regulation of neuron projection developm...,102,35,13.6,4.9e-08,1.0686900000000001e-4,2.0913698630136988e-7,2.57,BP
GO:0007291,sperm individualization,56,24,7.47,5.0e-08,1.0905e-4,2.1257309941520467e-7,3.21,BP
GO:0016322,neuron remodeling,56,24,7.47,5.0e-08,1.0905e-4,2.1257309941520467e-7,3.21,BP
GO:0008293,torso signaling pathway,31,17,4.13,5.1e-08,1.11231e-4,2.1598252427184467e-7,4.12,BP
GO:0120034,positive regulation of plasma membrane b...,31,17,4.13,5.1e-08,1.11231e-4,2.1598252427184467e-7,4.12,BP
GO:0032271,regulation of protein polymerization,68,27,9.07,5.2e-08,1.13412e-4,2.1936557059961315e-7,2.98,BP
GO:1903364,positive regulation of cellular protein ...,60,25,8,5.2e-08,1.13412e-4,2.1936557059961315e-7,3.12,BP
GO:0010876,lipid localization,149,45,19.87,5.4e-08,1.17774e-4,2.273629343629344e-7,2.26,BP
GO:0016358,dendrite development,174,50,23.2,5.9e-08,1.28679e-4,2.479364161849711e-7,2.16,BP
GO:2000241,regulation of reproductive process,121,39,16.13,6.0e-08,1.3085999999999998e-4,2.516538461538461e-7,2.42,BP
GO:0009948,anterior/posterior axis specification,140,43,18.67,6.2e-08,1.35222e-4,2.595431861804222e-7,2.3,BP
GO:0097305,response to alcohol,126,40,16.8,6.5e-08,1.41765e-4,2.715804597701149e-7,2.38,BP
GO:0055086,nucleobase-containing small molecule met...,268,68,35.73,6.6e-08,1.43946e-4,2.752313575525813e-7,1.9,BP
GO:0033365,protein localization to organelle,263,67,35.07,7.0e-08,1.5267000000000001e-4,2.908e-7,1.91,BP
GO:0010638,positive regulation of organelle organiz...,117,38,15.6,7.0e-08,1.5267000000000001e-4,2.908e-7,2.44,BP
GO:0051129,negative regulation of cellular componen...,160,47,21.33,7.1e-08,1.54851e-4,2.9439353612167305e-7,2.2,BP
GO:2000060,positive regulation of ubiquitin-depende...,53,23,7.07,7.2e-08,1.5703199999999998e-4,2.974090909090909e-7,3.25,BP
GO:0060284,regulation of cell development,170,49,22.67,7.2e-08,1.5703199999999998e-4,2.974090909090909e-7,2.16,BP
GO:0051293,establishment of spindle localization,35,18,4.67,7.7e-08,1.67937e-4,3.1507879924953095e-7,3.85,BP
GO:0051653,spindle localization,35,18,4.67,7.7e-08,1.67937e-4,3.1507879924953095e-7,3.85,BP
GO:0030041,actin filament polymerization,65,26,8.67,7.7e-08,1.67937e-4,3.1507879924953095e-7,3,BP
GO:0008064,regulation of actin polymerization or de...,61,25,8.13,7.7e-08,1.67937e-4,3.1507879924953095e-7,3.08,BP
GO:0030832,regulation of actin filament length,61,25,8.13,7.7e-08,1.67937e-4,3.1507879924953095e-7,3.08,BP
GO:0006979,response to oxidative stress,141,43,18.8,7.8e-08,1.70118e-4,3.179775700934579e-7,2.29,BP
GO:0099111,microtubule-based transport,86,31,11.47,7.8e-08,1.70118e-4,3.179775700934579e-7,2.7,BP
GO:0006935,chemotaxis,280,70,37.33,8.0e-08,1.7448e-4,3.255223880597015e-7,1.88,BP
GO:0030705,cytoskeleton-dependent intracellular tra...,95,33,12.67,8.4e-08,1.83204e-4,3.411620111731843e-7,2.6,BP
GO:0009259,ribonucleotide metabolic process,181,51,24.13,8.8e-08,1.9192799999999998e-4,3.5674349442379184e-7,2.11,BP
GO:0031532,actin cytoskeleton reorganization,32,17,4.27,9.5e-08,2.07195e-4,3.8440630797773657e-7,3.98,BP
GO:0001932,regulation of protein phosphorylation,109,36,14.53,9.6e-08,2.09376e-4,3.877333333333333e-7,2.48,BP
GO:0097485,neuron projection guidance,271,68,36.13,1.1e-07,2.3991000000000003e-4,4.4182320441988953e-7,1.88,BP
GO:0042551,neuron maturation,58,24,7.73,1.1e-07,2.3991000000000003e-4,4.4182320441988953e-7,3.1,BP
GO:0098930,axonal transport,29,16,3.87,1.1e-07,2.3991000000000003e-4,4.4182320441988953e-7,4.13,BP
GO:0060341,regulation of cellular localization,119,38,15.87,1.2e-07,2.6171999999999995e-4,4.793406593406593e-7,2.39,BP
GO:0072521,purine-containing compound metabolic pro...,203,55,27.07,1.2e-07,2.6171999999999995e-4,4.793406593406593e-7,2.03,BP
GO:0034645,cellular macromolecule biosynthetic proc...,1042,196,138.93,1.2e-07,2.6171999999999995e-4,4.793406593406593e-7,1.41,BP
GO:0042127,regulation of cell population proliferat...,219,58,29.2,1.3e-07,2.8353e-4,5.136413043478261e-7,1.99,BP
GO:0061061,muscle structure development,219,58,29.2,1.3e-07,2.8353e-4,5.136413043478261e-7,1.99,BP
GO:0007098,centrosome cycle,79,29,10.53,1.3e-07,2.8353e-4,5.136413043478261e-7,2.75,BP
GO:0030032,lamellipodium assembly,23,14,3.07,1.3e-07,2.8353e-4,5.136413043478261e-7,4.56,BP
GO:0010257,"NADH dehydrogenase complex assembly",36,18,4.8,1.3e-07,2.8353e-4,5.136413043478261e-7,3.75,BP
GO:0032981,mitochondrial respiratory chain complex ...,36,18,4.8,1.3e-07,2.8353e-4,5.136413043478261e-7,3.75,BP
GO:0045451,pole plasm oskar mRNA localization,47,21,6.27,1.4e-07,3.0534000000000003e-4,5.521518987341772e-7,3.35,BP
GO:0042325,regulation of phosphorylation,144,43,19.2,1.5e-07,3.2715e-4,5.905234657039711e-7,2.24,BP
GO:0019094,pole plasm mRNA localization,51,22,6.8,1.6e-07,3.4896e-4,6.242576028622541e-7,3.24,BP
GO:0009953,dorsal/ventral pattern formation,154,45,20.53,1.6e-07,3.4896e-4,6.242576028622541e-7,2.19,BP
GO:0051093,negative regulation of developmental pro...,210,56,28,1.6e-07,3.4896e-4,6.242576028622541e-7,2,BP
GO:0007034,vacuolar transport,63,25,8.4,1.6e-07,3.4896e-4,6.242576028622541e-7,2.98,BP
GO:0007033,vacuole organization,55,23,7.33,1.6e-07,3.4896e-4,6.242576028622541e-7,3.14,BP
GO:0060033,anatomical structure regression,59,24,7.87,1.7e-07,3.7077e-4,6.585612788632326e-7,3.05,BP
GO:0009141,nucleoside triphosphate metabolic proces...,40,19,5.33,1.7e-07,3.7077e-4,6.585612788632326e-7,3.56,BP
GO:0045807,positive regulation of endocytosis,40,19,5.33,1.7e-07,3.7077e-4,6.585612788632326e-7,3.56,BP
GO:0035149,"lumen formation, open tracheal system",33,17,4.4,1.7e-07,3.7077e-4,6.585612788632326e-7,3.86,BP
GO:0045664,regulation of neuron differentiation,80,29,10.67,1.8e-07,3.9258e-4,6.960638297872341e-7,2.72,BP
GO:0006163,purine nucleotide metabolic process,180,50,24,1.9e-07,4.1439e-4,7.334336283185842e-7,2.08,BP
GO:0031324,negative regulation of cellular metaboli...,624,128,83.2,2.1e-07,4.5801e-4,8.077777777777778e-7,1.54,BP
GO:0007315,pole plasm assembly,72,27,9.6,2.1e-07,4.5801e-4,8.077777777777778e-7,2.81,BP
GO:0042462,eye photoreceptor cell development,94,32,12.53,2.2e-07,4.7982000000000005e-4,8.447535211267606e-7,2.55,BP
GO:0034248,regulation of cellular amide metabolic p...,233,60,31.07,2.3e-07,5.0163e-4,8.815992970123023e-7,1.93,BP
GO:0007316,pole plasm RNA localization,52,22,6.93,2.4e-07,5.234399999999999e-4,9.119163763066202e-7,3.17,BP
GO:0090263,positive regulation of canonical Wnt sig...,52,22,6.93,2.4e-07,5.234399999999999e-4,9.119163763066202e-7,3.17,BP
GO:0060811,intracellular mRNA localization involved...,60,24,8,2.4e-07,5.234399999999999e-4,9.119163763066202e-7,3,BP
GO:0016236,macroautophagy,108,35,14.4,2.4e-07,5.234399999999999e-4,9.119163763066202e-7,2.43,BP
GO:0033500,carbohydrate homeostasis,56,23,7.47,2.4e-07,5.234399999999999e-4,9.119163763066202e-7,3.08,BP
GO:1901699,cellular response to nitrogen compound,137,41,18.27,2.7e-07,5.8887e-4,1.0241217391304349e-6,2.24,BP
GO:0035331,negative regulation of hippo signaling,41,19,5.47,2.8e-07,6.106800000000001e-4,1.058370883882149e-6,3.47,BP
GO:0051646,mitochondrion localization,24,14,3.2,2.8e-07,6.106800000000001e-4,1.058370883882149e-6,4.38,BP
GO:0009150,purine ribonucleotide metabolic process,172,48,22.93,2.9e-07,6.3249e-4,1.0923834196891191e-6,2.09,BP
GO:0030162,regulation of proteolysis,152,44,20.27,2.9e-07,6.3249e-4,1.0923834196891191e-6,2.17,BP
GO:0009199,ribonucleoside triphosphate metabolic pr...,34,17,4.53,3.0e-07,6.543e-4,1.1261617900172117e-6,3.75,BP
GO:0009201,ribonucleoside triphosphate biosynthetic...,34,17,4.53,3.0e-07,6.543e-4,1.1261617900172117e-6,3.75,BP
GO:0045471,response to ethanol,69,26,9.2,3.2e-07,6.9792e-4,1.1971183533447684e-6,2.83,BP
GO:0070372,regulation of ERK1 and ERK2 cascade,45,20,6,3.2e-07,6.9792e-4,1.1971183533447684e-6,3.33,BP
GO:0042051,compound eye photoreceptor development,91,31,12.13,3.4e-07,7.4154e-4,1.2654266211604095e-6,2.56,BP
GO:0048640,negative regulation of developmental gro...,91,31,12.13,3.4e-07,7.4154e-4,1.2654266211604095e-6,2.56,BP
GO:0050770,regulation of axonogenesis,49,21,6.53,3.4e-07,7.4154e-4,1.2654266211604095e-6,3.22,BP
GO:0046486,glycerolipid metabolic process,158,45,21.07,3.6e-07,7.8516e-4,1.337580919931857e-6,2.14,BP
GO:0009117,nucleotide metabolic process,215,56,28.67,3.8e-07,8.2878e-4,1.4094897959183675e-6,1.95,BP
GO:0009145,purine nucleoside triphosphate biosynthe...,31,16,4.13,3.9e-07,8.5059e-4,1.4368074324324326e-6,3.87,BP
GO:0009205,purine ribonucleoside triphosphate metab...,31,16,4.13,3.9e-07,8.5059e-4,1.4368074324324326e-6,3.87,BP
GO:0009206,purine ribonucleoside triphosphate biosy...,31,16,4.13,3.9e-07,8.5059e-4,1.4368074324324326e-6,3.87,BP
GO:0051146,striated muscle cell differentiation,87,30,11.6,3.9e-07,8.5059e-4,1.4368074324324326e-6,2.59,BP
GO:0042692,muscle cell differentiation,110,35,14.67,4.0e-07,8.724e-4,1.4686868686868686e-6,2.39,BP
GO:0045926,negative regulation of growth,110,35,14.67,4.0e-07,8.724e-4,1.4686868686868686e-6,2.39,BP
GO:0006836,neurotransmitter transport,134,40,17.87,4.1e-07,8.9421e-4,1.5028739495798318e-6,2.24,BP
GO:0071826,ribonucleoprotein complex subunit organi...,115,36,15.33,4.3e-07,9.378300000000001e-4,1.5709045226130653e-6,2.35,BP
GO:0031401,positive regulation of protein modificat...,101,33,13.47,4.3e-07,9.378300000000001e-4,1.5709045226130653e-6,2.45,BP
GO:0040001,establishment of mitotic spindle localiz...,28,15,3.73,4.8e-07,0.0010468799999999998,1.7506354515050165e-6,4.02,BP
GO:0007610,behavior,585,120,78,5.1e-07,0.00111231,1.8476910299003321e-6,1.54,BP
GO:0022618,ribonucleoprotein complex assembly,111,35,14.8,5.1e-07,0.00111231,1.8476910299003321e-6,2.36,BP
GO:0007314,oocyte anterior/posterior axis specifica...,88,30,11.73,5.1e-07,0.00111231,1.8476910299003321e-6,2.56,BP
GO:0034332,adherens junction organization,35,17,4.67,5.1e-07,0.00111231,1.8476910299003321e-6,3.64,BP
GO:0030833,regulation of actin filament polymerizat...,58,23,7.73,5.2e-07,0.00113412,1.8807960199004974e-6,2.98,BP
GO:0019220,regulation of phosphate metabolic proces...,191,51,25.47,5.5e-07,0.00119955,1.982727272727273e-6,2,BP
GO:0051174,regulation of phosphorus metabolic proce...,191,51,25.47,5.5e-07,0.00119955,1.982727272727273e-6,2,BP
GO:0046839,phospholipid dephosphorylation,25,14,3.33,5.6e-07,0.0012213600000000001,2.0121252059308075e-6,4.2,BP
GO:0097581,lamellipodium organization,25,14,3.33,5.6e-07,0.0012213600000000001,2.0121252059308075e-6,4.2,BP
GO:0031023,microtubule organizing center organizati...,84,29,11.2,5.9e-07,0.00128679,2.1129556650246304e-6,2.59,BP
GO:0045165,cell fate commitment,322,75,42.93,5.9e-07,0.00128679,2.1129556650246304e-6,1.75,BP
GO:0009144,purine nucleoside triphosphate metabolic...,32,16,4.27,6.8e-07,0.00148308,2.423333333333333e-6,3.75,BP
GO:0009306,protein secretion,89,30,11.87,6.8e-07,0.00148308,2.423333333333333e-6,2.53,BP
GO:0051961,negative regulation of nervous system de...,89,30,11.87,6.8e-07,0.00148308,2.423333333333333e-6,2.53,BP
GO:0044419,biological process involved in interspec...,528,110,70.4,7.0e-07,0.0015267,2.490538336052202e-6,1.56,BP
GO:0055001,muscle cell development,63,24,8.4,7.1e-07,0.00154851,2.52200325732899e-6,2.86,BP
GO:0007613,memory,122,37,16.27,7.2e-07,0.00157032,2.5533658536585365e-6,2.27,BP
GO:0006753,nucleoside phosphate metabolic process,219,56,29.2,7.3e-07,0.00159213,2.5846266233766234e-6,1.92,BP
GO:0046843,dorsal appendage formation,55,22,7.33,7.7e-07,0.0016793700000000001,2.721831442463533e-6,3,BP
GO:0002682,regulation of immune system process,252,62,33.6,7.9e-07,0.00172299,2.788009708737864e-6,1.85,BP
GO:0007411,axon guidance,263,64,35.07,8.0e-07,0.0017448,2.8187399030694667e-6,1.82,BP
GO:0060560,developmental growth involved in morphog...,99,32,13.2,8.4e-07,0.00183204,2.9549032258064516e-6,2.42,BP
GO:0007029,endoplasmic reticulum organization,36,17,4.8,8.5e-07,0.00185385,2.985265700483092e-6,3.54,BP
GO:0010324,membrane invagination,29,15,3.87,8.6e-07,0.0018756600000000001,3.0058653846153844e-6,3.88,BP
GO:0046329,negative regulation of JNK cascade,29,15,3.87,8.6e-07,0.0018756600000000001,3.0058653846153844e-6,3.88,BP
GO:0099024,plasma membrane invagination,29,15,3.87,8.6e-07,0.0018756600000000001,3.0058653846153844e-6,3.88,BP
GO:0009628,response to abiotic stimulus,429,93,57.2,8.7e-07,0.00189747,3.0359519999999998e-6,1.63,BP
GO:0008356,asymmetric cell division,104,33,13.87,9.2e-07,0.00200652,3.2001913875598084e-6,2.38,BP
GO:0090407,organophosphate biosynthetic process,253,62,33.73,9.2e-07,0.00200652,3.2001913875598084e-6,1.84,BP
GO:0061572,actin filament bundle organization,40,18,5.33,9.9e-07,0.00215919,3.4382006369426754e-6,3.38,BP
GO:0009950,dorsal/ventral axis specification,73,26,9.73,1.1e-06,0.0023991,3.8080952380952386e-6,2.67,BP
GO:0048813,dendrite morphogenesis,159,44,21.2,1.1e-06,0.0023991,3.8080952380952386e-6,2.08,BP
GO:0008358,maternal determination of anterior/poste...,91,30,12.13,1.2e-06,0.0026172,4.134597156398104e-6,2.47,BP
GO:0042981,regulation of apoptotic process,201,52,26.8,1.2e-06,0.0026172,4.134597156398104e-6,1.94,BP
GO:0015986,proton motive force-driven ATP synthesis,23,13,3.07,1.2e-06,0.0026172,4.134597156398104e-6,4.23,BP
GO:0048232,male gamete generation,334,76,44.53,1.3e-06,0.0028353000000000002,4.46503937007874e-6,1.71,BP
GO:0034976,response to endoplasmic reticulum stress,87,29,11.6,1.3e-06,0.0028353000000000002,4.46503937007874e-6,2.5,BP
GO:0006120,"mitochondrial electron transport, NADH t...",20,12,2.67,1.4e-06,0.0030534,4.763494539781591e-6,4.49,BP
GO:0002376,immune system process,457,97,60.93,1.4e-06,0.0030534,4.763494539781591e-6,1.59,BP
GO:0006099,tricarboxylic acid cycle,37,17,4.93,1.4e-06,0.0030534,4.763494539781591e-6,3.45,BP
GO:0051258,protein polymerization,101,32,13.47,1.4e-06,0.0030534,4.763494539781591e-6,2.38,BP
GO:0045927,positive regulation of growth,130,38,17.33,1.4e-06,0.0030534,4.763494539781591e-6,2.19,BP
GO:0060249,anatomical structure homeostasis,145,41,19.33,1.4e-06,0.0030534,4.763494539781591e-6,2.12,BP
GO:0016079,synaptic vesicle exocytosis,61,23,8.13,1.5e-06,0.0032715,5.072093023255814e-6,2.83,BP
GO:0035592,establishment of protein localization to...,92,30,12.27,1.5e-06,0.0032715,5.072093023255814e-6,2.44,BP
GO:0044093,positive regulation of molecular functio...,240,59,32,1.5e-06,0.0032715,5.072093023255814e-6,1.84,BP
GO:0032873,negative regulation of stress-activated ...,30,15,4,1.5e-06,0.0032715,5.072093023255814e-6,3.75,BP
GO:0032880,regulation of protein localization,111,34,14.8,1.6e-06,0.0034896,5.3768875192604e-6,2.3,BP
GO:1901889,negative regulation of cell junction ass...,45,19,6,1.6e-06,0.0034896,5.3768875192604e-6,3.17,BP
GO:0048675,axon extension,53,21,7.07,1.6e-06,0.0034896,5.3768875192604e-6,2.97,BP
GO:0006629,lipid metabolic process,543,111,72.4,1.6e-06,0.0034896,5.3768875192604e-6,1.53,BP
GO:0007350,blastoderm segmentation,198,51,26.4,1.8e-06,0.0039258,6.039692307692307e-6,1.93,BP
GO:0031400,negative regulation of protein modificat...,66,24,8.8,1.9e-06,0.0041439,6.336238532110092e-6,2.73,BP
GO:0006754,ATP biosynthetic process,27,14,3.6,1.9e-06,0.0041439,6.336238532110092e-6,3.89,BP
GO:0007032,endosome organization,27,14,3.6,1.9e-06,0.0041439,6.336238532110092e-6,3.89,BP
GO:0048015,phosphatidylinositol-mediated signaling,27,14,3.6,1.9e-06,0.0041439,6.336238532110092e-6,3.89,BP
GO:0007043,cell-cell junction assembly,62,23,8.27,2.1e-06,0.004580099999999999,6.992519083969465e-6,2.78,BP
GO:1903320,regulation of protein modification by sm...,38,17,5.07,2.2e-06,0.0047982,7.314329268292683e-6,3.35,BP
GO:0007417,central nervous system development,282,66,37.6,2.3e-06,0.0050163,7.635159817351599e-6,1.76,BP
GO:0006090,pyruvate metabolic process,42,18,5.6,2.4e-06,0.0052344,7.93090909090909e-6,3.21,BP
GO:0055067,monovalent inorganic cation homeostasis,42,18,5.6,2.4e-06,0.0052344,7.93090909090909e-6,3.21,BP
GO:0016333,morphogenesis of follicular epithelium,50,20,6.67,2.4e-06,0.0052344,7.93090909090909e-6,3,BP
GO:0007612,learning,67,24,8.93,2.6e-06,0.0056706000000000005,8.527218045112783e-6,2.69,BP
GO:0043410,positive regulation of MAPK cascade,67,24,8.93,2.6e-06,0.0056706000000000005,8.527218045112783e-6,2.69,BP
GO:0045055,regulated exocytosis,67,24,8.93,2.6e-06,0.0056706000000000005,8.527218045112783e-6,2.69,BP
GO:0070303,negative regulation of stress-activated ...,31,15,4.13,2.6e-06,0.0056706000000000005,8.527218045112783e-6,3.63,BP
GO:0048515,spermatid differentiation,128,37,17.07,2.6e-06,0.0056706000000000005,8.527218045112783e-6,2.17,BP
GO:0007465,R7 cell fate commitment,35,16,4.67,3.1e-06,0.0067611,1.0136581709145428e-5,3.43,BP
GO:0007286,spermatid development,119,35,15.87,3.1e-06,0.0067611,1.0136581709145428e-5,2.21,BP
GO:0043085,positive regulation of catalytic activit...,191,49,25.47,3.2e-06,0.0069792,1.0447904191616765e-5,1.92,BP
GO:0001738,morphogenesis of a polarized epithelium,100,31,13.33,3.4e-06,0.0074154,1.1018424962852899e-5,2.33,BP
GO:0009132,nucleoside diphosphate metabolic process,39,17,5.2,3.4e-06,0.0074154,1.1018424962852899e-5,3.27,BP
GO:0035071,salivary gland cell autophagic cell deat...,28,14,3.73,3.4e-06,0.0074154,1.1018424962852899e-5,3.75,BP
GO:0048017,inositol lipid-mediated signaling,28,14,3.73,3.4e-06,0.0074154,1.1018424962852899e-5,3.75,BP
GO:0010720,positive regulation of cell development,86,28,11.47,3.4e-06,0.0074154,1.1018424962852899e-5,2.44,BP
GO:0032506,cytokinetic process,43,18,5.73,3.6e-06,0.0078516,1.1649258160237389e-5,3.14,BP
GO:0006508,proteolysis,944,173,125.87,3.9e-06,0.0085059,1.2582692307692306e-5,1.37,BP
GO:0072594,establishment of protein localization to...,187,48,24.93,3.9e-06,0.0085059,1.2582692307692306e-5,1.93,BP
GO:0009880,embryonic pattern specification,214,53,28.53,4.0e-06,0.008723999999999999,1.2867256637168142e-5,1.86,BP
GO:0071692,protein localization to extracellular re...,96,30,12.8,4.0e-06,0.008723999999999999,1.2867256637168142e-5,2.34,BP
GO:1903047,mitotic cell cycle process,338,75,45.07,4.1e-06,0.0089421,1.315014705882353e-5,1.66,BP
GO:0009952,anterior/posterior pattern specification,198,50,26.4,4.1e-06,0.0089421,1.315014705882353e-5,1.89,BP
GO:0009185,ribonucleoside diphosphate metabolic pro...,32,15,4.27,4.3e-06,0.009378300000000001,1.377136563876652e-5,3.51,BP
GO:0008610,lipid biosynthetic process,259,61,34.53,4.5e-06,0.0098145,1.4390762463343108e-5,1.77,BP
GO:0098876,vesicle-mediated transport to the plasma...,56,21,7.47,4.7e-06,0.0102507,1.4964525547445255e-5,2.81,BP
GO:1903829,positive regulation of protein localizat...,56,21,7.47,4.7e-06,0.0102507,1.4964525547445255e-5,2.81,BP
GO:1990138,neuron projection extension,56,21,7.47,4.7e-06,0.0102507,1.4964525547445255e-5,2.81,BP
GO:0050776,regulation of immune response,199,50,26.53,4.8e-06,0.0104688,1.526064139941691e-5,1.88,BP
GO:0030004,cellular monovalent inorganic cation hom...,36,16,4.8,4.9e-06,0.0106869,1.5533284883720928e-5,3.33,BP
GO:0051017,actin filament bundle assembly,36,16,4.8,4.9e-06,0.0106869,1.5533284883720928e-5,3.33,BP
GO:0045859,regulation of protein kinase activity,65,23,8.67,5.3e-06,0.0115593,1.6704190751445087e-5,2.65,BP
GO:0042052,rhabdomere development,44,18,5.87,5.3e-06,0.0115593,1.6704190751445087e-5,3.07,BP
GO:0051964,negative regulation of synapse assembly,44,18,5.87,5.3e-06,0.0115593,1.6704190751445087e-5,3.07,BP
GO:1905809,negative regulation of synapse organizat...,44,18,5.87,5.3e-06,0.0115593,1.6704190751445087e-5,3.07,BP
GO:0034331,cell junction maintenance,22,12,2.93,5.4e-06,0.0117774,1.6994805194805197e-5,4.1,BP
GO:0051962,positive regulation of nervous system de...,112,33,14.93,5.7e-06,0.012431699999999999,1.7913112391930834e-5,2.21,BP
GO:0009892,negative regulation of metabolic process,866,160,115.47,5.8e-06,0.012649800000000001,1.8148923959827833e-5,1.39,BP
GO:0048102,autophagic cell death,29,14,3.87,5.8e-06,0.012649800000000001,1.8148923959827833e-5,3.62,BP
GO:0001709,cell fate determination,127,36,16.93,5.8e-06,0.012649800000000001,1.8148923959827833e-5,2.13,BP
GO:0035332,positive regulation of hippo signaling,33,15,4.4,6.8e-06,0.0148308,2.121716738197425e-5,3.41,BP
GO:1905952,regulation of lipid localization,33,15,4.4,6.8e-06,0.0148308,2.121716738197425e-5,3.41,BP
GO:0009895,negative regulation of catabolic process,53,20,7.07,7.0e-06,0.015267,2.181e-5,2.83,BP
GO:0010821,regulation of mitochondrion organization,41,17,5.47,7.8e-06,0.0170118,2.4233333333333334e-5,3.11,BP
GO:0042326,negative regulation of phosphorylation,41,17,5.47,7.8e-06,0.0170118,2.4233333333333334e-5,3.11,BP
GO:0048284,organelle fusion,80,26,10.67,7.9e-06,0.017229900000000003,2.450910384068279e-5,2.44,BP
